metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
e2e_output_token_throughput_p25,105.79,0.01,105.78,105.79,0.0001,0.0038,105.74,105.83,12.7062,tokens/sec/user
http_req_data_sent_sum,4612.06,0.00,4612.06,4612.06,0.0000,0.0000,4612.06,4612.06,12.7062,KB
credit_to_start_latency_sum,1257.62,2.45,1255.89,1259.35,0.0019,1.7299,1235.64,1279.60,12.7062,ms
inter_token_latency_p99,8.92,0.01,8.92,8.93,0.0008,0.0052,8.86,8.99,12.7062,ms
time_to_first_output_token_max,4799.06,66.90,4751.75,4846.37,0.0139,47.3084,4197.95,5400.17,12.7062,ms
active_decode_throughput_std,347.05,2.03,345.61,348.48,0.0058,1.4334,328.83,365.26,12.7062,tokens/sec
http_req_chunks_received_std,8.19,1.27,7.29,9.08,0.1547,0.8953,-3.19,19.56,12.7062,count
total_usage_prompt_tokens_avg,1072662.00,0.00,1072662.00,1072662.00,0.0000,0.0000,1072662.00,1072662.00,12.7062,tokens
input_sequence_length_std,0.36,0.00,0.36,0.36,0.0000,0.0000,0.36,0.36,12.7062,tokens
http_req_receiving_p99,4560.94,3.26,4558.64,4563.24,0.0007,2.3034,4531.67,4590.21,12.7062,ms
decode_duration_min,4180.01,333.48,3944.20,4415.81,0.0798,235.8052,1183.82,7176.20,12.7062,ms
http_req_connecting_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_waiting_min,274.61,1.06,273.86,275.37,0.0039,0.7525,265.05,284.18,12.7062,ms
effective_latency_min,4800.03,2.63,4798.17,4801.89,0.0005,1.8604,4776.39,4823.67,12.7062,ms
credit_to_start_latency_p90,1.47,0.01,1.46,1.47,0.0058,0.0060,1.39,1.54,12.7062,ms
inter_chunk_latency_p25,8.64,0.00,8.64,8.64,0.0000,0.0003,8.64,8.64,12.7062,ms
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_blocked_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_data_sent_std,0.15,0.00,0.15,0.15,0.0000,0.0000,0.15,0.15,12.7062,KB
time_to_first_token_sum,379020.27,740.30,378496.80,379543.74,0.0020,523.4700,372368.95,385671.58,12.7062,ms
http_req_chunks_sent_p1,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
e2e_output_token_throughput_p50,105.94,0.05,105.91,105.98,0.0004,0.0333,105.52,106.37,12.7062,tokens/sec/user
total_usage_reasoning_tokens_avg,188475.50,2397.80,186780.00,190171.00,0.0127,1695.5000,166932.13,210018.87,12.7062,tokens
credit_to_start_latency_avg,1.25,0.00,1.25,1.25,0.0019,0.0017,1.23,1.27,12.7062,ms
effective_decode_throughput_avg,1690.73,0.08,1690.67,1690.78,0.0000,0.0582,1689.99,1691.47,12.7062,tokens/sec
http_req_connection_overhead_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
tokens_in_flight_p99,25112.19,0.23,25112.02,25112.35,0.0000,0.1618,25110.13,25114.24,12.7062,tokens
time_to_first_token_p90,388.63,0.88,388.01,389.26,0.0023,0.6247,380.69,396.57,12.7062,ms
reasoning_token_count_p90,269.15,3.04,267.00,271.30,0.0113,2.1500,241.83,296.47,12.7062,tokens
http_req_connecting_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
credit_to_start_latency_max,24.38,0.61,23.96,24.81,0.0248,0.4282,18.94,29.82,12.7062,ms
e2e_output_token_throughput_p5,105.47,0.10,105.40,105.54,0.0009,0.0697,104.59,106.36,12.7062,tokens/sec/user
time_to_first_token_p95,390.25,0.14,390.16,390.35,0.0004,0.0971,389.02,391.49,12.7062,ms
reasoning_token_count_p95,320.77,9.58,314.00,327.55,0.0299,6.7750,234.69,406.86,12.7062,tokens
inter_token_latency_p25,8.69,0.00,8.69,8.70,0.0004,0.0027,8.66,8.73,12.7062,ms
http_req_blocked_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_first_token_avg,376.01,0.73,375.49,376.53,0.0020,0.5193,369.41,382.61,12.7062,ms
output_token_count_p90,391.50,2.12,390.00,393.00,0.0054,1.5000,372.44,410.56,12.7062,tokens
reasoning_token_count_avg,186.98,2.38,185.30,188.66,0.0127,1.6820,165.61,208.35,12.7062,tokens
inter_chunk_latency_p50,8.75,0.00,8.75,8.75,0.0003,0.0017,8.73,8.77,12.7062,ms
http_req_duration_p99,4865.57,4.04,4862.71,4868.42,0.0008,2.8569,4829.27,4901.87,12.7062,ms
prefill_throughput_per_user_p99,3820.08,25.29,3802.20,3837.97,0.0066,17.8847,3592.84,4047.33,12.7062,tokens/sec/user
active_prefill_throughput_std,7120.00,2.00,7118.59,7121.42,0.0003,1.4146,7102.03,7137.98,12.7062,tokens/sec
active_decode_throughput_per_user_p90,118.52,0.12,118.44,118.61,0.0010,0.0868,117.42,119.63,12.7062,tokens/sec/user
request_latency_p10,4814.64,2.63,4812.78,4816.50,0.0005,1.8618,4790.98,4838.29,12.7062,ms
active_total_throughput_p95,44703.59,54.71,44664.90,44742.27,0.0012,38.6839,44212.06,45195.11,12.7062,tokens/sec
http_req_connection_reused_p25,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
decode_duration_p99,4560.58,3.76,4557.93,4563.24,0.0008,2.6557,4526.84,4594.33,12.7062,ms
http_req_waiting_p99,408.08,3.12,405.87,410.29,0.0076,2.2055,380.06,436.10,12.7062,ms
output_token_count_p95,404.00,5.66,400.00,408.00,0.0140,4.0000,353.18,454.82,12.7062,tokens
http_req_receiving_p25,4442.13,1.93,4440.76,4443.49,0.0004,1.3655,4424.78,4459.48,12.7062,ms
active_decode_throughput_per_user_p95,120.93,0.13,120.85,121.02,0.0010,0.0886,119.81,122.06,12.7062,tokens/sec/user
active_decode_throughput_per_user_avg,112.33,0.02,112.32,112.35,0.0002,0.0173,112.11,112.55,12.7062,tokens/sec/user
usage_reasoning_tokens_p75,214.50,2.12,213.00,216.00,0.0099,1.5000,195.44,233.56,12.7062,tokens
http_req_connecting_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_first_token_max,410.38,3.11,408.19,412.58,0.0076,2.1956,382.48,438.28,12.7062,ms
reasoning_token_count_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
nvidia_energy_per_total_token_avg,126.67,0.08,126.61,126.72,0.0006,0.0536,125.99,127.35,12.7062,mJ/token
http_req_blocked_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
inter_chunk_latency_p5,8.26,0.00,8.26,8.26,0.0001,0.0003,8.26,8.26,12.7062,ms
total_output_tokens_avg,327620.50,2397.80,325925.00,329316.00,0.0073,1695.5000,306077.13,349163.87,12.7062,tokens
usage_completion_tokens_p75,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_total_p25,4823.25,0.19,4823.12,4823.39,0.0000,0.1338,4821.55,4824.95,12.7062,ms
http_req_chunks_received_p99,511.00,1.41,510.00,512.00,0.0028,1.0000,498.29,523.71,12.7062,count
active_decode_throughput_p99,2178.94,2.14,2177.43,2180.46,0.0010,1.5145,2159.70,2198.19,12.7062,tokens/sec
active_prefill_throughput_min,2592.81,19.65,2578.91,2606.70,0.0076,13.8962,2416.24,2769.37,12.7062,tokens/sec
http_req_data_received_sum,133642.43,83.28,133583.54,133701.31,0.0006,58.8848,132894.22,134390.63,12.7062,KB
