metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_connecting_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
request_latency_p1,13950.04,0.84,13949.45,13950.63,0.0001,0.5911,13942.53,13957.55,12.7062,ms
http_req_connecting_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_second_token_std,1114.48,34.93,1089.78,1139.18,0.0313,24.7003,800.63,1428.32,12.7062,ms
http_req_data_sent_min,4.11,0.00,4.11,4.11,0.0000,0.0000,4.11,4.11,12.7062,KB
time_to_first_token_max,11418.14,1265.35,10523.40,12312.88,0.1108,894.7393,49.40,22786.88,12.7062,ms
http_req_data_sent_p75,4.70,0.00,4.70,4.70,0.0000,0.0000,4.70,4.70,12.7062,KB
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
inter_token_latency_max,35.62,0.15,35.51,35.73,0.0043,0.1079,34.25,36.99,12.7062,ms
usage_reasoning_tokens_std,112.00,2.39,110.31,113.69,0.0213,1.6895,90.53,133.47,12.7062,tokens
prefill_throughput_per_user_sum,274036.27,253.60,273856.94,274215.60,0.0009,179.3254,271757.72,276314.81,12.7062,tokens/sec/user
http_req_data_received_sum,145759.30,6.48,145754.72,145763.88,0.0000,4.5786,145701.12,145817.47,12.7062,KB
effective_prefill_concurrency_avg,21.22,0.08,21.16,21.27,0.0035,0.0532,20.54,21.89,12.7062,requests
active_total_throughput_p99,14492.25,540.86,14109.80,14874.69,0.0373,382.4430,9632.85,19351.65,12.7062,tokens/sec
reasoning_token_count_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_prompt_tokens_avg,1064.11,0.00,1064.11,1064.11,0.0000,0.0000,1064.11,1064.11,12.7062,tokens
http_req_dns_lookup_p99,1.12,0.00,1.11,1.12,0.0009,0.0007,1.11,1.12,12.7062,ms
effective_concurrency_std,0.67,0.01,0.67,0.68,0.0110,0.0053,0.61,0.74,12.7062,requests
http_req_chunks_received_sum,586336.00,5.66,586332.00,586340.00,0.0000,4.0000,586285.18,586386.82,12.7062,count
output_token_count_max,450.00,4.24,447.00,453.00,0.0094,3.0000,411.88,488.12,12.7062,tokens
output_sequence_length_p5,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_connection_overhead_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_prompt_tokens_p25,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
usage_total_tokens_max,1577.00,0.00,1577.00,1577.00,0.0000,0.0000,1577.00,1577.00,12.7062,tokens
prefill_throughput_per_user_p10,136.33,3.15,134.10,138.56,0.0231,2.2277,108.03,164.64,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_data_sent_std,0.15,0.00,0.15,0.15,0.0000,0.0000,0.15,0.15,12.7062,KB
output_token_throughput_per_user_p50,45.74,0.02,45.73,45.76,0.0004,0.0134,45.57,45.91,12.7062,tokens/sec/user
effective_decode_throughput_max,5534.67,39.53,5506.72,5562.63,0.0071,27.9529,5179.50,5889.85,12.7062,tokens/sec
effective_decode_concurrency_p50,46.00,0.00,46.00,46.00,0.0000,0.0000,46.00,46.00,12.7062,requests
active_decode_throughput_p90,4424.18,0.40,4423.90,4424.47,0.0001,0.2861,4420.55,4427.82,12.7062,tokens/sec
nvidia_output_tokens_per_joule_avg,1.71,0.00,1.71,1.72,0.0003,0.0004,1.71,1.72,12.7062,tokens/J
http_req_connection_reused_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ratio
effective_latency_p50,17370.90,3.86,17368.17,17373.63,0.0002,2.7322,17336.18,17405.61,12.7062,ms
decode_duration_p95,15233.22,0.51,15232.86,15233.58,0.0000,0.3623,15228.61,15237.82,12.7062,ms
prefill_throughput_per_user_p75,238.35,0.04,238.32,238.38,0.0002,0.0255,238.03,238.67,12.7062,tokens/sec/user
prefill_throughput_per_user_min,93.76,10.39,86.41,101.11,0.1108,7.3472,0.41,187.12,12.7062,tokens/sec/user
http_req_data_received_p75,126.86,0.00,126.86,126.86,0.0000,0.0015,126.84,126.88,12.7062,KB
