metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
inter_chunk_latency_p50,6.84,0.01,6.84,6.85,0.0011,0.0056,6.77,6.91,12.7062,ms
http_req_data_sent_avg,4.61,0.00,4.61,4.61,0.0000,0.0000,4.61,4.61,12.7062,KB
http_req_data_sent_sum,10910.24,0.00,10910.24,10910.24,0.0000,0.0000,10910.24,10910.24,12.7062,KB
http_req_data_sent_p75,4.71,0.00,4.71,4.71,0.0000,0.0000,4.71,4.71,12.7062,KB
http_req_dns_lookup_p99,1.03,0.01,1.03,1.04,0.0057,0.0042,0.98,1.08,12.7062,ms
usage_prompt_cache_read_tokens_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
output_token_count_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_total_p10,4052.87,0.50,4052.51,4053.22,0.0001,0.3556,4048.35,4057.38,12.7062,ms
http_req_data_received_avg,111.79,0.47,111.45,112.12,0.0042,0.3318,107.57,116.00,12.7062,KB
http_req_data_received_sum,264707.55,1111.23,263921.79,265493.31,0.0042,785.7598,254723.52,274691.57,12.7062,KB
http_req_data_received_p75,113.82,0.18,113.69,113.95,0.0016,0.1278,112.19,115.44,12.7062,KB
e2e_output_token_throughput_p25,125.50,0.02,125.48,125.52,0.0002,0.0176,125.28,125.73,12.7062,tokens/sec/user
active_decode_throughput_std,1747.42,10.53,1739.98,1754.86,0.0060,7.4429,1652.85,1841.99,12.7062,tokens/sec
time_to_first_output_token_p5,466.70,1.73,465.48,467.92,0.0037,1.2214,451.18,482.22,12.7062,ms
http_req_connection_reused_p10,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
input_sequence_length_avg,1036.15,0.00,1036.15,1036.15,0.0000,0.0000,1036.15,1036.15,12.7062,tokens
input_sequence_length_sum,2453604.00,0.00,2453604.00,2453604.00,0.0000,0.0000,2453604.00,2453604.00,12.7062,tokens
input_sequence_length_p75,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
usage_total_tokens_avg,1548.15,0.00,1548.15,1548.15,0.0000,0.0000,1548.15,1548.15,12.7062,tokens
usage_total_tokens_sum,3666020.00,0.00,3666020.00,3666020.00,0.0000,0.0000,3666020.00,3666020.00,12.7062,tokens
output_token_count_p1,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_duration_min,4029.22,5.71,4025.18,4033.26,0.0014,4.0400,3977.89,4080.55,12.7062,ms
usage_total_tokens_p75,1548.00,0.00,1548.00,1548.00,0.0000,0.0000,1548.00,1548.00,12.7062,tokens
osl_mismatch_count_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
usage_completion_tokens_p50,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
osl_mismatch_diff_pct_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_connection_reused_max,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
effective_decode_concurrency_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
http_req_connection_reused_p95,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
usage_reasoning_tokens_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
usage_prompt_tokens_p25,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
http_req_blocked_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_sequence_length_p1,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
credit_to_start_latency_min,0.50,0.03,0.48,0.52,0.0549,0.0195,0.25,0.75,12.7062,ms
osl_mismatch_diff_pct_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_latency_p10,4053.84,0.36,4053.58,4054.09,0.0001,0.2550,4050.60,4057.08,12.7062,ms
usage_prompt_cache_read_tokens_max,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
usage_prompt_cache_read_tokens_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_chunks_sent_min,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
decode_duration_p10,3414.80,3.89,3412.05,3417.55,0.0011,2.7479,3379.88,3449.71,12.7062,ms
active_decode_throughput_per_user_p50,152.63,0.59,152.21,153.05,0.0039,0.4157,147.35,157.91,12.7062,tokens/sec/user
