metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
decode_duration_p10,7368.58,38.28,7341.52,7395.65,0.0052,27.0662,7024.67,7712.49,12.7062,ms
effective_concurrency_max,32.00,0.00,32.00,32.00,0.0000,0.0000,32.00,32.00,12.7062,requests
output_sequence_length_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_prompt_cache_read_tokens_sum,980992.00,327282.96,749568.00,1212416.00,0.3336,231424.0000,-1959528.72,3921512.72,12.7062,tokens
effective_prefill_throughput_per_user_p99,2978.62,466.57,2648.71,3308.53,0.1566,329.9129,-1213.32,7170.56,12.7062,tokens/sec/user
prefill_throughput_per_user_std,863.59,166.79,745.65,981.52,0.1931,117.9367,-634.94,2362.11,12.7062,tokens/sec/user
time_to_first_output_token_max,7476.80,431.00,7172.04,7781.57,0.0576,304.7651,3604.40,11349.21,12.7062,ms
http_req_data_received_p50,125.07,0.03,125.05,125.09,0.0003,0.0227,124.78,125.36,12.7062,KB
http_req_data_received_p90,130.37,0.45,130.05,130.68,0.0034,0.3154,126.36,134.38,12.7062,KB
osl_mismatch_diff_pct_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_decode_throughput_per_user_p95,73.92,1.40,72.94,74.91,0.0189,0.9874,61.38,86.47,12.7062,tokens/sec/user
effective_prefill_throughput_p95,6386.22,6900.85,1506.58,11265.86,1.0806,4879.6409,-55615.49,68387.94,12.7062,tokens/sec
decode_duration_p1,7341.21,40.75,7312.39,7370.02,0.0056,28.8152,6975.08,7707.34,12.7062,ms
credit_to_start_latency_p5,0.70,0.12,0.62,0.78,0.1701,0.0842,-0.37,1.77,12.7062,ms
http_req_duration_max,35718.83,22015.01,20151.87,51285.79,0.6163,15566.9600,-162078.15,233515.81,12.7062,ms
total_isl_avg,1115856.00,275534.06,921024.00,1310688.00,0.2469,194832.0000,-1359719.28,3591431.28,12.7062,tokens
usage_total_tokens_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
osl_mismatch_diff_pct_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_total_p99,35698.21,21993.41,20146.51,51249.90,0.6161,15551.6908,-161904.76,233301.17,12.7062,ms
