metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
e2e_output_token_throughput_p25,84.19,0.04,84.16,84.21,0.0004,0.0250,83.87,84.51,12.7062,tokens/sec/user
http_req_data_sent_sum,7342.34,0.00,7342.34,7342.34,0.0000,0.0000,7342.34,7342.34,12.7062,KB
credit_to_start_latency_sum,2174.06,24.69,2156.60,2191.52,0.0114,17.4609,1952.20,2395.92,12.7062,ms
inter_token_latency_p99,11.32,0.00,11.31,11.32,0.0004,0.0031,11.28,11.35,12.7062,ms
time_to_first_output_token_max,6130.91,87.28,6069.19,6192.62,0.0142,61.7156,5346.74,6915.08,12.7062,ms
active_decode_throughput_std,953.54,3.15,951.32,955.77,0.0033,2.2268,925.25,981.84,12.7062,tokens/sec
http_req_chunks_received_std,8.02,0.81,7.45,8.58,0.1005,0.5695,0.78,15.25,12.7062,count
total_usage_prompt_tokens_avg,1702640.00,0.00,1702640.00,1702640.00,0.0000,0.0000,1702640.00,1702640.00,12.7062,tokens
input_sequence_length_std,0.38,0.00,0.38,0.38,0.0000,0.0000,0.38,0.38,12.7062,tokens
http_req_receiving_p99,5782.09,2.22,5780.52,5783.66,0.0004,1.5693,5762.15,5802.03,12.7062,ms
decode_duration_min,5327.95,3.21,5325.68,5330.22,0.0006,2.2722,5299.08,5356.82,12.7062,ms
http_req_waiting_min,236.29,0.30,236.08,236.50,0.0013,0.2107,233.61,238.96,12.7062,ms
http_req_connecting_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_latency_min,5867.67,4.80,5864.28,5871.06,0.0008,3.3923,5824.57,5910.77,12.7062,ms
credit_to_start_latency_p90,1.56,0.01,1.55,1.56,0.0048,0.0052,1.49,1.62,12.7062,ms
inter_chunk_latency_p25,10.40,0.00,10.40,10.40,0.0003,0.0023,10.37,10.43,12.7062,ms
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_blocked_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_data_sent_std,0.15,0.00,0.15,0.15,0.0000,0.0000,0.15,0.15,12.7062,KB
time_to_first_token_sum,952429.59,479.63,952090.44,952768.74,0.0005,339.1497,948120.29,956738.90,12.7062,ms
http_req_chunks_sent_p1,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
e2e_output_token_throughput_p50,84.39,0.04,84.36,84.41,0.0004,0.0266,84.05,84.72,12.7062,tokens/sec/user
total_usage_reasoning_tokens_avg,304613.50,364.16,304356.00,304871.00,0.0012,257.5000,301341.65,307885.35,12.7062,tokens
credit_to_start_latency_avg,1.36,0.02,1.35,1.37,0.0114,0.0109,1.22,1.50,12.7062,ms
effective_decode_throughput_avg,2688.75,0.08,2688.70,2688.81,0.0000,0.0560,2688.04,2689.47,12.7062,tokens/sec
http_req_connection_overhead_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
tokens_in_flight_p99,50232.44,0.03,50232.42,50232.46,0.0000,0.0215,50232.17,50232.72,12.7062,tokens
time_to_first_token_p90,694.08,3.03,691.93,696.22,0.0044,2.1456,666.82,721.34,12.7062,ms
reasoning_token_count_p90,277.55,0.78,277.00,278.10,0.0028,0.5500,270.56,284.54,12.7062,tokens
http_req_connecting_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
credit_to_start_latency_max,24.80,1.99,23.39,26.21,0.0802,1.4070,6.92,42.68,12.7062,ms
e2e_output_token_throughput_p5,82.77,0.10,82.70,82.84,0.0012,0.0694,81.89,83.65,12.7062,tokens/sec/user
time_to_first_token_p95,697.86,3.41,695.45,700.27,0.0049,2.4089,667.25,728.47,12.7062,ms
reasoning_token_count_p95,344.17,1.45,343.15,345.20,0.0042,1.0250,331.15,357.20,12.7062,tokens
inter_token_latency_p25,10.52,0.00,10.52,10.52,0.0001,0.0009,10.51,10.53,12.7062,ms
http_req_blocked_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_first_token_avg,595.27,0.30,595.06,595.48,0.0005,0.2120,592.58,597.96,12.7062,ms
output_token_count_p90,393.35,1.91,392.00,394.70,0.0049,1.3500,376.20,410.50,12.7062,tokens
reasoning_token_count_avg,190.38,0.23,190.22,190.54,0.0012,0.1609,188.34,192.43,12.7062,tokens
inter_chunk_latency_p50,10.59,0.00,10.58,10.59,0.0004,0.0027,10.55,10.62,12.7062,ms
http_req_duration_p99,6224.39,5.89,6220.22,6228.55,0.0009,4.1661,6171.45,6277.32,12.7062,ms
prefill_throughput_per_user_p99,3658.07,5.54,3654.16,3661.99,0.0015,3.9178,3608.29,3707.85,12.7062,tokens/sec/user
active_prefill_throughput_std,15711.97,0.79,15711.41,15712.53,0.0001,0.5582,15704.88,15719.06,12.7062,tokens/sec
active_decode_throughput_per_user_p90,98.55,0.09,98.49,98.62,0.0010,0.0662,97.71,99.40,12.7062,tokens/sec/user
request_latency_p10,6043.28,0.12,6043.19,6043.37,0.0000,0.0879,6042.16,6044.39,12.7062,ms
active_total_throughput_p95,55964.95,78.49,55909.45,56020.45,0.0014,55.5016,55259.74,56670.17,12.7062,tokens/sec
