metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
time_to_first_output_token_p10,1619.09,13.54,1609.51,1628.66,0.0084,9.5736,1497.44,1740.73,12.7062,ms
effective_concurrency_p50,16.00,0.00,16.00,16.00,0.0000,0.0000,16.00,16.00,12.7062,requests
request_latency_p95,4597.53,2.46,4595.79,4599.27,0.0005,1.7402,4575.41,4619.64,12.7062,ms
usage_total_tokens_p90,1577.00,0.00,1577.00,1577.00,0.0000,0.0000,1577.00,1577.00,12.7062,tokens
tokens_in_flight_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_connecting_p99,1.46,0.02,1.45,1.47,0.0123,0.0127,1.30,1.62,12.7062,ms
usage_prompt_tokens_std,0.36,0.00,0.36,0.36,0.0000,0.0000,0.36,0.36,12.7062,tokens
nvidia_output_tps_per_watt_avg,2.44,0.00,2.44,2.44,0.0008,0.0014,2.42,2.46,12.7062,tokens/sec/W
prefill_throughput_per_user_std,337.36,3.58,334.83,339.90,0.0106,2.5343,305.16,369.56,12.7062,tokens/sec/user
total_usage_total_tokens_avg,1664415.00,0.00,1664415.00,1664415.00,0.0000,0.0000,1664415.00,1664415.00,12.7062,tokens
http_req_connecting_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_chunks_sent_p50,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
osl_mismatch_diff_pct_p99,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_decode_throughput_per_user_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec/user
http_req_data_received_p90,130.11,0.03,130.09,130.13,0.0002,0.0215,129.83,130.38,12.7062,KB
http_req_waiting_p90,432.80,2.32,431.16,434.44,0.0054,1.6376,411.99,453.61,12.7062,ms
usage_completion_tokens_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_blocked_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_data_sent_p1,4.23,0.00,4.23,4.23,0.0000,0.0000,4.23,4.23,12.7062,KB
usage_total_tokens_p5,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
decode_duration_p95,4313.92,0.18,4313.79,4314.05,0.0000,0.1299,4312.27,4315.57,12.7062,ms
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
request_latency_std,4.25,0.15,4.15,4.36,0.0346,0.1039,2.93,5.57,12.7062,ms
http_req_connection_reused_avg,0.98,0.00,0.98,0.98,0.0000,0.0000,0.98,0.98,12.7062,ratio
osl_mismatch_diff_pct_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_connection_overhead_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_token_count_std,79.92,0.59,79.50,80.33,0.0074,0.4158,74.63,85.20,12.7062,tokens
tokens_in_flight_p50,20707.91,2.04,20706.46,20709.35,0.0001,1.4448,20689.55,20726.27,12.7062,tokens
http_req_chunks_received_sum,538546.50,14.85,538536.00,538557.00,0.0000,10.5000,538413.08,538679.92,12.7062,count
http_req_data_sent_avg,4.57,0.00,4.57,4.57,0.0000,0.0000,4.57,4.57,12.7062,KB
http_req_connection_reused_p10,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
http_req_data_received_p5,129.48,0.03,129.46,129.50,0.0002,0.0228,129.19,129.77,12.7062,KB
http_req_waiting_p5,277.00,1.96,275.62,278.39,0.0071,1.3837,259.42,294.59,12.7062,ms
input_token_throughput_avg,3706.81,2.19,3705.26,3708.35,0.0006,1.5463,3687.16,3726.45,12.7062,tokens/sec
effective_decode_concurrency_p90,16.00,0.00,16.00,16.00,0.0000,0.0000,16.00,16.00,12.7062,requests
http_req_connecting_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
