metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
request_latency_p95,97388.18,119.41,97303.74,97472.62,0.0012,84.4390,96315.28,98461.08,12.7062,ms
decode_duration_p95,91944.15,204.67,91799.43,92088.88,0.0022,144.7212,90105.30,93783.01,12.7062,ms
output_token_throughput_per_user_max,5.64,0.00,5.64,5.64,0.0001,0.0003,5.63,5.64,12.7062,tokens/sec/user
http_req_total_min,96576.39,78.00,96521.24,96631.55,0.0008,55.1566,95875.56,97277.22,12.7062,ms
prefill_throughput_per_user_avg,189.10,0.70,188.60,189.59,0.0037,0.4961,182.79,195.40,12.7062,tokens/sec/user
nvidia_output_tokens_per_joule_avg,0.43,0.00,0.43,0.43,0.0003,0.0001,0.43,0.43,12.7062,tokens/J
usage_completion_tokens_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
tokens_in_flight_p99,49294.93,0.05,49294.90,49294.96,0.0000,0.0322,49294.52,49295.34,12.7062,tokens
reasoning_token_count_p99,326.75,261.98,141.50,512.00,0.8018,185.2500,-2027.07,2680.57,12.7062,tokens
http_req_chunks_sent_p25,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
time_to_first_token_p1,3275.79,0.60,3275.37,3276.22,0.0002,0.4248,3270.39,3281.19,12.7062,ms
http_req_chunks_sent_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,count
osl_mismatch_diff_pct_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_data_received_sum,12186.15,1.44,12185.14,12187.17,0.0001,1.0186,12173.21,12199.10,12.7062,KB
time_to_second_token_p50,106.98,0.65,106.52,107.44,0.0061,0.4579,101.16,112.80,12.7062,ms
usage_prompt_tokens_p95,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
total_reasoning_tokens_avg,4061.00,1211.98,3204.00,4918.00,0.2984,857.0000,-6828.22,14950.22,12.7062,tokens
usage_completion_tokens_min,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
tokens_in_flight_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
reasoning_token_count_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_connection_overhead_p90,2.69,0.05,2.65,2.72,0.0176,0.0334,2.26,3.11,12.7062,ms
effective_decode_throughput_p95,191.80,0.75,191.27,192.33,0.0039,0.5311,185.05,198.55,12.7062,tokens/sec
decode_duration_avg,91563.25,58.30,91522.02,91604.48,0.0006,41.2271,91039.41,92087.09,12.7062,ms
osl_mismatch_diff_pct_p99,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_chunks_received_min,505.50,2.12,504.00,507.00,0.0042,1.5000,486.44,524.56,12.7062,count
usage_reasoning_tokens_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_sending_p99,2.98,0.01,2.98,2.99,0.0029,0.0061,2.91,3.06,12.7062,ms
output_sequence_length_p50,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_prompt_cache_read_tokens_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
output_token_count_p1,399.05,3.50,396.58,401.53,0.0088,2.4750,367.61,430.50,12.7062,tokens
http_req_waiting_p25,5378.14,5.27,5374.42,5381.87,0.0010,3.7251,5330.81,5425.47,12.7062,ms
overall_usage_prompt_cache_read_pct_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_concurrency_std,10.26,0.01,10.25,10.27,0.0014,0.0099,10.13,10.38,12.7062,requests
http_req_waiting_std,595.92,1.07,595.16,596.68,0.0018,0.7580,586.29,605.55,12.7062,ms
usage_prompt_tokens_avg,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
effective_total_throughput_p90,179.11,0.03,179.09,179.13,0.0001,0.0177,178.88,179.33,12.7062,tokens/sec
benchmark_duration_avg,293.85,0.12,293.77,293.94,0.0004,0.0856,292.77,294.94,12.7062,sec
http_req_blocked_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_first_token_sum,532909.98,1741.14,531678.81,534141.15,0.0033,1231.1695,517266.49,548553.47,12.7062,ms
time_to_second_token_p95,750.14,0.85,749.53,750.74,0.0011,0.6042,742.46,757.81,12.7062,ms
http_req_blocked_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
inter_chunk_latency_p99,192.18,1.28,191.28,193.08,0.0067,0.9038,180.70,203.66,12.7062,ms
effective_prefill_concurrency_std,6.77,0.02,6.76,6.78,0.0027,0.0129,6.61,6.93,12.7062,requests
prefill_throughput_per_user_p75,192.50,0.02,192.48,192.51,0.0001,0.0143,192.32,192.68,12.7062,tokens/sec/user
http_req_connection_reused_p99,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
http_req_connecting_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_total_throughput_max,6157.48,16.89,6145.54,6169.42,0.0027,11.9429,6005.73,6309.23,12.7062,tokens/sec
output_token_throughput_per_user_p50,5.59,0.00,5.59,5.59,0.0007,0.0026,5.56,5.62,12.7062,tokens/sec/user
prefill_throughput_per_user_p10,171.04,0.47,170.71,171.37,0.0027,0.3307,166.84,175.24,12.7062,tokens/sec/user
total_usage_reasoning_tokens_avg,4061.00,1211.98,3204.00,4918.00,0.2984,857.0000,-6828.22,14950.22,12.7062,tokens
output_sequence_length_p95,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
active_decode_throughput_std,38.90,0.04,38.87,38.93,0.0011,0.0300,38.52,39.28,12.7062,tokens/sec
inter_chunk_latency_min,40.61,0.07,40.56,40.66,0.0017,0.0481,40.00,41.22,12.7062,ms
total_isl_avg,99456.00,0.00,99456.00,99456.00,0.0000,0.0000,99456.00,99456.00,12.7062,tokens
http_req_chunks_sent_p90,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
http_req_connection_reused_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ratio
usage_prompt_cache_read_tokens_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
time_to_second_token_avg,337.61,13.96,327.74,347.49,0.0414,9.8716,212.18,463.05,12.7062,ms
active_prefill_throughput_min,170.15,0.10,170.08,170.23,0.0006,0.0728,169.23,171.08,12.7062,tokens/sec
decode_duration_p75,91793.37,206.24,91647.53,91939.20,0.0022,145.8320,89940.40,93646.34,12.7062,ms
inter_token_latency_std,1.10,0.11,1.02,1.18,0.0995,0.0773,0.12,2.08,12.7062,ms
output_token_count_sum,45091.00,1211.98,44234.00,45948.00,0.0269,857.0000,34201.78,55980.22,12.7062,tokens
effective_decode_throughput_per_user_std,2.11,0.00,2.11,2.11,0.0011,0.0016,2.09,2.13,12.7062,tokens/sec/user
