metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
reasoning_token_count_p95,119.10,3.61,116.55,121.65,0.0303,2.5500,86.70,151.50,12.7062,tokens
http_req_connecting_std,0.25,0.00,0.25,0.25,0.0010,0.0002,0.24,0.25,12.7062,ms
effective_total_throughput_p50,1082.20,0.49,1081.85,1082.55,0.0005,0.3498,1077.76,1086.64,12.7062,tokens/sec
effective_prefill_throughput_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
effective_prefill_throughput_per_user_p95,2082.58,11.26,2074.62,2090.55,0.0054,7.9629,1981.40,2183.76,12.7062,tokens/sec/user
http_req_chunks_sent_sum,608.00,0.00,608.00,608.00,0.0000,0.0000,608.00,608.00,12.7062,count
effective_latency_p5,7972.40,5.96,7968.18,7976.61,0.0007,4.2134,7918.86,8025.93,12.7062,ms
http_req_chunks_sent_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,count
time_to_first_output_token_avg,1021.29,14.58,1010.98,1031.60,0.0143,10.3075,890.32,1152.26,12.7062,ms
active_total_throughput_p99,34809.24,152.25,34701.58,34916.90,0.0044,107.6585,33441.31,36177.17,12.7062,tokens/sec
time_to_second_token_p90,11.92,0.06,11.88,11.97,0.0051,0.0433,11.37,12.47,12.7062,ms
osl_mismatch_diff_pct_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_total_throughput_std,7751.80,14.80,7741.33,7762.27,0.0019,10.4669,7618.81,7884.80,12.7062,tokens/sec
time_to_first_output_token_p75,1129.11,28.03,1109.29,1148.93,0.0248,19.8210,877.26,1380.96,12.7062,ms
effective_prefill_concurrency_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
usage_reasoning_tokens_p25,20.00,0.00,20.00,20.00,0.0000,0.0000,20.00,20.00,12.7062,tokens
active_total_throughput_p95,31500.48,40.73,31471.68,31529.28,0.0013,28.7995,31134.54,31866.41,12.7062,tokens/sec
http_req_total_p50,8046.27,10.62,8038.76,8053.77,0.0013,7.5068,7950.88,8141.65,12.7062,ms
effective_prefill_throughput_per_user_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec/user
usage_total_tokens_p5,1548.00,0.00,1548.00,1548.00,0.0000,0.0000,1548.00,1548.00,12.7062,tokens
usage_prompt_tokens_p99,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
http_req_blocked_max,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
decode_duration_p99,7775.92,7.63,7770.52,7781.31,0.0010,5.3968,7707.34,7844.49,12.7062,ms
request_latency_p5,7970.94,5.94,7966.74,7975.14,0.0007,4.1983,7917.59,8024.28,12.7062,ms
http_req_total_p25,8020.83,0.91,8020.19,8021.48,0.0001,0.6428,8012.67,8029.00,12.7062,ms
effective_prefill_concurrency_std,3.77,0.01,3.76,3.78,0.0036,0.0096,3.65,3.89,12.7062,requests
usage_prompt_tokens_p95,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
http_req_chunks_received_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,count
time_to_first_output_token_min,494.78,0.63,494.34,495.23,0.0013,0.4475,489.10,500.47,12.7062,ms
decode_duration_p95,7691.16,18.25,7678.26,7704.07,0.0024,12.9049,7527.19,7855.13,12.7062,ms
http_req_total_sum,4895009.74,2766.21,4893053.73,4896965.75,0.0006,1956.0092,4870156.29,4919863.19,12.7062,ms
output_sequence_length_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_data_sent_p1,4.20,0.00,4.20,4.20,0.0000,0.0000,4.20,4.20,12.7062,KB
decode_duration_p10,7489.00,4.52,7485.80,7492.19,0.0006,3.1981,7448.36,7529.63,12.7062,ms
http_req_total_std,47.53,2.02,46.10,48.96,0.0425,1.4273,29.39,65.67,12.7062,ms
active_total_throughput_p90,1092.82,0.39,1092.54,1093.10,0.0004,0.2757,1089.32,1096.32,12.7062,tokens/sec
http_req_connecting_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_sending_p5,0.11,0.00,0.11,0.11,0.0267,0.0021,0.08,0.14,12.7062,ms
active_decode_throughput_per_user_p90,69.67,0.00,69.66,69.67,0.0000,0.0008,69.65,69.68,12.7062,tokens/sec/user
prefill_throughput_per_user_p10,2062.56,11.11,2054.71,2070.42,0.0054,7.8561,1962.74,2162.38,12.7062,tokens/sec/user
http_req_waiting_p1,304.04,0.40,303.76,304.32,0.0013,0.2807,300.47,307.61,12.7062,ms
http_req_chunks_sent_p1,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
decode_duration_p90,7656.80,21.87,7641.34,7672.27,0.0029,15.4649,7460.30,7853.30,12.7062,ms
prefill_throughput_per_user_p90,2106.62,3.02,2104.48,2108.75,0.0014,2.1347,2079.49,2133.74,12.7062,tokens/sec/user
effective_latency_p99,8185.18,17.35,8172.91,8197.45,0.0021,12.2671,8029.31,8341.05,12.7062,ms
http_req_dns_lookup_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_blocked_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_latency_p95,8162.28,10.43,8154.90,8169.65,0.0013,7.3764,8068.55,8256.00,12.7062,ms
output_token_throughput_per_user_min,64.98,0.04,64.95,65.01,0.0006,0.0289,64.61,65.35,12.7062,tokens/sec/user
effective_latency_p10,7990.22,2.22,7988.66,7991.79,0.0003,1.5685,7970.30,8010.15,12.7062,ms
http_req_chunks_received_p50,511.00,0.00,511.00,511.00,0.0000,0.0000,511.00,511.00,12.7062,count
usage_prompt_cache_read_tokens_max,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_dns_lookup_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_total_tokens_p99,1548.00,0.00,1548.00,1548.00,0.0000,0.0000,1548.00,1548.00,12.7062,tokens
output_sequence_length_p50,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_blocked_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
active_prefill_throughput_avg,32086.36,82.07,32028.33,32144.39,0.0026,58.0293,31349.03,32823.69,12.7062,tokens/sec
request_latency_p99,8183.93,17.39,8171.63,8196.23,0.0021,12.2993,8027.66,8340.21,12.7062,ms
http_req_blocked_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_first_token_p25,492.66,0.76,492.13,493.20,0.0015,0.5376,485.83,499.49,12.7062,ms
effective_decode_throughput_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
time_to_second_token_p25,3.46,0.02,3.44,3.47,0.0063,0.0153,3.26,3.65,12.7062,ms
http_req_duration_p5,7970.89,5.94,7966.68,7975.09,0.0007,4.2015,7917.50,8024.27,12.7062,ms
usage_total_tokens_p95,1548.00,0.00,1548.00,1548.00,0.0000,0.0000,1548.00,1548.00,12.7062,tokens
http_req_chunks_received_sum,310082.50,10.61,310075.00,310090.00,0.0000,7.5000,309987.20,310177.80,12.7062,count
usage_total_tokens_p10,1548.00,0.00,1548.00,1548.00,0.0000,0.0000,1548.00,1548.00,12.7062,tokens
request_latency_p95,8161.13,10.36,8153.80,8168.45,0.0013,7.3277,8068.02,8254.23,12.7062,ms
osl_mismatch_count_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
http_req_connecting_avg,0.04,0.00,0.04,0.04,0.0009,0.0000,0.04,0.04,12.7062,ms
output_sequence_length_sum,311296.00,0.00,311296.00,311296.00,0.0000,0.0000,311296.00,311296.00,12.7062,tokens
http_req_chunks_received_std,2.28,0.08,2.22,2.33,0.0363,0.0583,1.53,3.02,12.7062,count
request_latency_p10,7988.96,2.25,7987.37,7990.55,0.0003,1.5905,7968.75,8009.17,12.7062,ms
http_req_data_sent_p75,4.67,0.00,4.67,4.67,0.0000,0.0000,4.67,4.67,12.7062,KB
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_sending_p99,1.84,0.00,1.83,1.84,0.0005,0.0007,1.83,1.84,12.7062,ms
osl_mismatch_diff_pct_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
reasoning_token_count_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_chunks_sent_avg,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
http_req_connection_overhead_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_prefill_throughput_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
http_req_waiting_p75,496.69,2.22,495.12,498.26,0.0045,1.5700,476.74,516.64,12.7062,ms
http_req_sending_max,2.00,0.00,2.00,2.01,0.0009,0.0013,1.99,2.02,12.7062,ms
http_req_chunks_sent_p75,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
effective_total_throughput_avg,3073.09,1.74,3071.86,3074.32,0.0006,1.2297,3057.47,3088.72,12.7062,tokens/sec
request_latency_p90,8111.35,3.25,8109.05,8113.64,0.0004,2.2956,8082.18,8140.52,12.7062,ms
http_req_data_sent_min,4.13,0.00,4.13,4.13,0.0000,0.0000,4.13,4.13,12.7062,KB
http_req_data_received_p50,130.53,0.01,130.52,130.54,0.0001,0.0095,130.41,130.65,12.7062,KB
osl_mismatch_diff_pct_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
nvidia_energy_delay_product_avg,3574.07,4.41,3570.95,3577.19,0.0012,3.1176,3534.46,3613.68,12.7062,J*s
time_to_first_output_token_p95,1706.08,0.66,1705.61,1706.54,0.0004,0.4652,1700.17,1711.99,12.7062,ms
usage_prompt_cache_read_tokens_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
time_to_first_output_token_p10,499.71,3.27,497.39,502.02,0.0065,2.3117,470.33,529.08,12.7062,ms
http_req_data_received_p25,130.17,0.01,130.16,130.17,0.0001,0.0049,130.10,130.23,12.7062,KB
http_req_waiting_min,302.60,1.28,301.70,303.51,0.0042,0.9059,291.09,314.11,12.7062,ms
http_req_chunks_sent_min,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
http_req_blocked_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_prefill_concurrency_avg,0.97,0.00,0.97,0.97,0.0048,0.0033,0.93,1.01,12.7062,requests
http_req_data_received_sum,79274.21,3.68,79271.61,79276.82,0.0000,2.6011,79241.16,79307.26,12.7062,KB
http_req_total_avg,8051.00,4.55,8047.79,8054.22,0.0006,3.2171,8010.13,8091.88,12.7062,ms
