metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_blocked_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_waiting_p5,3084.03,2.78,3082.06,3085.99,0.0009,1.9642,3059.07,3108.98,12.7062,ms
input_sequence_length_p5,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
http_req_receiving_p75,20543.70,5.86,20539.55,20547.85,0.0003,4.1464,20491.01,20596.38,12.7062,ms
http_req_duration_max,26713.58,19.39,26699.87,26727.29,0.0007,13.7126,26539.35,26887.82,12.7062,ms
usage_reasoning_tokens_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
decode_duration_std,3515.82,0.02,3515.81,3515.83,0.0000,0.0146,3515.63,3516.01,12.7062,ms
effective_latency_max,26719.04,21.86,26703.58,26734.50,0.0008,15.4609,26522.59,26915.49,12.7062,ms
usage_prompt_cache_read_tokens_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_data_received_min,104.11,0.19,103.98,104.25,0.0018,0.1338,102.41,105.81,12.7062,KB
http_req_chunks_received_p99,440.00,1.41,439.00,441.00,0.0032,1.0000,427.29,452.71,12.7062,count
http_req_blocked_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_waiting_sum,13116079.41,7211.76,13110979.93,13121178.90,0.0005,5099.4847,13051284.32,13180874.51,12.7062,ms
usage_prompt_tokens_p95,1037.00,0.00,1037.00,1037.00,0.0000,0.0000,1037.00,1037.00,12.7062,tokens
http_req_chunks_sent_p1,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
time_to_first_token_p99,13368.91,5.07,13365.33,13372.50,0.0004,3.5844,13323.37,13414.46,12.7062,ms
http_req_blocked_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_prompt_cache_read_tokens_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_waiting_p95,13326.92,13.58,13317.32,13336.53,0.0010,9.6032,13204.90,13448.94,12.7062,ms
input_sequence_length_p95,1037.00,0.00,1037.00,1037.00,0.0000,0.0000,1037.00,1037.00,12.7062,tokens
decode_duration_p75,20543.69,5.86,20539.55,20547.84,0.0003,4.1466,20491.01,20596.38,12.7062,ms
effective_decode_throughput_per_user_p99,47.79,0.29,47.58,47.99,0.0060,0.2043,45.19,50.38,12.7062,tokens/sec/user
http_req_data_sent_p90,4.80,0.00,4.80,4.80,0.0000,0.0000,4.80,4.80,12.7062,KB
credit_to_start_latency_p50,4.69,0.34,4.45,4.93,0.0725,0.2403,1.64,7.74,12.7062,ms
time_to_first_token_p90,13101.23,1.19,13100.38,13102.07,0.0001,0.8405,13090.55,13111.91,12.7062,ms
usage_prompt_cache_read_tokens_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_decode_throughput_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
overall_usage_prompt_cache_read_pct_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_prefill_throughput_per_user_p95,154.54,0.02,154.52,154.55,0.0001,0.0162,154.33,154.74,12.7062,tokens/sec/user
http_req_dns_lookup_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
osl_mismatch_diff_pct_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
usage_completion_tokens_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_first_output_token_p50,9122.71,10.62,9115.20,9130.22,0.0012,7.5114,9027.27,9218.15,12.7062,ms
output_sequence_length_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_total_tokens_p99,1549.00,0.00,1549.00,1549.00,0.0000,0.0000,1549.00,1549.00,12.7062,tokens
time_to_second_token_p25,892.18,0.06,892.14,892.22,0.0001,0.0432,891.63,892.73,12.7062,ms
usage_reasoning_tokens_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
output_sequence_length_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_completion_tokens_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
effective_decode_concurrency_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
effective_total_throughput_p90,19100.53,0.37,19100.27,19100.79,0.0000,0.2586,19097.25,19103.82,12.7062,tokens/sec
active_decode_throughput_per_user_std,19.70,0.02,19.68,19.72,0.0013,0.0177,19.47,19.92,12.7062,tokens/sec/user
http_req_duration_p25,26606.26,9.18,26599.77,26612.75,0.0003,6.4905,26523.79,26688.73,12.7062,ms
output_token_throughput_per_user_std,5.76,0.00,5.76,5.76,0.0000,0.0001,5.76,5.76,12.7062,tokens/sec/user
tokens_in_flight_p99,197084.26,10.44,197076.88,197091.64,0.0001,7.3808,196990.48,197178.04,12.7062,tokens
usage_total_tokens_max,1549.00,0.00,1549.00,1549.00,0.0000,0.0000,1549.00,1549.00,12.7062,tokens
active_prefill_throughput_per_user_p99,202.65,0.71,202.15,203.16,0.0035,0.5050,196.24,209.07,12.7062,tokens/sec/user
http_req_sending_p75,0.14,0.00,0.14,0.14,0.0181,0.0018,0.12,0.16,12.7062,ms
http_req_connection_reused_p99,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
active_prefill_throughput_p95,19794.56,0.73,19794.04,19795.07,0.0000,0.5142,19788.02,19801.09,12.7062,tokens/sec
http_req_receiving_p25,14414.05,1.63,14412.90,14415.20,0.0001,1.1497,14399.44,14428.65,12.7062,ms
credit_to_start_latency_p10,1.32,0.04,1.29,1.35,0.0336,0.0314,0.92,1.72,12.7062,ms
request_count_avg,1536.00,0.00,1536.00,1536.00,0.0000,0.0000,1536.00,1536.00,12.7062,requests
osl_mismatch_diff_pct_max,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_connection_overhead_p99,4.97,0.12,4.88,5.06,0.0247,0.0866,3.87,6.07,12.7062,ms
tokens_in_flight_max,197814.54,22.78,197798.43,197830.65,0.0001,16.1109,197609.83,198019.25,12.7062,tokens
http_req_connecting_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
inter_token_latency_p90,46.02,0.02,46.01,46.03,0.0004,0.0114,45.88,46.17,12.7062,ms
http_req_data_received_std,1.39,0.19,1.26,1.52,0.1358,0.1335,-0.31,3.09,12.7062,KB
http_req_data_sent_p1,4.30,0.00,4.30,4.30,0.0000,0.0000,4.30,4.30,12.7062,KB
time_to_first_output_token_avg,8539.51,4.71,8536.18,8542.84,0.0006,3.3311,8497.19,8581.84,12.7062,ms
output_token_count_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
e2e_output_token_throughput_p5,19.20,0.00,19.19,19.20,0.0002,0.0033,19.15,19.24,12.7062,tokens/sec/user
