metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_connecting_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
request_latency_p1,9985.13,1.59,9984.00,9986.25,0.0002,1.1244,9970.84,9999.41,12.7062,ms
http_req_connecting_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_second_token_std,808.15,2.33,806.50,809.80,0.0029,1.6485,787.21,829.10,12.7062,ms
http_req_data_sent_min,4.02,0.00,4.02,4.02,0.0000,0.0000,4.02,4.02,12.7062,KB
time_to_first_token_max,6132.30,49.15,6097.54,6167.05,0.0080,34.7514,5690.74,6573.85,12.7062,ms
http_req_data_sent_p75,4.68,0.00,4.68,4.68,0.0000,0.0000,4.68,4.68,12.7062,KB
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
inter_token_latency_max,21.46,0.00,21.46,21.46,0.0001,0.0014,21.44,21.48,12.7062,ms
usage_reasoning_tokens_std,105.16,5.44,101.31,109.00,0.0517,3.8434,56.32,153.99,12.7062,tokens
prefill_throughput_per_user_sum,232492.18,668.47,232019.50,232964.86,0.0029,472.6786,226486.23,238498.13,12.7062,tokens/sec/user
http_req_data_received_sum,105236.68,26.15,105218.19,105255.17,0.0002,18.4917,105001.72,105471.64,12.7062,KB
effective_prefill_concurrency_avg,12.23,0.06,12.20,12.27,0.0045,0.0393,11.74,12.73,12.7062,requests
active_total_throughput_p99,12247.09,4.94,12243.60,12250.58,0.0004,3.4898,12202.74,12291.43,12.7062,tokens/sec
reasoning_token_count_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_dns_lookup_p99,1.09,0.03,1.07,1.12,0.0279,0.0215,0.82,1.37,12.7062,ms
usage_prompt_tokens_avg,1064.15,0.00,1064.15,1064.15,0.0000,0.0000,1064.15,1064.15,12.7062,tokens
effective_concurrency_std,0.41,0.00,0.41,0.41,0.0009,0.0003,0.41,0.42,12.7062,requests
http_req_chunks_received_sum,423376.00,83.44,423317.00,423435.00,0.0002,59.0000,422626.33,424125.67,12.7062,count
output_token_count_max,443.00,7.07,438.00,448.00,0.0160,5.0000,379.47,506.53,12.7062,tokens
output_sequence_length_p5,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
