metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_sending_max,19.00,1.98,17.60,20.40,0.1043,1.4011,1.20,36.80,12.7062,ms
prefill_throughput_per_user_p5,1561.21,10.13,1554.04,1568.37,0.0065,7.1646,1470.17,1652.24,12.7062,tokens/sec/user
usage_completion_tokens_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_reasoning_tokens_p1,127.47,0.00,127.47,127.47,0.0000,0.0000,127.47,127.47,12.7062,tokens
total_usage_completion_tokens_avg,1048576.00,0.00,1048576.00,1048576.00,0.0000,0.0000,1048576.00,1048576.00,12.7062,tokens
effective_decode_throughput_per_user_p50,60.12,0.04,60.09,60.14,0.0006,0.0257,59.79,60.44,12.7062,tokens/sec/user
prefill_throughput_per_user_p75,2185.38,50.44,2149.71,2221.04,0.0231,35.6666,1732.19,2638.56,12.7062,tokens/sec/user
credit_to_start_latency_p10,1.40,0.03,1.38,1.42,0.0226,0.0224,1.11,1.68,12.7062,ms
effective_decode_throughput_per_user_std,18.71,0.06,18.67,18.75,0.0030,0.0391,18.21,19.21,12.7062,tokens/sec/user
http_req_blocked_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
active_total_throughput_max,91590.39,1333.72,90647.30,92533.47,0.0146,943.0854,79607.35,103573.42,12.7062,tokens/sec
usage_prompt_tokens_avg,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
time_to_first_output_token_min,2039.82,185.05,1908.97,2170.67,0.0907,130.8481,377.24,3702.40,12.7062,ms
output_token_count_max,435.00,15.56,424.00,446.00,0.0358,11.0000,295.23,574.77,12.7062,tokens
usage_total_tokens_p99,1552.00,0.00,1552.00,1552.00,0.0000,0.0000,1552.00,1552.00,12.7062,tokens
output_sequence_length_p95,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
decode_duration_p1,8492.10,23.13,8475.75,8508.46,0.0027,16.3553,8284.29,8699.92,12.7062,ms
http_req_receiving_p25,8820.59,7.57,8815.23,8825.94,0.0009,5.3552,8752.54,8888.63,12.7062,ms
tokens_in_flight_max,99151.48,19.03,99138.03,99164.93,0.0002,13.4536,98980.54,99322.42,12.7062,tokens
usage_total_tokens_p10,1552.00,0.00,1552.00,1552.00,0.0000,0.0000,1552.00,1552.00,12.7062,tokens
http_req_duration_p90,9476.54,3.06,9474.38,9478.70,0.0003,2.1611,9449.08,9504.00,12.7062,ms
http_req_data_received_min,118.93,5.56,115.00,122.87,0.0468,3.9331,68.96,168.91,12.7062,KB
time_to_first_output_token_avg,7077.24,13.17,7067.93,7086.55,0.0019,9.3131,6958.91,7195.57,12.7062,ms
usage_completion_tokens_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
effective_total_throughput_p95,67528.08,857.15,66921.98,68134.17,0.0127,606.0947,59826.91,75229.24,12.7062,tokens/sec
http_req_chunks_sent_p95,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
active_prefill_throughput_per_user_p95,2291.18,49.80,2255.96,2326.39,0.0217,35.2147,1843.73,2738.62,12.7062,tokens/sec/user
http_req_receiving_p1,8550.69,1.34,8549.74,8551.64,0.0002,0.9500,8538.62,8562.76,12.7062,ms
inter_token_latency_sum,35627.44,17.10,35615.35,35639.53,0.0005,12.0895,35473.83,35781.05,12.7062,ms
http_req_duration_min,8787.98,2.51,8786.21,8789.75,0.0003,1.7733,8765.45,8810.51,12.7062,ms
nvidia_average_gpu_power_avg,1003.75,1.28,1002.84,1004.65,0.0013,0.9040,992.26,1015.23,12.7062,W
http_req_data_received_avg,137.09,0.00,137.08,137.09,0.0000,0.0034,137.04,137.13,12.7062,KB
prefill_throughput_per_user_p99,3145.30,82.56,3086.92,3203.68,0.0262,58.3785,2403.53,3887.07,12.7062,tokens/sec/user
usage_reasoning_tokens_sum,954959.50,2708.93,953044.00,956875.00,0.0028,1915.5000,930620.76,979298.24,12.7062,tokens
active_decode_throughput_p95,4162.19,4.88,4158.74,4165.64,0.0012,3.4486,4118.37,4206.01,12.7062,tokens/sec
prefill_throughput_per_user_p10,1571.74,15.86,1560.53,1582.95,0.0101,11.2129,1429.27,1714.21,12.7062,tokens/sec/user
total_reasoning_tokens_avg,954959.50,2708.93,953044.00,956875.00,0.0028,1915.5000,930620.76,979298.24,12.7062,tokens
http_req_duration_avg,9463.98,12.29,9455.30,9472.67,0.0013,8.6871,9353.60,9574.36,12.7062,ms
effective_decode_throughput_p99,5194.62,1.28,5193.72,5195.52,0.0002,0.9025,5183.15,5206.09,12.7062,tokens/sec
request_latency_p50,9449.35,5.05,9445.78,9452.92,0.0005,3.5707,9403.98,9494.72,12.7062,ms
active_prefill_throughput_p95,88711.01,600.07,88286.70,89135.33,0.0068,424.3124,83319.61,94102.41,12.7062,tokens/sec
output_token_throughput_per_user_p90,58.19,0.07,58.14,58.24,0.0012,0.0477,57.59,58.80,12.7062,tokens/sec/user
request_latency_std,137.66,71.84,86.86,188.46,0.5219,50.8002,-507.81,783.14,12.7062,ms
http_req_sending_p90,0.15,0.00,0.15,0.15,0.0109,0.0011,0.13,0.16,12.7062,ms
time_to_second_token_p50,217.18,1.45,216.16,218.21,0.0067,1.0227,204.19,230.18,12.7062,ms
time_to_second_token_std,98.73,4.85,95.30,102.16,0.0491,3.4291,55.16,142.30,12.7062,ms
input_sequence_length_p50,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
decode_duration_sum,18205620.80,8736.66,18199443.05,18211798.55,0.0005,6177.7493,18127125.05,18284116.54,12.7062,ms
active_total_throughput_p90,33484.22,285.90,33282.06,33686.38,0.0085,202.1595,30915.54,36052.90,12.7062,tokens/sec
