metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
prefill_throughput_per_user_sum,11068276.91,937542.57,10405334.20,11731219.62,0.0847,662942.7110,2644791.10,19491762.72,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
inter_chunk_latency_p5,4.93,0.01,4.92,4.94,0.0018,0.0063,4.85,5.01,12.7062,ms
http_req_data_sent_p90,4.96,0.00,4.96,4.96,0.0000,0.0000,4.96,4.96,12.7062,KB
active_decode_throughput_avg,774.58,1.84,773.28,775.88,0.0024,1.2984,758.08,791.08,12.7062,tokens/sec
time_to_first_token_p75,40.20,0.20,40.06,40.34,0.0049,0.1390,38.44,41.97,12.7062,ms
time_to_first_output_token_p50,38.95,1.08,38.19,39.71,0.0276,0.7609,29.28,48.62,12.7062,ms
time_to_second_token_max,25.86,25.95,7.51,44.21,1.0033,18.3460,-207.25,258.97,12.7062,ms
effective_prefill_throughput_per_user_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec/user
http_req_dns_lookup_avg,0.01,0.00,0.01,0.01,0.0585,0.0004,0.00,0.01,12.7062,ms
effective_decode_throughput_avg,762.27,3.49,759.81,764.74,0.0046,2.4665,730.93,793.61,12.7062,tokens/sec
prefill_throughput_per_user_p5,16639.34,11656.35,8397.05,24881.62,0.7005,8242.2864,-88088.84,121367.51,12.7062,tokens/sec/user
http_req_receiving_p95,2649.59,25.86,2631.30,2667.88,0.0098,18.2870,2417.23,2881.95,12.7062,ms
tokens_in_flight_p90,5972.08,1.02,5971.36,5972.80,0.0002,0.7185,5962.95,5981.21,12.7062,tokens
http_req_connecting_avg,0.01,0.00,0.01,0.01,0.0377,0.0004,0.01,0.02,12.7062,ms
http_req_connection_overhead_max,2.75,0.06,2.71,2.79,0.0217,0.0422,2.21,3.29,12.7062,ms
request_latency_max,2723.16,59.09,2681.38,2764.94,0.0217,41.7810,2192.28,3254.04,12.7062,ms
osl_mismatch_diff_pct_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
total_usage_completion_tokens_avg,230400.00,1448.15,229376.00,231424.00,0.0063,1024.0000,217388.85,243411.15,12.7062,tokens
inter_chunk_latency_p10,4.97,0.01,4.97,4.98,0.0015,0.0054,4.90,5.04,12.7062,ms
http_req_receiving_min,2627.51,1.36,2626.55,2628.47,0.0005,0.9594,2615.32,2639.70,12.7062,ms
nvidia_total_gpu_power_avg,354.37,2.71,352.45,356.29,0.0077,1.9197,329.98,378.76,12.7062,W
prefill_throughput_per_user_p95,27501.97,622.38,27061.88,27942.06,0.0226,440.0924,21910.07,33093.88,12.7062,tokens/sec/user
http_req_data_sent_p1,4.32,0.00,4.32,4.32,0.0000,0.0000,4.32,4.32,12.7062,KB
output_sequence_length_sum,230400.00,1448.15,229376.00,231424.00,0.0063,1024.0000,217388.85,243411.15,12.7062,tokens
output_sequence_length_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
effective_concurrency_p99,4.00,0.00,4.00,4.00,0.0000,0.0000,4.00,4.00,12.7062,requests
active_total_throughput_p95,777.73,0.23,777.56,777.89,0.0003,0.1629,775.66,779.79,12.7062,tokens/sec
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_concurrency_std,0.11,0.00,0.11,0.11,0.0048,0.0004,0.10,0.11,12.7062,requests
prefill_throughput_per_user_min,13889.58,8823.08,7650.72,20128.43,0.6352,6238.8576,-65382.63,93161.78,12.7062,tokens/sec/user
http_req_total_sum,1205236.63,2043.79,1203791.45,1206681.80,0.0017,1445.1774,1186873.91,1223599.35,12.7062,ms
nvidia_energy_delay_product_avg,636.69,10.91,628.97,644.40,0.0171,7.7168,538.63,734.74,12.7062,J*s
osl_mismatch_diff_pct_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_total_p99,2715.99,56.28,2676.19,2755.79,0.0207,39.7975,2210.32,3221.67,12.7062,ms
e2e_output_token_throughput_sum,86044.87,927.19,85389.25,86700.50,0.0108,655.6210,77714.42,94375.33,12.7062,tokens/sec/user
http_req_total_std,18.67,23.79,1.85,35.49,1.2742,16.8207,-195.06,232.40,12.7062,ms
active_total_throughput_min,194.31,0.03,194.29,194.33,0.0001,0.0194,194.07,194.56,12.7062,tokens/sec
effective_decode_throughput_per_user_p90,201.96,0.23,201.80,202.12,0.0011,0.1608,199.92,204.00,12.7062,tokens/sec/user
e2e_output_token_throughput_p99,192.85,0.20,192.71,193.00,0.0010,0.1425,191.04,194.67,12.7062,tokens/sec/user
inter_chunk_latency_avg,5.17,0.01,5.17,5.18,0.0010,0.0038,5.13,5.22,12.7062,ms
http_req_duration_p90,2712.07,57.91,2671.13,2753.02,0.0214,40.9451,2191.81,3232.33,12.7062,ms
http_req_waiting_max,91.15,59.14,49.34,132.97,0.6488,41.8155,-440.17,622.47,12.7062,ms
output_token_count_p25,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_second_token_p50,1.26,0.13,1.16,1.35,0.1046,0.0929,0.08,2.44,12.7062,ms
e2e_output_token_throughput_p5,188.78,4.07,185.90,191.66,0.0216,2.8774,152.22,225.34,12.7062,tokens/sec/user
credit_to_start_latency_p25,1.41,0.00,1.41,1.41,0.0002,0.0002,1.40,1.41,12.7062,ms
prefill_throughput_per_user_avg,24590.11,1928.87,23226.19,25954.03,0.0784,1363.9167,7259.90,41920.31,12.7062,tokens/sec/user
http_req_data_sent_p10,4.50,0.00,4.50,4.50,0.0000,0.0000,4.50,4.50,12.7062,KB
http_req_connection_overhead_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
total_token_throughput_avg,2304.92,10.55,2297.46,2312.37,0.0046,7.4591,2210.14,2399.69,12.7062,tokens/sec
http_req_total_p95,2712.74,58.46,2671.40,2754.08,0.0216,41.3393,2187.48,3238.01,12.7062,ms
