metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
time_to_first_output_token_p10,1315.52,11.69,1307.25,1323.78,0.0089,8.2649,1210.50,1420.53,12.7062,ms
effective_concurrency_p50,4.00,0.00,4.00,4.00,0.0000,0.0000,4.00,4.00,12.7062,requests
request_latency_p95,3874.18,8.20,3868.38,3879.98,0.0021,5.7979,3800.51,3947.85,12.7062,ms
usage_total_tokens_p90,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
tokens_in_flight_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_connecting_p99,1.35,0.01,1.34,1.36,0.0109,0.0104,1.21,1.48,12.7062,ms
usage_prompt_tokens_std,0.33,0.00,0.33,0.33,0.0000,0.0000,0.33,0.33,12.7062,tokens
nvidia_output_tps_per_watt_avg,0.82,0.00,0.82,0.82,0.0029,0.0017,0.80,0.84,12.7062,tokens/sec/W
prefill_throughput_per_user_std,60.52,1.45,59.49,61.54,0.0239,1.0246,47.50,73.54,12.7062,tokens/sec/user
total_usage_total_tokens_avg,491742.00,0.00,491742.00,491742.00,0.0000,0.0000,491742.00,491742.00,12.7062,tokens
http_req_connecting_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_chunks_sent_p50,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
osl_mismatch_diff_pct_p99,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_decode_throughput_per_user_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec/user
http_req_data_received_p90,130.11,0.02,130.10,130.13,0.0002,0.0165,129.90,130.32,12.7062,KB
http_req_waiting_p90,247.15,7.01,242.19,252.11,0.0284,4.9592,184.14,310.16,12.7062,ms
usage_completion_tokens_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_blocked_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_data_sent_p1,4.21,0.00,4.21,4.21,0.0000,0.0000,4.21,4.21,12.7062,KB
usage_total_tokens_p5,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
decode_duration_p95,3628.36,0.63,3627.92,3628.81,0.0002,0.4427,3622.74,3633.99,12.7062,ms
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
request_latency_std,3.14,0.23,2.97,3.30,0.0727,0.1611,1.09,5.18,12.7062,ms
http_req_connection_reused_avg,0.99,0.00,0.99,0.99,0.0000,0.0000,0.99,0.99,12.7062,ratio
