metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_receiving_p5,13594.93,4.04,13592.08,13597.79,0.0003,2.8557,13558.65,13631.22,12.7062,ms
active_prefill_throughput_p95,37172.86,11.23,37164.92,37180.80,0.0003,7.9419,37071.95,37273.77,12.7062,tokens/sec
effective_latency_p5,15360.39,6.44,15355.84,15364.95,0.0004,4.5531,15302.54,15418.25,12.7062,ms
e2e_output_token_throughput_max,48.47,6.09,44.16,52.78,0.1257,4.3084,-6.27,103.21,12.7062,tokens/sec/user
effective_prefill_throughput_per_user_p95,825.93,0.18,825.80,826.05,0.0002,0.1240,824.35,827.50,12.7062,tokens/sec/user
usage_completion_tokens_p1,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_data_sent_std,0.13,0.00,0.13,0.13,0.0000,0.0000,0.13,0.13,12.7062,KB
effective_latency_avg,15389.28,2.53,15387.50,15391.07,0.0002,1.7876,15366.57,15412.00,12.7062,ms
input_sequence_length_sum,2724376.00,0.00,2724376.00,2724376.00,0.0000,0.0000,2724376.00,2724376.00,12.7062,tokens
inter_token_latency_p10,26.62,0.01,26.61,26.62,0.0002,0.0042,26.56,26.67,12.7062,ms
output_token_throughput_per_user_p10,35.37,0.00,35.37,35.37,0.0001,0.0017,35.35,35.39,12.7062,tokens/sec/user
usage_prompt_cache_read_tokens_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_dns_lookup_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_receiving_max,15031.03,2.25,15029.44,15032.62,0.0001,1.5932,15010.78,15051.27,12.7062,ms
http_req_connection_overhead_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_latency_max,19252.53,19.99,19238.40,19266.67,0.0010,14.1332,19072.95,19432.11,12.7062,ms
prefill_throughput_per_user_min,209.14,0.07,209.09,209.19,0.0003,0.0511,208.49,209.79,12.7062,tokens/sec/user
inter_chunk_latency_p75,20.54,0.01,20.53,20.55,0.0006,0.0088,20.43,20.65,12.7062,ms
http_req_chunks_received_p5,502.50,0.71,502.00,503.00,0.0014,0.5000,496.15,508.85,12.7062,count
credit_to_start_latency_sum,7966.39,410.39,7676.19,8256.58,0.0515,290.1930,4279.13,11653.64,12.7062,ms
decode_duration_p50,13616.14,1.63,13614.99,13617.30,0.0001,1.1550,13601.47,13630.82,12.7062,ms
e2e_output_token_throughput_p95,33.46,0.01,33.45,33.46,0.0002,0.0043,33.40,33.51,12.7062,tokens/sec/user
http_req_data_received_min,105.29,5.09,101.69,108.89,0.0483,3.5986,59.56,151.01,12.7062,KB
time_to_second_token_p75,592.81,0.01,592.80,592.82,0.0000,0.0076,592.71,592.90,12.7062,ms
http_req_data_sent_avg,4.59,0.00,4.59,4.59,0.0000,0.0000,4.59,4.59,12.7062,KB
inter_chunk_latency_sum,35134362.95,2286.87,35132745.89,35135980.01,0.0001,1617.0631,35113816.22,35154909.69,12.7062,ms
http_req_blocked_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_token_count_min,2.50,2.12,1.00,4.00,0.8485,1.5000,-16.56,21.56,12.7062,tokens
http_req_waiting_sum,4235589.76,3839.29,4232874.97,4238304.55,0.0009,2714.7894,4201095.09,4270084.43,12.7062,ms
http_req_connecting_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_connection_overhead_max,40.25,19.02,26.80,53.70,0.4725,13.4502,-130.65,211.15,12.7062,ms
time_to_second_token_sum,1269440.16,172.58,1269318.13,1269562.20,0.0001,122.0346,1267889.57,1270990.76,12.7062,ms
http_req_receiving_p95,14453.00,1.52,14451.92,14454.07,0.0001,1.0728,14439.36,14466.63,12.7062,ms
http_req_chunks_received_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,count
http_req_total_p90,15391.63,2.48,15389.87,15393.38,0.0002,1.7563,15369.31,15413.94,12.7062,ms
usage_reasoning_tokens_p1,89.80,1.12,89.00,90.59,0.0125,0.7950,79.69,99.90,12.7062,tokens
nvidia_energy_delay_product_avg,2225.07,0.94,2224.41,2225.73,0.0004,0.6615,2216.67,2233.48,12.7062,J*s
output_sequence_length_p1,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
tokens_in_flight_std,19377.97,2.88,19375.94,19380.01,0.0001,2.0348,19352.12,19403.83,12.7062,tokens
inter_token_latency_p95,28.28,0.00,28.28,28.29,0.0001,0.0020,28.26,28.31,12.7062,ms
output_token_throughput_per_user_p95,38.01,0.56,37.61,38.41,0.0148,0.3980,32.95,43.07,12.7062,tokens/sec/user
usage_total_tokens_p1,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
http_req_dns_lookup_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
active_prefill_throughput_per_user_std,218.67,1.08,217.90,219.43,0.0049,0.7621,208.98,228.35,12.7062,tokens/sec/user
request_latency_p1,12766.18,2.27,12764.58,12767.79,0.0002,1.6077,12745.76,12786.61,12.7062,ms
http_req_data_sent_p25,4.49,0.00,4.49,4.49,0.0000,0.0000,4.49,4.49,12.7062,KB
total_usage_prompt_tokens_avg,2724376.00,0.00,2724376.00,2724376.00,0.0000,0.0000,2724376.00,2724376.00,12.7062,tokens
usage_completion_tokens_min,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
inter_chunk_latency_p99,465.01,0.34,464.76,465.25,0.0007,0.2430,461.92,468.09,12.7062,ms
active_total_throughput_max,61957.37,154.50,61848.12,62066.62,0.0025,109.2514,60569.20,63345.54,12.7062,tokens/sec
effective_decode_concurrency_std,21.41,0.01,21.40,21.41,0.0004,0.0060,21.33,21.48,12.7062,requests
http_req_data_received_p10,123.61,0.07,123.56,123.65,0.0005,0.0465,123.02,124.20,12.7062,KB
active_prefill_throughput_per_user_avg,684.04,0.16,683.92,684.15,0.0002,0.1118,682.62,685.46,12.7062,tokens/sec/user
prefill_throughput_per_user_p5,596.29,0.41,596.00,596.59,0.0007,0.2924,592.58,600.01,12.7062,tokens/sec/user
time_to_second_token_p99,599.81,1.53,598.73,600.90,0.0026,1.0845,586.03,613.59,12.7062,ms
effective_prefill_throughput_per_user_p90,673.88,0.26,673.70,674.07,0.0004,0.1869,671.51,676.26,12.7062,tokens/sec/user
http_req_blocked_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_token_count_p10,202.70,6.08,198.40,207.00,0.0300,4.3000,148.06,257.34,12.7062,tokens
http_req_data_received_p5,122.88,0.03,122.86,122.90,0.0002,0.0206,122.62,123.14,12.7062,KB
reasoning_token_count_std,95.81,3.26,93.50,98.12,0.0341,2.3079,66.48,125.13,12.7062,tokens
http_req_connecting_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_total_throughput_p99,40311.31,27.16,40292.11,40330.52,0.0007,19.2016,40067.34,40555.29,12.7062,tokens/sec
effective_decode_concurrency_avg,114.17,0.01,114.16,114.18,0.0001,0.0087,114.06,114.28,12.7062,requests
prefill_throughput_per_user_max,3428.79,4.66,3425.49,3432.08,0.0014,3.2930,3386.95,3470.63,12.7062,tokens/sec/user
http_req_data_received_max,125.97,0.00,125.97,125.97,0.0000,0.0005,125.97,125.98,12.7062,KB
e2e_output_token_throughput_p90,33.31,0.01,33.31,33.32,0.0003,0.0061,33.23,33.39,12.7062,tokens/sec/user
reasoning_token_count_avg,214.89,3.27,212.58,217.21,0.0152,2.3111,185.53,244.26,12.7062,tokens
usage_reasoning_tokens_min,66.00,2.83,64.00,68.00,0.0429,2.0000,40.59,91.41,12.7062,tokens
http_req_blocked_max,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_prompt_cache_read_tokens_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_decode_throughput_p99,6475.07,0.78,6474.52,6475.63,0.0001,0.5541,6468.03,6482.12,12.7062,tokens/sec
effective_decode_throughput_per_user_std,22.14,0.00,22.13,22.14,0.0000,0.0004,22.13,22.14,12.7062,tokens/sec/user
http_req_receiving_p90,14448.37,1.81,14447.09,14449.66,0.0001,1.2827,14432.08,14464.67,12.7062,ms
output_sequence_length_min,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
effective_latency_p90,15394.35,3.15,15392.12,15396.57,0.0002,2.2243,15366.09,15422.61,12.7062,ms
effective_concurrency_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
usage_total_tokens_min,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
usage_completion_tokens_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
decode_duration_p1,10991.94,1.57,10990.83,10993.05,0.0001,1.1107,10977.83,11006.06,12.7062,ms
effective_prefill_concurrency_std,21.33,0.01,21.32,21.33,0.0003,0.0044,21.27,21.38,12.7062,requests
http_req_data_received_p95,125.18,0.04,125.15,125.21,0.0003,0.0288,124.81,125.55,12.7062,KB
request_latency_min,10647.25,1338.41,9700.85,11593.65,0.1257,946.4010,-1377.91,22672.42,12.7062,ms
usage_completion_tokens_p5,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_blocked_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_token_count_p95,399.00,2.83,397.00,401.00,0.0071,2.0000,373.59,424.41,12.7062,tokens
http_req_connection_overhead_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_chunks_received_p90,510.00,0.00,510.00,510.00,0.0000,0.0000,510.00,510.00,12.7062,count
effective_prefill_concurrency_avg,13.76,0.01,13.75,13.77,0.0008,0.0074,13.67,13.85,12.7062,requests
reasoning_token_count_p25,149.50,0.71,149.00,150.00,0.0047,0.5000,143.15,155.85,12.7062,tokens
http_req_connecting_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_latency_p50,15389.23,1.07,15388.47,15389.98,0.0001,0.7546,15379.64,15398.81,12.7062,ms
usage_completion_tokens_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
