metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
e2e_output_token_throughput_max,74.54,0.10,74.46,74.61,0.0014,0.0740,73.60,75.48,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_concurrency_std,0.44,0.00,0.44,0.45,0.0097,0.0031,0.40,0.48,12.7062,requests
effective_decode_throughput_avg,2325.37,5.09,2321.77,2328.97,0.0022,3.6017,2279.61,2371.13,12.7062,tokens/sec
time_to_second_token_p95,26.05,0.04,26.02,26.08,0.0016,0.0299,25.67,26.43,12.7062,ms
effective_decode_throughput_per_user_p50,74.69,0.16,74.57,74.80,0.0021,0.1118,73.27,76.11,12.7062,tokens/sec/user
http_req_sending_std,0.42,0.09,0.36,0.48,0.2035,0.0610,-0.35,1.20,12.7062,ms
request_throughput_avg,4.55,0.01,4.54,4.56,0.0022,0.0070,4.46,4.64,12.7062,requests/sec
request_latency_p10,6932.41,12.78,6923.38,6941.45,0.0018,9.0373,6817.58,7047.24,12.7062,ms
input_sequence_length_p99,1039.00,0.00,1039.00,1039.00,0.0000,0.0000,1039.00,1039.00,12.7062,tokens
prefill_throughput_per_user_p10,10697.96,155.50,10588.01,10807.92,0.0145,109.9517,9300.89,12095.03,12.7062,tokens/sec/user
reasoning_token_count_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
usage_prompt_tokens_avg,1039.00,0.00,1039.00,1039.00,0.0000,0.0000,1039.00,1039.00,12.7062,tokens
tokens_in_flight_std,4766.94,1.78,4765.67,4768.20,0.0004,1.2610,4750.91,4782.96,12.7062,tokens
effective_latency_std,305.07,1.03,304.34,305.80,0.0034,0.7318,295.77,314.37,12.7062,ms
e2e_output_token_throughput_min,62.62,0.14,62.52,62.72,0.0022,0.0964,61.40,63.85,12.7062,tokens/sec/user
request_latency_p1,6912.31,16.60,6900.57,6924.05,0.0024,11.7403,6763.13,7061.48,12.7062,ms
input_sequence_length_p10,1039.00,0.00,1039.00,1039.00,0.0000,0.0000,1039.00,1039.00,12.7062,tokens
prefill_throughput_per_user_p1,779.98,3.37,777.60,782.36,0.0043,2.3840,749.69,810.27,12.7062,tokens/sec/user
effective_decode_concurrency_avg,31.39,0.02,31.38,31.41,0.0006,0.0134,31.22,31.56,12.7062,requests
http_req_chunks_received_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,count
time_to_first_token_p10,57.78,2.78,55.81,59.74,0.0482,1.9684,32.76,82.79,12.7062,ms
http_req_dns_lookup_std,0.36,0.10,0.29,0.43,0.2696,0.0687,-0.51,1.23,12.7062,ms
http_req_data_received_p95,139.08,0.00,139.08,139.08,0.0000,0.0000,139.08,139.08,12.7062,KB
