metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
time_to_first_output_token_p10,2133.12,25.13,2115.35,2150.89,0.0118,17.7672,1907.37,2358.88,12.7062,ms
effective_concurrency_p50,32.00,0.00,32.00,32.00,0.0000,0.0000,32.00,32.00,12.7062,requests
request_latency_p95,5454.99,0.21,5454.84,5455.15,0.0000,0.1506,5453.08,5456.91,12.7062,ms
usage_total_tokens_p90,1577.00,0.00,1577.00,1577.00,0.0000,0.0000,1577.00,1577.00,12.7062,tokens
tokens_in_flight_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_connecting_p99,1.48,0.01,1.48,1.49,0.0062,0.0065,1.40,1.57,12.7062,ms
usage_prompt_tokens_std,0.38,0.00,0.38,0.38,0.0000,0.0000,0.38,0.38,12.7062,tokens
nvidia_output_tps_per_watt_avg,3.65,0.00,3.65,3.65,0.0008,0.0019,3.63,3.68,12.7062,tokens/sec/W
prefill_throughput_per_user_std,443.84,0.92,443.19,444.49,0.0021,0.6488,435.60,452.09,12.7062,tokens/sec/user
total_usage_total_tokens_avg,2824462.00,0.00,2824462.00,2824462.00,0.0000,0.0000,2824462.00,2824462.00,12.7062,tokens
http_req_connecting_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_chunks_sent_p50,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
osl_mismatch_diff_pct_p99,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_decode_throughput_per_user_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec/user
http_req_data_received_p90,130.10,0.03,130.08,130.12,0.0002,0.0224,129.82,130.39,12.7062,KB
http_req_waiting_p90,784.52,0.68,784.04,785.01,0.0009,0.4837,778.38,790.67,12.7062,ms
usage_completion_tokens_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_blocked_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_data_sent_p1,4.08,0.00,4.08,4.08,0.0000,0.0000,4.08,4.08,12.7062,KB
usage_total_tokens_p5,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
decode_duration_p95,4866.05,0.56,4865.66,4866.45,0.0001,0.3948,4861.04,4871.07,12.7062,ms
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
request_latency_std,9.91,3.92,7.14,12.69,0.3960,2.7754,-25.35,45.18,12.7062,ms
http_req_connection_reused_avg,0.98,0.00,0.98,0.98,0.0000,0.0000,0.98,0.98,12.7062,ratio
osl_mismatch_diff_pct_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_connection_overhead_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_token_count_std,75.87,3.23,73.58,78.15,0.0426,2.2828,46.86,104.87,12.7062,tokens
tokens_in_flight_p50,40930.49,10.92,40922.77,40938.21,0.0003,7.7222,40832.37,41028.61,12.7062,tokens
http_req_chunks_received_sum,914013.00,38.18,913986.00,914040.00,0.0000,27.0000,913669.93,914356.07,12.7062,count
http_req_data_sent_avg,4.58,0.00,4.58,4.58,0.0000,0.0000,4.58,4.58,12.7062,KB
http_req_connection_reused_p10,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
http_req_data_received_p5,129.51,0.00,129.51,129.52,0.0000,0.0003,129.51,129.52,12.7062,KB
http_req_waiting_p5,577.96,1.38,576.98,578.94,0.0024,0.9765,565.55,590.37,12.7062,ms
