metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
prefill_throughput_per_user_sum,22089418.85,109753.12,22011811.68,22167026.03,0.0050,77607.1726,21103326.23,23075511.48,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
inter_chunk_latency_p5,8.33,0.15,8.23,8.44,0.0181,0.1067,6.98,9.69,12.7062,ms
http_req_data_sent_p90,4.95,0.00,4.95,4.95,0.0004,0.0013,4.94,4.97,12.7062,KB
active_decode_throughput_avg,7481.80,31.62,7459.43,7504.16,0.0042,22.3610,7197.67,7765.92,12.7062,tokens/sec
time_to_first_token_p75,226.60,2.39,224.91,228.29,0.0105,1.6893,205.14,248.07,12.7062,ms
time_to_first_output_token_p50,206.11,4.25,203.10,209.11,0.0206,3.0067,167.90,244.31,12.7062,ms
time_to_second_token_max,318.11,382.72,47.49,588.73,1.2031,270.6234,-3120.49,3756.71,12.7062,ms
effective_prefill_throughput_per_user_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec/user
http_req_dns_lookup_avg,0.01,0.00,0.01,0.01,0.0551,0.0005,0.01,0.02,12.7062,ms
effective_decode_throughput_avg,7306.12,34.39,7281.80,7330.44,0.0047,24.3200,6997.11,7615.14,12.7062,tokens/sec
prefill_throughput_per_user_p5,3515.03,58.63,3473.57,3556.48,0.0167,41.4571,2988.26,4041.79,12.7062,tokens/sec/user
http_req_receiving_p95,4319.82,4.93,4316.33,4323.31,0.0011,3.4887,4275.49,4364.15,12.7062,ms
tokens_in_flight_p90,97303.65,4.23,97300.66,97306.64,0.0000,2.9895,97265.66,97341.63,12.7062,tokens
http_req_connecting_avg,0.03,0.00,0.03,0.03,0.0121,0.0003,0.03,0.04,12.7062,ms
http_req_connection_overhead_max,38.97,5.26,35.25,42.69,0.1349,3.7182,-8.27,86.22,12.7062,ms
request_latency_max,5182.71,825.11,4599.27,5766.15,0.1592,583.4430,-2230.64,12596.06,12.7062,ms
osl_mismatch_diff_pct_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
total_usage_completion_tokens_avg,2211840.00,23170.48,2195456.00,2228224.00,0.0105,16384.0000,2003661.54,2420018.46,12.7062,tokens
inter_chunk_latency_p10,9.50,0.25,9.32,9.68,0.0266,0.1790,7.23,11.78,12.7062,ms
http_req_receiving_min,4125.24,14.75,4114.82,4135.67,0.0036,10.4265,3992.76,4257.72,12.7062,ms
nvidia_total_gpu_power_avg,449.30,2.55,447.50,451.10,0.0057,1.7996,426.44,472.17,12.7062,W
prefill_throughput_per_user_p95,7023.55,206.57,6877.48,7169.62,0.0294,146.0675,5167.59,8879.51,12.7062,tokens/sec/user
http_req_data_sent_p1,4.29,0.01,4.28,4.30,0.0021,0.0063,4.21,4.37,12.7062,KB
output_sequence_length_sum,2211840.00,23170.48,2195456.00,2228224.00,0.0105,16384.0000,2003661.54,2420018.46,12.7062,tokens
output_sequence_length_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
effective_concurrency_p99,64.00,0.00,64.00,64.00,0.0000,0.0000,64.00,64.00,12.7062,requests
active_total_throughput_p95,83422.17,8655.62,77301.72,89542.61,0.1038,6120.4446,5654.55,161189.79,12.7062,tokens/sec
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_concurrency_std,1.29,0.00,1.29,1.30,0.0030,0.0028,1.26,1.33,12.7062,requests
prefill_throughput_per_user_min,1902.79,1759.24,658.82,3146.76,0.9246,1243.9705,-13903.35,17708.94,12.7062,tokens/sec/user
http_req_total_sum,19325631.99,111231.99,19246979.09,19404284.88,0.0058,78652.8960,18326252.19,20325011.79,12.7062,ms
nvidia_energy_delay_product_avg,140.71,2.13,139.20,142.22,0.0152,1.5079,121.55,159.87,12.7062,J*s
osl_mismatch_diff_pct_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_total_p99,5156.05,859.50,4548.29,5763.80,0.1667,607.7566,-2566.23,12878.33,12.7062,ms
e2e_output_token_throughput_sum,494845.57,7087.12,489834.22,499856.92,0.0143,5011.3498,431170.33,558520.81,12.7062,tokens/sec/user
http_req_total_std,106.95,106.42,31.70,182.20,0.9950,75.2493,-849.18,1063.08,12.7062,ms
active_total_throughput_min,108.44,14.97,97.86,119.03,0.1380,10.5833,-26.03,242.92,12.7062,tokens/sec
effective_decode_throughput_per_user_p90,241.15,0.41,240.86,241.44,0.0017,0.2908,237.46,244.85,12.7062,tokens/sec/user
e2e_output_token_throughput_p99,116.50,0.08,116.45,116.56,0.0007,0.0584,115.76,117.25,12.7062,tokens/sec/user
inter_chunk_latency_avg,30.40,0.35,30.16,30.65,0.0115,0.2481,27.25,33.56,12.7062,ms
http_req_duration_p90,4493.97,4.68,4490.65,4497.28,0.0010,3.3103,4451.90,4536.03,12.7062,ms
http_req_waiting_max,946.35,874.28,328.14,1564.57,0.9238,618.2128,-6908.79,8801.49,12.7062,ms
output_token_count_p25,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_second_token_p50,18.90,1.86,17.58,20.21,0.0985,1.3160,2.18,35.62,12.7062,ms
e2e_output_token_throughput_p5,113.21,0.25,113.03,113.39,0.0023,0.1802,110.92,115.50,12.7062,tokens/sec/user
credit_to_start_latency_p25,0.44,0.04,0.42,0.47,0.0802,0.0252,0.12,0.77,12.7062,ms
prefill_throughput_per_user_avg,5113.44,28.16,5093.53,5133.35,0.0055,19.9127,4860.42,5366.45,12.7062,tokens/sec/user
http_req_data_sent_p10,4.45,0.01,4.45,4.46,0.0020,0.0062,4.37,4.53,12.7062,KB
http_req_connection_overhead_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
total_token_throughput_avg,22091.23,104.00,22017.69,22164.77,0.0047,73.5389,21156.83,23025.63,12.7062,tokens/sec
http_req_total_p95,4522.57,10.20,4515.36,4529.79,0.0023,7.2145,4430.91,4614.24,12.7062,ms
output_token_throughput_per_user_p25,119.36,0.11,119.28,119.44,0.0010,0.0812,118.33,120.39,12.7062,tokens/sec/user
output_sequence_length_min,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
effective_concurrency_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
active_total_throughput_avg,22078.67,103.47,22005.50,22151.84,0.0047,73.1671,21149.00,23008.35,12.7062,tokens/sec
e2e_output_token_throughput_p95,115.92,0.25,115.75,116.10,0.0022,0.1768,113.68,118.17,12.7062,tokens/sec/user
output_token_count_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
output_token_count_p75,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
credit_to_start_latency_p75,0.91,0.13,0.82,1.01,0.1460,0.0943,-0.28,2.11,12.7062,ms
http_req_duration_p1,4397.71,0.86,4397.10,4398.32,0.0002,0.6110,4389.94,4405.47,12.7062,ms
credit_to_start_latency_p99,1.83,0.16,1.72,1.95,0.0891,0.1155,0.37,3.30,12.7062,ms
output_token_count_std,13.13,1.06,12.38,13.88,0.0805,0.7474,3.63,22.63,12.7062,tokens
credit_to_start_latency_std,0.49,0.07,0.45,0.54,0.1376,0.0480,-0.12,1.10,12.7062,ms
usage_prompt_cache_read_tokens_p90,1024.00,0.00,1024.00,1024.00,0.0000,0.0000,1024.00,1024.00,12.7062,tokens
