metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
osl_mismatch_diff_pct_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_waiting_min,91.98,0.16,91.86,92.09,0.0018,0.1151,90.52,93.44,12.7062,ms
effective_prefill_throughput_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
http_req_chunks_sent_min,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
usage_prompt_tokens_p75,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
http_req_chunks_received_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,count
http_req_chunks_received_std,2.40,0.37,2.14,2.66,0.1534,0.2601,-0.91,5.70,12.7062,count
request_latency_p1,3496.38,3.45,3493.94,3498.82,0.0010,2.4400,3465.38,3527.39,12.7062,ms
output_token_count_p25,242.62,13.61,233.00,252.25,0.0561,9.6250,120.33,364.92,12.7062,tokens
http_req_receiving_max,3408.47,0.41,3408.18,3408.76,0.0001,0.2890,3404.80,3412.14,12.7062,ms
time_to_first_token_p1,92.13,0.19,91.99,92.26,0.0021,0.1349,90.41,93.84,12.7062,ms
time_to_second_token_std,0.26,0.01,0.25,0.26,0.0421,0.0076,0.16,0.35,12.7062,ms
usage_total_tokens_p10,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
output_token_count_p95,394.20,5.37,390.40,398.00,0.0136,3.8000,345.92,442.48,12.7062,tokens
output_token_throughput_per_user_p90,150.03,0.01,150.02,150.04,0.0001,0.0090,149.92,150.14,12.7062,tokens/sec/user
usage_total_tokens_avg,1576.20,0.00,1576.20,1576.20,0.0000,0.0000,1576.20,1576.20,12.7062,tokens
usage_prompt_cache_read_tokens_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
reasoning_token_count_min,97.00,4.24,94.00,100.00,0.0437,3.0000,58.88,135.12,12.7062,tokens
active_prefill_throughput_min,6336.55,5357.64,2548.12,10124.97,0.8455,3788.4259,-41799.97,54473.06,12.7062,tokens/sec
http_req_blocked_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_connecting_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_avg,255.96,8.13,250.21,261.71,0.0318,5.7500,182.90,329.02,12.7062,tokens
http_req_dns_lookup_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
tokens_in_flight_avg,1312.35,0.09,1312.28,1312.41,0.0001,0.0664,1311.51,1313.19,12.7062,tokens
usage_total_tokens_p50,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
active_decode_throughput_per_user_avg,150.00,0.01,149.99,150.00,0.0000,0.0043,149.94,150.05,12.7062,tokens/sec/user
usage_prompt_tokens_p99,1066.00,0.00,1066.00,1066.00,0.0000,0.0000,1066.00,1066.00,12.7062,tokens
prefill_throughput_per_user_p75,11152.99,214.66,11001.20,11304.77,0.0192,151.7847,9224.38,13081.59,12.7062,tokens/sec/user
http_req_sending_p75,0.08,0.01,0.08,0.09,0.1013,0.0058,0.01,0.15,12.7062,ms
nvidia_energy_delay_product_avg,7379.53,12.85,7370.44,7388.62,0.0017,9.0896,7264.03,7495.02,12.7062,J*s
usage_reasoning_tokens_p50,217.00,10.61,209.50,224.50,0.0489,7.5000,121.70,312.30,12.7062,tokens
tokens_in_flight_p50,1312.97,0.00,1312.97,1312.97,0.0000,0.0000,1312.97,1312.97,12.7062,tokens
active_decode_throughput_per_user_p50,150.58,0.01,150.58,150.58,0.0000,0.0037,150.53,150.63,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
e2e_output_token_throughput_sum,12564.12,1.21,12563.27,12564.97,0.0001,0.8523,12553.29,12574.95,12.7062,tokens/sec/user
http_req_data_sent_p75,4.60,0.00,4.60,4.60,0.0000,0.0000,4.60,4.60,12.7062,KB
credit_to_start_latency_min,0.96,0.01,0.95,0.96,0.0093,0.0063,0.88,1.04,12.7062,ms
effective_decode_concurrency_avg,0.97,0.00,0.97,0.97,0.0003,0.0002,0.97,0.97,12.7062,requests
http_req_chunks_received_p90,510.50,0.71,510.00,511.00,0.0014,0.5000,504.15,516.85,12.7062,count
prefill_throughput_per_user_p99,11549.07,23.92,11532.15,11565.98,0.0021,16.9149,11334.14,11763.99,12.7062,tokens/sec/user
nvidia_total_gpu_power_avg,599.48,1.18,598.65,600.32,0.0020,0.8312,588.92,610.05,12.7062,W
time_to_second_token_p90,5.24,0.01,5.23,5.24,0.0010,0.0036,5.19,5.28,12.7062,ms
usage_completion_tokens_p75,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_total_tokens_max,1578.00,0.00,1578.00,1578.00,0.0000,0.0000,1578.00,1578.00,12.7062,tokens
http_req_sending_p99,0.36,0.06,0.32,0.40,0.1546,0.0394,-0.14,0.86,12.7062,ms
input_sequence_length_p10,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
http_req_duration_p10,3500.53,0.74,3500.00,3501.05,0.0002,0.5234,3493.88,3507.18,12.7062,ms
usage_total_tokens_std,0.45,0.00,0.45,0.45,0.0000,0.0000,0.45,0.45,12.7062,tokens
output_token_throughput_avg,145.96,0.03,145.94,145.98,0.0002,0.0231,145.67,146.25,12.7062,tokens/sec
usage_prompt_cache_read_tokens_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_decode_concurrency_p50,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,requests
http_req_duration_avg,3504.82,0.72,3504.31,3505.33,0.0002,0.5086,3498.36,3511.28,12.7062,ms
http_req_connecting_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_prefill_concurrency_avg,0.03,0.00,0.03,0.03,0.0085,0.0002,0.03,0.03,12.7062,requests
usage_reasoning_tokens_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
tokens_in_flight_max,1578.00,0.00,1578.00,1578.00,0.0000,0.0000,1578.00,1578.00,12.7062,tokens
active_decode_throughput_per_user_max,412.56,19.49,398.77,426.34,0.0472,13.7832,237.42,587.69,12.7062,tokens/sec/user
http_req_data_sent_p99,4.92,0.00,4.92,4.92,0.0000,0.0000,4.92,4.92,12.7062,KB
tokens_in_flight_std,156.12,0.12,156.03,156.20,0.0008,0.0846,155.04,157.19,12.7062,tokens
active_decode_throughput_per_user_std,10.57,0.40,10.29,10.85,0.0375,0.2799,7.01,14.12,12.7062,tokens/sec/user
http_req_blocked_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
