metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
time_to_second_token_p50,1.86,0.02,1.85,1.88,0.0116,0.0153,1.67,2.06,12.7062,ms
usage_reasoning_tokens_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_prefill_concurrency_max,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,requests
http_req_waiting_avg,106.72,6.64,102.02,111.41,0.0622,4.6967,47.04,166.39,12.7062,ms
inter_token_latency_p10,3.20,0.00,3.20,3.20,0.0001,0.0001,3.20,3.20,12.7062,ms
reasoning_token_count_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
active_decode_throughput_avg,312.43,0.05,312.39,312.46,0.0002,0.0337,312.00,312.86,12.7062,tokens/sec
http_req_connecting_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_blocked_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_sending_p1,0.07,0.00,0.06,0.07,0.0316,0.0015,0.05,0.08,12.7062,ms
inter_chunk_latency_p75,3.30,0.06,3.26,3.34,0.0176,0.0411,2.78,3.82,12.7062,ms
time_to_first_output_token_p25,102.43,1.41,101.44,103.42,0.0137,0.9938,89.80,115.06,12.7062,ms
http_req_data_received_avg,126.65,0.00,126.65,126.65,0.0000,0.0005,126.65,126.66,12.7062,KB
e2e_output_token_throughput_p95,294.73,0.25,294.55,294.90,0.0008,0.1757,292.49,296.96,12.7062,tokens/sec/user
http_req_chunks_received_p25,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,count
effective_total_throughput_p50,312.43,0.05,312.39,312.47,0.0002,0.0377,311.95,312.91,12.7062,tokens/sec
input_token_throughput_avg,593.66,2.36,592.00,595.33,0.0040,1.6656,572.50,614.83,12.7062,tokens/sec
usage_total_tokens_p75,1548.00,0.00,1548.00,1548.00,0.0000,0.0000,1548.00,1548.00,12.7062,tokens
usage_prompt_tokens_p50,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
output_sequence_length_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_dns_lookup_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_p99,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_duration_sum,300556.58,43.80,300525.61,300587.55,0.0001,30.9701,300163.06,300950.09,12.7062,ms
total_isl_avg,178743.00,732.56,178225.00,179261.00,0.0041,518.0000,172161.19,185324.81,12.7062,tokens
http_req_chunks_sent_p10,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
http_req_data_sent_min,4.21,0.00,4.21,4.21,0.0000,0.0000,4.21,4.21,12.7062,KB
http_req_sending_p99,0.12,0.01,0.11,0.13,0.1114,0.0094,-0.00,0.24,12.7062,ms
osl_mismatch_count_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
credit_to_start_latency_p10,1.36,0.03,1.34,1.38,0.0252,0.0242,1.05,1.67,12.7062,ms
nvidia_average_gpu_power_avg,453.58,1.82,452.29,454.87,0.0040,1.2863,437.24,469.93,12.7062,W
http_req_duration_p90,1741.81,4.22,1738.83,1744.79,0.0024,2.9838,1703.90,1779.72,12.7062,ms
inter_chunk_latency_p50,3.20,0.00,3.20,3.20,0.0001,0.0003,3.20,3.21,12.7062,ms
