metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_connecting_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_token_throughput_per_user_p90,13.30,0.00,13.30,13.30,0.0002,0.0016,13.28,13.32,12.7062,tokens/sec/user
http_req_chunks_received_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,count
output_token_count_p25,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
e2e_output_token_throughput_p25,12.49,0.03,12.47,12.51,0.0027,0.0237,12.19,12.79,12.7062,tokens/sec/user
http_req_waiting_std,97.87,94.17,31.28,164.46,0.9622,66.5918,-748.26,944.00,12.7062,ms
usage_completion_tokens_p95,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
request_latency_p10,40300.44,26.34,40281.82,40319.06,0.0007,18.6219,40063.83,40537.06,12.7062,ms
time_to_first_token_min,1851.14,1.09,1850.38,1851.91,0.0006,0.7681,1841.39,1860.90,12.7062,ms
usage_completion_tokens_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_first_token_p75,1901.41,42.48,1871.37,1931.45,0.0223,30.0391,1519.73,2283.10,12.7062,ms
active_prefill_throughput_p50,2218.61,0.32,2218.38,2218.83,0.0001,0.2254,2215.74,2221.47,12.7062,tokens/sec
inter_chunk_latency_p90,79.99,0.04,79.97,80.02,0.0005,0.0285,79.63,80.36,12.7062,ms
usage_completion_tokens_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_first_token_avg,1905.22,43.48,1874.48,1935.97,0.0228,30.7475,1514.54,2295.91,12.7062,ms
time_to_second_token_p5,3.65,0.01,3.64,3.65,0.0016,0.0040,3.60,3.70,12.7062,ms
http_req_data_sent_p95,4.62,0.00,4.62,4.62,0.0000,0.0000,4.62,4.62,12.7062,KB
http_req_data_sent_max,4.74,0.00,4.74,4.74,0.0000,0.0000,4.74,4.74,12.7062,KB
http_req_total_sum,1307125.46,3133.70,1304909.60,1309341.32,0.0024,2215.8616,1278970.27,1335280.65,12.7062,ms
osl_mismatch_diff_pct_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
prefill_throughput_per_user_std,24.10,21.26,9.06,39.13,0.8825,15.0359,-166.95,215.15,12.7062,tokens/sec/user
http_req_data_sent_p99,4.71,0.00,4.71,4.71,0.0000,0.0000,4.71,4.71,12.7062,KB
http_req_connecting_std,0.51,0.01,0.51,0.52,0.0114,0.0041,0.46,0.57,12.7062,ms
http_req_chunks_received_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,count
time_to_second_token_p1,3.57,0.09,3.51,3.64,0.0256,0.0647,2.75,4.40,12.7062,ms
output_token_throughput_per_user_min,12.94,0.13,12.85,13.04,0.0100,0.0917,11.78,14.11,12.7062,tokens/sec/user
http_req_connection_reused_p25,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
request_latency_std,301.34,85.11,241.16,361.52,0.2824,60.1809,-463.33,1066.01,12.7062,ms
effective_decode_throughput_p50,51.72,0.07,51.67,51.77,0.0014,0.0528,51.05,52.39,12.7062,tokens/sec
output_sequence_length_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
output_token_throughput_per_user_avg,13.12,0.02,13.11,13.14,0.0013,0.0125,12.96,13.28,12.7062,tokens/sec/user
active_decode_throughput_p50,51.82,0.08,51.77,51.87,0.0015,0.0534,51.14,52.50,12.7062,tokens/sec
effective_latency_std,301.17,85.05,241.03,361.31,0.2824,60.1373,-462.95,1065.29,12.7062,ms
effective_total_throughput_p95,53.25,0.04,53.22,53.27,0.0007,0.0253,52.93,53.57,12.7062,tokens/sec
inter_chunk_latency_min,3.54,0.13,3.45,3.64,0.0369,0.0925,2.37,4.72,12.7062,ms
http_req_total_p5,40260.61,21.20,40245.62,40275.60,0.0005,14.9937,40070.10,40451.12,12.7062,ms
inter_chunk_latency_p75,78.80,0.01,78.79,78.80,0.0001,0.0040,78.75,78.85,12.7062,ms
credit_to_start_latency_p25,1.48,0.01,1.47,1.49,0.0096,0.0100,1.35,1.60,12.7062,ms
inter_chunk_latency_avg,76.46,0.08,76.40,76.52,0.0011,0.0568,75.74,77.18,12.7062,ms
http_req_sending_p75,0.16,0.00,0.16,0.16,0.0115,0.0013,0.14,0.18,12.7062,ms
usage_completion_tokens_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
decode_duration_p75,39121.82,111.06,39043.28,39200.35,0.0028,78.5317,38123.98,40119.66,12.7062,ms
effective_prefill_concurrency_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
osl_mismatch_diff_pct_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_total_throughput_p99,2222.15,2.21,2220.59,2223.71,0.0010,1.5629,2202.29,2242.01,12.7062,tokens/sec
inter_token_latency_sum,2438.65,3.41,2436.24,2441.06,0.0014,2.4106,2408.02,2469.28,12.7062,ms
time_to_first_output_token_max,35051.79,6209.10,30661.29,39442.28,0.1771,4390.4950,-20734.74,90838.32,12.7062,ms
