metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
e2e_output_token_throughput_p25,150.92,0.22,150.76,151.07,0.0014,0.1527,148.98,152.86,12.7062,tokens/sec/user
http_req_data_sent_sum,1630.35,0.00,1630.35,1630.35,0.0000,0.0000,1630.35,1630.35,12.7062,KB
credit_to_start_latency_sum,500.99,7.90,495.40,506.58,0.0158,5.5878,429.99,571.99,12.7062,ms
inter_token_latency_p99,6.13,0.01,6.12,6.13,0.0011,0.0047,6.07,6.19,12.7062,ms
time_to_first_output_token_max,3372.36,25.68,3354.20,3390.52,0.0076,18.1589,3141.63,3603.09,12.7062,ms
active_decode_throughput_std,45.97,0.67,45.50,46.45,0.0145,0.4715,39.98,51.96,12.7062,tokens/sec
http_req_chunks_received_std,8.15,1.77,6.89,9.40,0.2172,1.2510,-7.75,24.04,12.7062,count
total_usage_prompt_tokens_avg,378818.00,0.00,378818.00,378818.00,0.0000,0.0000,378818.00,378818.00,12.7062,tokens
input_sequence_length_std,0.33,0.00,0.33,0.33,0.0000,0.0000,0.33,0.33,12.7062,tokens
http_req_receiving_p99,3131.74,3.38,3129.35,3134.13,0.0011,2.3913,3101.36,3162.12,12.7062,ms
decode_duration_min,3100.79,2.73,3098.86,3102.73,0.0009,1.9312,3076.26,3125.33,12.7062,ms
http_req_connecting_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_waiting_min,257.79,1.16,256.98,258.61,0.0045,0.8184,247.40,268.19,12.7062,ms
effective_latency_min,3369.96,0.94,3369.30,3370.63,0.0003,0.6646,3361.52,3378.40,12.7062,ms
credit_to_start_latency_p90,1.46,0.02,1.45,1.47,0.0110,0.0114,1.32,1.61,12.7062,ms
inter_chunk_latency_p25,6.07,0.01,6.06,6.07,0.0012,0.0053,6.00,6.13,12.7062,ms
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_blocked_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_data_sent_std,0.17,0.00,0.17,0.17,0.0000,0.0000,0.17,0.17,12.7062,KB
time_to_first_token_sum,98272.81,917.47,97624.06,98921.56,0.0093,648.7472,90029.70,106515.93,12.7062,ms
