metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
reasoning_token_count_p95,99.38,11.49,91.25,107.50,0.1156,8.1250,-3.86,202.61,12.7062,tokens
http_req_connecting_std,0.70,0.08,0.64,0.76,0.1205,0.0599,-0.06,1.46,12.7062,ms
effective_total_throughput_p50,1618.33,0.35,1618.09,1618.58,0.0002,0.2449,1615.22,1621.44,12.7062,tokens/sec
effective_prefill_throughput_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
effective_prefill_throughput_per_user_p95,1375.30,2.91,1373.24,1377.36,0.0021,2.0587,1349.14,1401.45,12.7062,tokens/sec/user
http_req_chunks_sent_sum,896.00,0.00,896.00,896.00,0.0000,0.0000,896.00,896.00,12.7062,count
effective_latency_p5,10777.27,3.20,10775.01,10779.54,0.0003,2.2613,10748.54,10806.01,12.7062,ms
http_req_chunks_sent_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,count
time_to_first_output_token_avg,1514.06,32.84,1490.84,1537.28,0.0217,23.2190,1219.03,1809.08,12.7062,ms
active_total_throughput_p99,44417.56,115.47,44335.91,44499.20,0.0026,81.6481,43380.12,45454.99,12.7062,tokens/sec
time_to_second_token_p90,266.27,0.97,265.58,266.95,0.0036,0.6862,257.55,274.99,12.7062,ms
osl_mismatch_diff_pct_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_total_throughput_std,9901.90,23.68,9885.15,9918.64,0.0024,16.7421,9689.17,10114.62,12.7062,tokens/sec
time_to_first_output_token_p75,1651.14,16.87,1639.21,1663.08,0.0102,11.9321,1499.53,1802.76,12.7062,ms
effective_prefill_concurrency_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
usage_reasoning_tokens_p25,18.50,0.71,18.00,19.00,0.0382,0.5000,12.15,24.85,12.7062,tokens
active_total_throughput_p95,36441.43,4615.95,33177.46,39705.40,0.1267,3263.9702,-5031.24,77914.10,12.7062,tokens/sec
http_req_total_p50,10875.56,9.26,10869.01,10882.11,0.0009,6.5460,10792.39,10958.74,12.7062,ms
effective_prefill_throughput_per_user_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec/user
