metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_sending_max,2.02,0.02,2.00,2.03,0.0105,0.0150,1.83,2.21,12.7062,ms
prefill_throughput_per_user_p5,2711.20,19.37,2697.50,2724.90,0.0071,13.6986,2537.14,2885.26,12.7062,tokens/sec/user
usage_completion_tokens_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_reasoning_tokens_p1,134.72,0.71,134.22,135.22,0.0052,0.5000,128.37,141.07,12.7062,tokens
total_usage_completion_tokens_avg,466944.00,0.00,466944.00,466944.00,0.0000,0.0000,466944.00,466944.00,12.7062,tokens
effective_decode_throughput_per_user_p50,103.24,0.08,103.19,103.29,0.0007,0.0536,102.56,103.92,12.7062,tokens/sec/user
prefill_throughput_per_user_p75,2794.42,0.16,2794.31,2794.54,0.0001,0.1135,2792.98,2795.87,12.7062,tokens/sec/user
credit_to_start_latency_p10,0.99,0.03,0.97,1.01,0.0283,0.0199,0.74,1.25,12.7062,ms
effective_decode_throughput_per_user_std,30.33,0.01,30.33,30.34,0.0003,0.0057,30.26,30.41,12.7062,tokens/sec/user
http_req_blocked_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
active_total_throughput_max,45983.54,249.87,45806.86,46160.22,0.0054,176.6815,43738.59,48228.49,12.7062,tokens/sec
usage_prompt_tokens_avg,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
time_to_first_output_token_min,1261.82,49.10,1227.11,1296.54,0.0389,34.7169,820.70,1702.94,12.7062,ms
output_token_count_max,414.50,3.54,412.00,417.00,0.0085,2.5000,382.73,446.27,12.7062,tokens
usage_total_tokens_p99,1552.00,0.00,1552.00,1552.00,0.0000,0.0000,1552.00,1552.00,12.7062,tokens
output_sequence_length_p95,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
decode_duration_p1,4864.28,3.37,4861.90,4866.66,0.0007,2.3799,4834.05,4894.52,12.7062,ms
http_req_receiving_p25,4892.14,6.71,4887.39,4896.88,0.0014,4.7421,4831.88,4952.39,12.7062,ms
tokens_in_flight_max,24818.58,0.15,24818.47,24818.69,0.0000,0.1093,24817.19,24819.97,12.7062,tokens
usage_total_tokens_p10,1552.00,0.00,1552.00,1552.00,0.0000,0.0000,1552.00,1552.00,12.7062,tokens
http_req_duration_p90,5300.42,1.20,5299.58,5301.27,0.0002,0.8459,5289.68,5311.17,12.7062,ms
http_req_data_received_min,126.04,1.52,124.96,127.11,0.0121,1.0762,112.36,139.71,12.7062,KB
time_to_first_output_token_avg,4087.04,107.48,4011.04,4163.04,0.0263,75.9975,3121.40,5052.68,12.7062,ms
usage_completion_tokens_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
effective_total_throughput_p95,44384.88,149.67,44279.05,44490.72,0.0034,105.8352,43040.12,45729.64,12.7062,tokens/sec
http_req_chunks_sent_p95,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
active_prefill_throughput_per_user_p95,2866.59,9.40,2859.94,2873.23,0.0033,6.6454,2782.15,2951.02,12.7062,tokens/sec/user
http_req_receiving_p1,4864.30,3.37,4861.91,4866.68,0.0007,2.3854,4833.99,4894.61,12.7062,ms
inter_token_latency_sum,8756.17,9.11,8749.73,8762.61,0.0010,6.4393,8674.35,8837.99,12.7062,ms
http_req_duration_min,5238.85,0.07,5238.79,5238.90,0.0000,0.0521,5238.18,5239.51,12.7062,ms
