metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_receiving_avg,39625.88,20.58,39611.32,39640.43,0.0005,14.5520,39440.98,39810.78,12.7062,ms
effective_concurrency_p50,64.00,0.00,64.00,64.00,0.0000,0.0000,64.00,64.00,12.7062,requests
effective_decode_throughput_per_user_p95,13.57,0.00,13.57,13.57,0.0000,0.0001,13.57,13.58,12.7062,tokens/sec/user
http_req_waiting_p95,2888.40,5.80,2884.30,2892.51,0.0020,4.1018,2836.29,2940.52,12.7062,ms
http_req_duration_p25,39664.36,35.05,39639.58,39689.15,0.0009,24.7865,39349.42,39979.30,12.7062,ms
active_prefill_throughput_avg,61371.29,2647.47,59499.24,63243.34,0.0431,1872.0466,37584.68,85157.90,12.7062,tokens/sec
http_req_chunks_sent_p95,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
http_req_sending_std,1.63,0.07,1.58,1.67,0.0410,0.0471,1.03,2.23,12.7062,ms
http_req_waiting_p90,1662.52,0.74,1661.99,1663.04,0.0004,0.5225,1655.88,1669.16,12.7062,ms
output_token_count_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
inter_chunk_latency_p25,76.12,0.06,76.08,76.16,0.0007,0.0395,75.62,76.63,12.7062,ms
credit_to_start_latency_sum,1334.16,73.86,1281.93,1386.38,0.0554,52.2239,670.59,1997.72,12.7062,ms
http_req_duration_p10,39522.42,28.96,39501.94,39542.90,0.0007,20.4807,39262.19,39782.66,12.7062,ms
http_req_dns_lookup_p99,1.30,0.06,1.26,1.35,0.0474,0.0436,0.75,1.86,12.7062,ms
http_req_total_std,1092.56,16.85,1080.64,1104.48,0.0154,11.9181,941.13,1244.00,12.7062,ms
reasoning_token_count_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
usage_prompt_tokens_p10,1062.00,0.00,1062.00,1062.00,0.0000,0.0000,1062.00,1062.00,12.7062,tokens
effective_latency_p95,42979.20,97.99,42909.91,43048.48,0.0023,69.2865,42098.83,43859.57,12.7062,ms
http_req_connection_overhead_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_prefill_throughput_per_user_max,6983.60,697.12,6490.67,7476.54,0.0998,492.9360,720.26,13246.95,12.7062,tokens/sec/user
inter_chunk_latency_p10,74.68,0.06,74.64,74.72,0.0008,0.0432,74.13,75.23,12.7062,ms
http_req_receiving_p50,39538.64,11.59,39530.45,39546.84,0.0003,8.1929,39434.54,39642.74,12.7062,ms
http_req_blocked_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_sending_p99,2.59,0.03,2.57,2.61,0.0106,0.0194,2.35,2.84,12.7062,ms
http_req_connection_reused_p95,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
effective_latency_p90,42331.78,49.16,42297.02,42366.54,0.0012,34.7600,41890.11,42773.44,12.7062,ms
active_prefill_throughput_p50,31128.46,1249.17,30245.16,32011.75,0.0401,883.2974,19905.10,42351.81,12.7062,tokens/sec
time_to_second_token_p95,618.15,170.40,497.66,738.64,0.2757,120.4891,-912.81,2149.11,12.7062,ms
output_token_count_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
