metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_connecting_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_token_throughput_per_user_p90,31.50,0.00,31.50,31.50,0.0000,0.0007,31.49,31.51,12.7062,tokens/sec/user
http_req_chunks_received_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,count
output_token_count_p25,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
e2e_output_token_throughput_p25,29.81,0.00,29.81,29.81,0.0001,0.0023,29.78,29.84,12.7062,tokens/sec/user
http_req_waiting_std,151.06,209.92,2.62,299.50,1.3896,148.4369,-1735.01,2037.13,12.7062,ms
usage_completion_tokens_p95,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
request_latency_p10,17172.44,2.30,17170.82,17174.07,0.0001,1.6244,17151.80,17193.08,12.7062,ms
time_to_first_token_min,947.45,1.51,946.38,948.52,0.0016,1.0694,933.86,961.04,12.7062,ms
usage_completion_tokens_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_first_token_p75,951.90,0.79,951.34,952.46,0.0008,0.5620,944.76,959.04,12.7062,ms
active_prefill_throughput_p50,1093.53,1.00,1092.82,1094.24,0.0009,0.7078,1084.53,1102.52,12.7062,tokens/sec
inter_chunk_latency_p90,31.81,0.00,31.81,31.82,0.0001,0.0023,31.79,31.84,12.7062,ms
usage_completion_tokens_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_first_token_avg,987.45,52.12,950.60,1024.31,0.0528,36.8555,519.16,1455.75,12.7062,ms
time_to_second_token_p5,30.40,0.22,30.25,30.56,0.0072,0.1541,28.45,32.36,12.7062,ms
http_req_data_sent_p95,4.55,0.00,4.55,4.55,0.0000,0.0000,4.55,4.55,12.7062,KB
http_req_data_sent_max,4.70,0.00,4.70,4.70,0.0000,0.0000,4.70,4.70,12.7062,KB
http_req_total_sum,309812.43,949.21,309141.24,310483.62,0.0031,671.1921,301284.13,318340.74,12.7062,ms
osl_mismatch_diff_pct_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
prefill_throughput_per_user_std,74.15,100.19,3.31,145.00,1.3511,70.8445,-826.01,974.32,12.7062,tokens/sec/user
http_req_data_sent_p99,4.67,0.00,4.67,4.67,0.0000,0.0000,4.67,4.67,12.7062,KB
http_req_connecting_std,0.37,0.01,0.36,0.37,0.0173,0.0045,0.31,0.42,12.7062,ms
http_req_chunks_received_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,count
time_to_second_token_p1,29.61,1.06,28.86,30.36,0.0358,0.7493,20.09,39.13,12.7062,ms
output_token_throughput_per_user_min,31.49,0.00,31.49,31.49,0.0000,0.0004,31.49,31.50,12.7062,tokens/sec/user
http_req_connection_reused_p25,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
request_latency_std,151.00,209.10,3.14,298.86,1.3848,147.8581,-1727.72,2029.71,12.7062,ms
effective_decode_throughput_p50,31.57,0.01,31.57,31.58,0.0002,0.0039,31.52,31.62,12.7062,tokens/sec
output_sequence_length_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
output_token_throughput_per_user_avg,31.50,0.00,31.50,31.50,0.0000,0.0008,31.49,31.51,12.7062,tokens/sec/user
active_decode_throughput_p50,31.58,0.01,31.57,31.58,0.0002,0.0039,31.53,31.63,12.7062,tokens/sec
effective_latency_std,150.91,209.00,3.13,298.70,1.3849,147.7865,-1726.89,2028.72,12.7062,ms
effective_total_throughput_p95,1087.98,0.26,1087.79,1088.16,0.0002,0.1821,1085.66,1090.29,12.7062,tokens/sec
inter_chunk_latency_min,29.01,0.70,28.51,29.50,0.0242,0.4954,22.71,35.30,12.7062,ms
http_req_total_p5,17171.28,1.51,17170.21,17172.34,0.0001,1.0683,17157.70,17184.85,12.7062,ms
inter_chunk_latency_p75,31.78,0.00,31.78,31.78,0.0001,0.0020,31.76,31.81,12.7062,ms
credit_to_start_latency_p25,1.52,0.01,1.51,1.52,0.0052,0.0056,1.45,1.59,12.7062,ms
inter_chunk_latency_avg,31.86,0.02,31.85,31.87,0.0006,0.0131,31.69,32.03,12.7062,ms
