metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
prefill_throughput_per_user_sum,24039344.24,425877.95,23738203.05,24340485.43,0.0177,301141.1876,20212982.66,27865705.82,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
inter_chunk_latency_p5,5.83,0.01,5.83,5.84,0.0016,0.0066,5.75,5.92,12.7062,ms
http_req_data_sent_p90,4.95,0.00,4.95,4.96,0.0006,0.0022,4.93,4.98,12.7062,KB
active_decode_throughput_avg,5154.40,17.49,5142.04,5166.77,0.0034,12.3678,4997.26,5311.55,12.7062,tokens/sec
time_to_first_token_p75,139.71,0.64,139.26,140.16,0.0046,0.4513,133.97,145.44,12.7062,ms
time_to_first_output_token_p50,129.96,1.74,128.74,131.19,0.0134,1.2280,114.36,145.57,12.7062,ms
time_to_second_token_max,218.72,259.47,35.25,402.19,1.1863,183.4706,-2112.50,2549.93,12.7062,ms
effective_prefill_throughput_per_user_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec/user
http_req_dns_lookup_avg,0.02,0.00,0.01,0.02,0.0824,0.0009,0.00,0.03,12.7062,ms
effective_decode_throughput_avg,5027.99,22.29,5012.23,5043.75,0.0044,15.7607,4827.74,5228.25,12.7062,tokens/sec
prefill_throughput_per_user_p5,6961.12,168.49,6841.98,7080.27,0.0242,119.1428,5447.27,8474.98,12.7062,tokens/sec/user
http_req_receiving_p95,3140.78,0.71,3140.28,3141.28,0.0002,0.5005,3134.42,3147.14,12.7062,ms
tokens_in_flight_p90,48657.72,0.90,48657.08,48658.35,0.0000,0.6382,48649.61,48665.82,12.7062,tokens
http_req_connecting_avg,0.02,0.00,0.02,0.02,0.0640,0.0009,0.01,0.03,12.7062,ms
http_req_connection_overhead_max,26.04,8.52,20.01,32.06,0.3273,6.0261,-50.53,102.61,12.7062,ms
request_latency_max,3616.86,464.82,3288.18,3945.53,0.1285,328.6744,-559.35,7793.06,12.7062,ms
osl_mismatch_diff_pct_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
total_usage_completion_tokens_avg,1515520.00,11585.24,1507328.00,1523712.00,0.0076,8192.0000,1411430.77,1619609.23,12.7062,tokens
inter_chunk_latency_p10,6.02,0.00,6.01,6.02,0.0006,0.0024,5.99,6.05,12.7062,ms
http_req_receiving_min,3079.72,2.36,3078.05,3081.39,0.0008,1.6691,3058.52,3100.93,12.7062,ms
nvidia_total_gpu_power_avg,419.79,2.85,417.77,421.80,0.0068,2.0141,394.20,445.38,12.7062,W
prefill_throughput_per_user_p95,10020.63,177.49,9895.13,10146.14,0.0177,125.5038,8425.95,11615.31,12.7062,tokens/sec/user
http_req_data_sent_p1,4.28,0.01,4.27,4.28,0.0020,0.0061,4.20,4.35,12.7062,KB
output_sequence_length_sum,1515520.00,11585.24,1507328.00,1523712.00,0.0076,8192.0000,1411430.77,1619609.23,12.7062,tokens
output_sequence_length_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
effective_concurrency_p99,32.00,0.00,32.00,32.00,0.0000,0.0000,32.00,32.00,12.7062,requests
active_total_throughput_p95,24740.36,27521.61,5279.64,44201.08,1.1124,19460.7155,-222531.48,272012.20,12.7062,tokens/sec
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_concurrency_std,0.81,0.00,0.80,0.81,0.0048,0.0027,0.77,0.84,12.7062,requests
prefill_throughput_per_user_min,3853.72,3675.76,1254.56,6452.88,0.9538,2599.1576,-29171.71,36879.15,12.7062,tokens/sec/user
http_req_total_sum,9618843.01,31021.18,9596907.72,9640778.30,0.0032,21935.2882,9340128.75,9897557.27,12.7062,ms
nvidia_energy_delay_product_avg,138.77,2.16,137.25,140.30,0.0156,1.5265,119.38,158.17,12.7062,J*s
osl_mismatch_diff_pct_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_total_p99,3607.66,474.16,3272.38,3942.94,0.1314,335.2819,-652.50,7867.82,12.7062,ms
e2e_output_token_throughput_sum,466709.67,5207.30,463027.55,470391.79,0.0112,3682.1170,419923.94,513495.40,12.7062,tokens/sec/user
http_req_total_std,67.75,79.72,11.38,124.12,1.1766,56.3704,-648.50,784.01,12.7062,ms
active_total_throughput_min,162.39,1.56,161.28,163.49,0.0096,1.1049,148.35,176.43,12.7062,tokens/sec
effective_decode_throughput_per_user_p90,348.15,0.50,347.80,348.51,0.0014,0.3567,343.62,352.69,12.7062,tokens/sec/user
e2e_output_token_throughput_p99,159.51,0.08,159.46,159.57,0.0005,0.0535,158.83,160.19,12.7062,tokens/sec/user
inter_chunk_latency_avg,14.91,0.09,14.85,14.97,0.0060,0.0637,14.10,15.72,12.7062,ms
http_req_duration_p90,3252.35,2.16,3250.82,3253.87,0.0007,1.5252,3232.97,3271.73,12.7062,ms
http_req_waiting_max,490.67,467.77,159.90,821.43,0.9533,330.7657,-3712.11,4693.44,12.7062,ms
output_token_count_p25,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_second_token_p50,13.07,1.05,12.33,13.82,0.0806,0.7449,3.61,22.54,12.7062,ms
e2e_output_token_throughput_p5,156.43,0.69,155.94,156.92,0.0044,0.4867,150.25,162.61,12.7062,tokens/sec/user
credit_to_start_latency_p25,0.56,0.00,0.56,0.57,0.0032,0.0013,0.55,0.58,12.7062,ms
prefill_throughput_per_user_avg,8121.09,81.80,8063.25,8178.93,0.0101,57.8391,7386.17,8856.00,12.7062,tokens/sec/user
http_req_data_sent_p10,4.52,0.00,4.52,4.52,0.0000,0.0000,4.52,4.52,12.7062,KB
http_req_connection_overhead_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
total_token_throughput_avg,15202.74,67.39,15155.09,15250.39,0.0044,47.6524,14597.26,15808.22,12.7062,tokens/sec
http_req_total_p95,3273.00,14.40,3262.82,3283.18,0.0044,10.1822,3143.62,3402.37,12.7062,ms
output_token_throughput_per_user_p25,163.80,0.04,163.77,163.83,0.0002,0.0280,163.45,164.16,12.7062,tokens/sec/user
output_sequence_length_min,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
effective_concurrency_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
active_total_throughput_avg,15197.75,67.48,15150.03,15245.46,0.0044,47.7135,14591.49,15804.01,12.7062,tokens/sec
e2e_output_token_throughput_p95,158.99,0.10,158.91,159.06,0.0006,0.0727,158.06,159.91,12.7062,tokens/sec/user
output_token_count_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
output_token_count_p75,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
credit_to_start_latency_p75,0.61,0.00,0.61,0.62,0.0038,0.0017,0.59,0.64,12.7062,ms
http_req_duration_p1,3212.28,0.92,3211.63,3212.94,0.0003,0.6536,3203.98,3220.59,12.7062,ms
credit_to_start_latency_p99,1.15,0.22,1.00,1.31,0.1946,0.1589,-0.86,3.17,12.7062,ms
output_token_count_std,12.03,1.28,11.12,12.93,0.1063,0.9039,0.54,23.51,12.7062,tokens
credit_to_start_latency_std,0.57,0.15,0.46,0.68,0.2658,0.1069,-0.79,1.93,12.7062,ms
usage_prompt_cache_read_tokens_p90,1024.00,0.00,1024.00,1024.00,0.0000,0.0000,1024.00,1024.00,12.7062,tokens
http_req_total_min,3201.59,4.26,3198.58,3204.60,0.0013,3.0100,3163.35,3239.84,12.7062,ms
effective_total_throughput_p95,24740.36,27521.61,5279.64,44201.08,1.1124,19460.7155,-222531.48,272012.20,12.7062,tokens/sec
http_req_receiving_max,3433.96,367.82,3173.87,3694.05,0.1071,260.0914,129.18,6738.73,12.7062,ms
e2e_output_token_throughput_min,142.74,18.34,129.77,155.71,0.1285,12.9710,-22.07,307.55,12.7062,tokens/sec/user
active_prefill_throughput_p95,275417.72,2899.53,273367.44,277468.00,0.0105,2050.2807,249366.43,301469.00,12.7062,tokens/sec
output_token_throughput_per_user_p75,164.90,0.06,164.86,164.95,0.0004,0.0418,164.37,165.44,12.7062,tokens/sec/user
http_req_duration_p5,3221.25,1.45,3220.23,3222.28,0.0004,1.0242,3208.24,3234.26,12.7062,ms
effective_total_throughput_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
active_prefill_throughput_min,3966.59,3835.38,1254.56,6678.61,0.9669,2712.0227,-30492.93,38426.10,12.7062,tokens/sec
time_to_first_token_max,491.74,469.03,160.08,823.39,0.9538,331.6548,-3722.33,4705.81,12.7062,ms
osl_mismatch_diff_pct_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
usage_prompt_cache_read_tokens_p1,512.00,724.08,0.00,1024.00,1.4142,512.0000,-5993.58,7017.58,12.7062,tokens
http_req_waiting_p50,129.77,1.73,128.55,131.00,0.0133,1.2230,114.23,145.31,12.7062,ms
usage_prompt_tokens_sum,3057885.50,23374.83,3041357.00,3074414.00,0.0076,16528.5000,2847871.00,3267900.00,12.7062,tokens
active_decode_throughput_per_user_p95,400.43,1.73,399.21,401.65,0.0043,1.2221,384.90,415.96,12.7062,tokens/sec/user
http_req_connection_reused_sum,2928.00,22.63,2912.00,2944.00,0.0077,16.0000,2724.70,3131.30,12.7062,ratio
http_req_data_received_p1,54.11,0.38,53.84,54.37,0.0069,0.2654,50.73,57.48,12.7062,KB
effective_latency_p25,3231.87,2.24,3230.29,3233.45,0.0007,1.5822,3211.77,3251.98,12.7062,ms
