metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_blocked_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_waiting_p5,2884.80,1.58,2883.69,2885.92,0.0005,1.1190,2870.59,2899.02,12.7062,ms
input_sequence_length_p5,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
http_req_receiving_p75,6260.01,5.06,6256.44,6263.59,0.0008,3.5793,6214.54,6305.49,12.7062,ms
http_req_duration_max,9256.90,44.70,9225.29,9288.51,0.0048,31.6084,8855.28,9658.52,12.7062,ms
usage_reasoning_tokens_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
decode_duration_std,396.92,0.90,396.28,397.55,0.0023,0.6334,388.87,404.97,12.7062,ms
effective_latency_max,9258.16,44.37,9226.78,9289.53,0.0048,31.3751,8859.50,9656.82,12.7062,ms
usage_prompt_cache_read_tokens_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_data_received_min,121.32,1.89,119.99,122.66,0.0156,1.3374,104.33,138.32,12.7062,KB
http_req_chunks_received_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,count
http_req_blocked_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_waiting_sum,3268854.76,1157.23,3268036.48,3269673.05,0.0004,818.2856,3258457.46,3279252.07,12.7062,ms
usage_prompt_tokens_p95,1037.00,0.00,1037.00,1037.00,0.0000,0.0000,1037.00,1037.00,12.7062,tokens
http_req_chunks_sent_p1,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
time_to_first_token_p99,3499.39,47.32,3465.93,3532.85,0.0135,33.4586,3074.26,3924.52,12.7062,ms
http_req_blocked_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_prompt_cache_read_tokens_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_waiting_p95,3401.73,6.38,3397.22,3406.24,0.0019,4.5081,3344.45,3459.01,12.7062,ms
input_sequence_length_p95,1037.00,0.00,1037.00,1037.00,0.0000,0.0000,1037.00,1037.00,12.7062,tokens
decode_duration_p75,6260.01,5.06,6256.43,6263.59,0.0008,3.5803,6214.52,6305.50,12.7062,ms
effective_decode_throughput_per_user_p99,95.65,0.39,95.37,95.92,0.0040,0.2732,92.17,99.12,12.7062,tokens/sec/user
http_req_data_sent_p90,4.78,0.00,4.78,4.78,0.0000,0.0000,4.78,4.78,12.7062,KB
credit_to_start_latency_p50,1.24,0.03,1.22,1.26,0.0211,0.0186,1.01,1.48,12.7062,ms
time_to_first_token_p90,3391.02,0.12,3390.93,3391.11,0.0000,0.0876,3389.91,3392.13,12.7062,ms
usage_prompt_cache_read_tokens_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_decode_throughput_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
overall_usage_prompt_cache_read_pct_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_prefill_throughput_per_user_p95,344.96,0.02,344.95,344.97,0.0000,0.0112,344.82,345.10,12.7062,tokens/sec/user
http_req_dns_lookup_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
osl_mismatch_diff_pct_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
usage_completion_tokens_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_first_output_token_p50,3146.97,5.65,3142.98,3150.96,0.0018,3.9918,3096.25,3197.69,12.7062,ms
output_sequence_length_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_total_tokens_p99,1549.45,0.00,1549.45,1549.45,0.0000,0.0000,1549.45,1549.45,12.7062,tokens
time_to_second_token_p25,22.01,1.04,21.27,22.74,0.0472,0.7346,12.68,31.34,12.7062,ms
usage_reasoning_tokens_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
output_sequence_length_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_completion_tokens_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
