metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
time_to_second_token_p50,56.59,0.08,56.53,56.64,0.0014,0.0543,55.90,57.28,12.7062,ms
usage_reasoning_tokens_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_prefill_concurrency_max,32.00,0.00,32.00,32.00,0.0000,0.0000,32.00,32.00,12.7062,requests
http_req_waiting_avg,422.01,0.05,421.98,422.04,0.0001,0.0318,421.61,422.42,12.7062,ms
inter_token_latency_p10,7.58,0.01,7.58,7.58,0.0008,0.0045,7.52,7.64,12.7062,ms
reasoning_token_count_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
active_decode_throughput_avg,3956.20,0.36,3955.95,3956.45,0.0001,0.2524,3952.99,3959.41,12.7062,tokens/sec
http_req_connecting_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_blocked_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_sending_p1,0.11,0.00,0.11,0.11,0.0155,0.0012,0.10,0.13,12.7062,ms
inter_chunk_latency_p75,8.69,0.02,8.68,8.70,0.0020,0.0125,8.53,8.85,12.7062,ms
time_to_first_output_token_p25,371.17,0.88,370.55,371.79,0.0024,0.6203,363.29,379.05,12.7062,ms
http_req_data_received_avg,116.49,0.20,116.35,116.63,0.0017,0.1396,114.72,118.26,12.7062,KB
e2e_output_token_throughput_p95,118.25,0.10,118.19,118.32,0.0008,0.0685,117.39,119.12,12.7062,tokens/sec/user
http_req_chunks_received_p25,461.50,0.71,461.00,462.00,0.0015,0.5000,455.15,467.85,12.7062,count
effective_total_throughput_p50,4143.34,1.66,4142.16,4144.52,0.0004,1.1753,4128.41,4158.27,12.7062,tokens/sec
input_token_throughput_avg,7572.79,0.77,7572.25,7573.34,0.0001,0.5424,7565.90,7579.68,12.7062,tokens/sec
usage_total_tokens_p75,1548.00,0.00,1548.00,1548.00,0.0000,0.0000,1548.00,1548.00,12.7062,tokens
usage_prompt_tokens_p50,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
output_sequence_length_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_dns_lookup_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_p99,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_duration_sum,9659736.93,937.84,9659073.78,9660400.08,0.0001,663.1500,9651310.81,9668163.05,12.7062,ms
total_isl_avg,2287819.00,0.00,2287819.00,2287819.00,0.0000,0.0000,2287819.00,2287819.00,12.7062,tokens
http_req_chunks_sent_p10,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
http_req_data_sent_min,4.04,0.00,4.04,4.04,0.0000,0.0000,4.04,4.04,12.7062,KB
http_req_sending_p99,1.78,0.00,1.78,1.79,0.0027,0.0034,1.74,1.83,12.7062,ms
osl_mismatch_count_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
credit_to_start_latency_p10,0.63,0.01,0.62,0.63,0.0087,0.0039,0.58,0.68,12.7062,ms
nvidia_average_gpu_power_avg,771.61,0.15,771.50,771.72,0.0002,0.1096,770.22,773.00,12.7062,W
http_req_duration_p90,4409.59,4.23,4406.60,4412.58,0.0010,2.9902,4371.60,4447.58,12.7062,ms
inter_chunk_latency_p50,7.73,0.00,7.73,7.73,0.0004,0.0019,7.70,7.75,12.7062,ms
effective_latency_p25,4357.74,0.06,4357.70,4357.78,0.0000,0.0396,4357.24,4358.24,12.7062,ms
output_token_throughput_per_user_min,121.28,0.01,121.27,121.28,0.0000,0.0038,121.23,121.32,12.7062,tokens/sec/user
output_token_throughput_avg,3742.00,0.38,3741.73,3742.27,0.0001,0.2680,3738.59,3745.40,12.7062,tokens/sec
e2e_output_token_throughput_sum,258414.32,24.61,258396.91,258431.72,0.0001,17.4054,258193.16,258635.47,12.7062,tokens/sec/user
http_req_connection_overhead_avg,0.05,0.00,0.05,0.05,0.0890,0.0030,0.01,0.09,12.7062,ms
