metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_connecting_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
active_prefill_throughput_per_user_p99,15652.19,160.90,15538.42,15765.97,0.0103,113.7751,14206.54,17097.84,12.7062,tokens/sec/user
output_token_throughput_per_user_p25,140.63,0.04,140.60,140.65,0.0003,0.0254,140.30,140.95,12.7062,tokens/sec/user
http_req_dns_lookup_avg,0.01,0.00,0.01,0.01,0.0237,0.0002,0.01,0.02,12.7062,ms
e2e_output_token_throughput_p99,139.45,0.05,139.42,139.49,0.0004,0.0376,138.98,139.93,12.7062,tokens/sec/user
usage_total_tokens_p99,1550.00,0.00,1550.00,1550.00,0.0000,0.0000,1550.00,1550.00,12.7062,tokens
usage_reasoning_tokens_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_latency_p5,3678.68,0.04,3678.65,3678.71,0.0000,0.0291,3678.31,3679.05,12.7062,ms
http_req_duration_p10,3684.83,1.85,3683.52,3686.13,0.0005,1.3050,3668.25,3701.41,12.7062,ms
active_prefill_throughput_std,71928.41,83.77,71869.18,71987.65,0.0012,59.2337,71175.78,72681.05,12.7062,tokens/sec
time_to_first_output_token_sum,116075.22,1083.31,115309.21,116841.24,0.0093,766.0164,106342.06,125808.38,12.7062,ms
http_req_total_avg,3715.43,1.93,3714.06,3716.79,0.0005,1.3643,3698.09,3732.76,12.7062,ms
http_req_chunks_sent_max,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
usage_completion_tokens_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_total_p25,3694.76,1.85,3693.46,3696.07,0.0005,1.3058,3678.17,3711.36,12.7062,ms
http_req_waiting_p50,80.43,0.58,80.02,80.84,0.0072,0.4108,75.21,85.65,12.7062,ms
http_req_dns_lookup_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
e2e_output_token_throughput_std,1.57,0.07,1.53,1.62,0.0423,0.0471,0.98,2.17,12.7062,tokens/sec/user
decode_duration_p95,3653.99,0.02,3653.98,3654.00,0.0000,0.0121,3653.84,3654.14,12.7062,ms
effective_decode_concurrency_p90,16.00,0.00,16.00,16.00,0.0000,0.0000,16.00,16.00,12.7062,requests
effective_total_throughput_max,228694.66,2278.97,227083.19,230306.13,0.0100,1611.4738,208218.94,249170.37,12.7062,tokens/sec
nvidia_total_gpu_energy_avg,210672.04,42.67,210641.87,210702.22,0.0002,30.1735,210288.65,211055.43,12.7062,J
prefill_throughput_per_user_max,20831.73,618.69,20394.25,21269.21,0.0297,437.4834,15272.98,26390.48,12.7062,tokens/sec/user
usage_prompt_cache_read_tokens_sum,1224704.00,0.00,1224704.00,1224704.00,0.0000,0.0000,1224704.00,1224704.00,12.7062,tokens
http_req_data_sent_p95,5.00,0.00,5.00,5.00,0.0000,0.0000,5.00,5.00,12.7062,KB
output_token_count_p95,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_sending_p99,1.76,0.01,1.75,1.76,0.0061,0.0076,1.66,1.85,12.7062,ms
http_req_total_min,3662.81,6.55,3658.18,3667.44,0.0018,4.6337,3603.93,3721.69,12.7062,ms
http_req_connecting_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
inter_chunk_latency_p5,6.74,0.00,6.73,6.74,0.0006,0.0027,6.70,6.77,12.7062,ms
