metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
time_to_second_token_p50,115.21,0.57,114.81,115.61,0.0049,0.4015,110.11,120.31,12.7062,ms
usage_reasoning_tokens_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_prefill_concurrency_max,128.00,0.00,128.00,128.00,0.0000,0.0000,128.00,128.00,12.7062,requests
http_req_waiting_avg,903.89,6.32,899.42,908.36,0.0070,4.4723,847.06,960.72,12.7062,ms
inter_token_latency_p10,12.62,0.00,12.62,12.62,0.0002,0.0022,12.59,12.65,12.7062,ms
reasoning_token_count_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
active_decode_throughput_avg,8828.98,4.10,8826.08,8831.88,0.0005,2.8994,8792.14,8865.82,12.7062,tokens/sec
http_req_connecting_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_blocked_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_sending_p1,0.05,0.00,0.05,0.05,0.0012,0.0000,0.05,0.05,12.7062,ms
inter_chunk_latency_p75,34.31,0.10,34.23,34.38,0.0030,0.0738,33.37,35.24,12.7062,ms
time_to_first_output_token_p25,668.84,12.70,659.86,677.82,0.0190,8.9814,554.72,782.96,12.7062,ms
http_req_data_received_avg,65.49,0.16,65.38,65.60,0.0025,0.1136,64.05,66.93,12.7062,KB
e2e_output_token_throughput_p95,67.03,0.08,66.97,67.08,0.0012,0.0555,66.32,67.73,12.7062,tokens/sec/user
http_req_chunks_received_p25,255.00,0.00,255.00,255.00,0.0000,0.0000,255.00,255.00,12.7062,count
effective_total_throughput_p50,9632.35,1.34,9631.41,9633.30,0.0001,0.9459,9620.33,9644.37,12.7062,tokens/sec
input_token_throughput_avg,17183.83,13.74,17174.11,17193.55,0.0008,9.7186,17060.34,17307.32,12.7062,tokens/sec
usage_total_tokens_p75,1548.00,0.00,1548.00,1548.00,0.0000,0.0000,1548.00,1548.00,12.7062,tokens
usage_prompt_tokens_p50,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
output_sequence_length_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_dns_lookup_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_p99,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_duration_sum,38501865.01,31537.85,38479564.38,38524165.64,0.0008,22300.6292,38218508.65,38785221.37,12.7062,ms
total_isl_avg,5172761.00,0.00,5172761.00,5172761.00,0.0000,0.0000,5172761.00,5172761.00,12.7062,tokens
http_req_chunks_sent_p10,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
http_req_data_sent_min,4.28,0.00,4.28,4.28,0.0000,0.0000,4.28,4.28,12.7062,KB
http_req_sending_p99,1.56,0.00,1.55,1.56,0.0031,0.0034,1.51,1.60,12.7062,ms
