metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_connecting_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
request_latency_p1,5321.47,0.02,5321.45,5321.48,0.0000,0.0170,5321.25,5321.68,12.7062,ms
http_req_connecting_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_second_token_std,93.71,0.02,93.70,93.73,0.0002,0.0137,93.54,93.89,12.7062,ms
http_req_data_sent_min,4.09,0.00,4.09,4.09,0.0000,0.0000,4.09,4.09,12.7062,KB
time_to_first_token_max,544.46,0.30,544.25,544.67,0.0005,0.2112,541.78,547.14,12.7062,ms
http_req_data_sent_p75,4.67,0.00,4.67,4.67,0.0000,0.0000,4.67,4.67,12.7062,KB
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
inter_token_latency_max,9.93,0.00,9.93,9.93,0.0002,0.0011,9.91,9.94,12.7062,ms
usage_reasoning_tokens_std,94.46,9.71,87.60,101.33,0.1028,6.8671,7.21,181.72,12.7062,tokens
prefill_throughput_per_user_sum,603648.56,958.19,602971.02,604326.10,0.0016,677.5404,595039.59,612257.53,12.7062,tokens/sec/user
http_req_data_received_sum,28846.12,4.46,28842.97,28849.28,0.0002,3.1553,28806.03,28886.21,12.7062,KB
effective_prefill_concurrency_avg,0.32,0.00,0.32,0.32,0.0011,0.0003,0.32,0.33,12.7062,requests
active_total_throughput_p99,10894.90,20.38,10880.49,10909.31,0.0019,14.4124,10711.77,11078.03,12.7062,tokens/sec
reasoning_token_count_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_dns_lookup_p99,1.12,0.04,1.09,1.14,0.0352,0.0278,0.76,1.47,12.7062,ms
usage_prompt_tokens_avg,1064.10,0.00,1064.10,1064.10,0.0000,0.0000,1064.10,1064.10,12.7062,tokens
effective_concurrency_std,0.08,0.00,0.08,0.08,0.0020,0.0001,0.07,0.08,12.7062,requests
http_req_chunks_received_sum,116040.00,4.24,116037.00,116043.00,0.0000,3.0000,116001.88,116078.12,12.7062,count
output_token_count_max,427.00,2.83,425.00,429.00,0.0066,2.0000,401.59,452.41,12.7062,tokens
output_sequence_length_p5,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_connection_overhead_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_prompt_tokens_p25,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
usage_total_tokens_max,1578.00,0.00,1578.00,1578.00,0.0000,0.0000,1578.00,1578.00,12.7062,tokens
prefill_throughput_per_user_p10,1956.58,0.10,1956.51,1956.65,0.0001,0.0693,1955.70,1957.46,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_data_sent_std,0.17,0.00,0.17,0.17,0.0000,0.0000,0.17,0.17,12.7062,KB
output_token_throughput_per_user_p50,105.23,0.00,105.22,105.23,0.0000,0.0018,105.20,105.25,12.7062,tokens/sec/user
effective_decode_throughput_max,687.63,18.30,674.68,700.57,0.0266,12.9435,523.16,852.09,12.7062,tokens/sec
effective_decode_concurrency_p50,4.00,0.00,4.00,4.00,0.0000,0.0000,4.00,4.00,12.7062,requests
active_decode_throughput_p90,430.95,0.01,430.94,430.96,0.0000,0.0089,430.84,431.06,12.7062,tokens/sec
nvidia_output_tokens_per_joule_avg,0.57,0.00,0.57,0.57,0.0001,0.0000,0.57,0.57,12.7062,tokens/J
http_req_connection_reused_p5,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
effective_latency_p50,5330.69,0.77,5330.15,5331.24,0.0001,0.5425,5323.80,5337.59,12.7062,ms
decode_duration_p95,5071.40,0.04,5071.37,5071.43,0.0000,0.0279,5071.04,5071.75,12.7062,ms
prefill_throughput_per_user_p75,2508.22,0.88,2507.60,2508.85,0.0004,0.6252,2500.28,2516.17,12.7062,tokens/sec/user
prefill_throughput_per_user_min,1954.23,1.07,1953.47,1954.99,0.0005,0.7582,1944.60,1963.86,12.7062,tokens/sec/user
http_req_data_received_p75,126.84,0.02,126.82,126.85,0.0002,0.0151,126.65,127.03,12.7062,KB
http_req_data_received_min,123.29,0.02,123.28,123.31,0.0002,0.0142,123.11,123.47,12.7062,KB
active_prefill_throughput_p90,10896.56,21.78,10881.16,10911.96,0.0020,15.3976,10700.91,11092.20,12.7062,tokens/sec
credit_to_start_latency_p90,1.46,0.02,1.45,1.48,0.0145,0.0150,1.27,1.65,12.7062,ms
usage_prompt_cache_read_tokens_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
usage_completion_tokens_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_sending_p95,0.11,0.00,0.11,0.11,0.0289,0.0023,0.08,0.14,12.7062,ms
active_decode_throughput_per_user_p50,105.78,0.01,105.78,105.79,0.0001,0.0050,105.72,105.85,12.7062,tokens/sec/user
http_req_blocked_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
credit_to_start_latency_p10,1.33,0.02,1.31,1.35,0.0178,0.0168,1.12,1.54,12.7062,ms
request_throughput_avg,0.75,0.00,0.75,0.75,0.0001,0.0001,0.75,0.75,12.7062,requests/sec
inter_chunk_latency_p50,9.50,0.00,9.50,9.50,0.0000,0.0002,9.50,9.50,12.7062,ms
http_req_connection_overhead_max,2.83,0.00,2.83,2.83,0.0006,0.0012,2.82,2.85,12.7062,ms
time_to_first_token_p99,544.33,0.22,544.18,544.49,0.0004,0.1525,542.40,546.27,12.7062,ms
effective_prefill_throughput_per_user_max,4179.51,3.10,4177.31,4181.70,0.0007,2.1939,4151.63,4207.38,12.7062,tokens/sec/user
active_decode_throughput_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
inter_token_latency_p99,9.93,0.00,9.93,9.93,0.0000,0.0000,9.93,9.93,12.7062,ms
usage_prompt_cache_read_tokens_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
usage_completion_tokens_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
e2e_output_token_throughput_p95,96.12,0.02,96.10,96.13,0.0002,0.0148,95.93,96.30,12.7062,tokens/sec/user
credit_to_start_latency_p75,1.44,0.02,1.43,1.45,0.0107,0.0108,1.30,1.57,12.7062,ms
http_req_connecting_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
tokens_in_flight_p50,5178.50,0.13,5178.41,5178.59,0.0000,0.0895,5177.36,5179.64,12.7062,tokens
active_prefill_throughput_min,1954.33,0.93,1953.68,1954.99,0.0005,0.6561,1945.99,1962.67,12.7062,tokens/sec
credit_to_start_latency_min,0.90,0.02,0.89,0.92,0.0244,0.0156,0.71,1.10,12.7062,ms
prefill_throughput_per_user_std,793.67,3.38,791.27,796.06,0.0043,2.3910,763.28,824.05,12.7062,tokens/sec/user
http_req_data_received_std,0.65,0.00,0.64,0.65,0.0061,0.0028,0.61,0.68,12.7062,KB
http_req_sending_p90,0.10,0.00,0.10,0.10,0.0060,0.0004,0.10,0.11,12.7062,ms
output_sequence_length_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_receiving_avg,4909.72,0.03,4909.69,4909.74,0.0000,0.0227,4909.43,4910.01,12.7062,ms
usage_prompt_cache_read_tokens_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
usage_prompt_cache_read_tokens_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
usage_completion_tokens_p75,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
output_token_count_p99,421.52,6.06,417.24,425.81,0.0144,4.2850,367.08,475.97,12.7062,tokens
http_req_total_avg,5340.36,0.57,5339.96,5340.77,0.0001,0.4044,5335.22,5345.50,12.7062,ms
time_to_second_token_max,225.04,0.06,225.00,225.09,0.0003,0.0432,224.49,225.59,12.7062,ms
output_sequence_length_p25,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_chunks_received_p5,505.00,0.00,505.00,505.00,0.0000,0.0000,505.00,505.00,12.7062,count
http_req_receiving_p25,4855.66,0.01,4855.65,4855.67,0.0000,0.0080,4855.56,4855.76,12.7062,ms
http_req_waiting_sum,98148.86,123.41,98061.59,98236.12,0.0013,87.2647,97040.05,99257.66,12.7062,ms
http_req_total_p25,5328.26,0.86,5327.64,5328.87,0.0002,0.6115,5320.49,5336.03,12.7062,ms
decode_duration_p1,4848.58,0.38,4848.31,4848.85,0.0001,0.2680,4845.18,4851.99,12.7062,ms
effective_decode_throughput_p99,434.69,0.24,434.52,434.86,0.0005,0.1670,432.57,436.81,12.7062,tokens/sec
http_req_connection_reused_avg,0.98,0.00,0.98,0.98,0.0000,0.0000,0.98,0.98,12.7062,ratio
input_sequence_length_sum,242614.00,0.00,242614.00,242614.00,0.0000,0.0000,242614.00,242614.00,12.7062,tokens
active_decode_throughput_std,87.30,0.02,87.29,87.32,0.0002,0.0142,87.12,87.48,12.7062,tokens/sec
active_decode_throughput_per_user_max,227.78,27.22,208.54,247.03,0.1195,19.2465,-16.77,472.33,12.7062,tokens/sec/user
active_total_throughput_p95,6892.86,1.14,6892.06,6893.67,0.0002,0.8026,6882.67,6903.06,12.7062,tokens/sec
inter_chunk_latency_max,225.04,0.06,225.00,225.09,0.0003,0.0432,224.49,225.59,12.7062,ms
active_prefill_throughput_std,2114.81,4.99,2111.29,2118.34,0.0024,3.5273,2069.99,2159.63,12.7062,tokens/sec
http_req_connection_reused_p25,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
osl_mismatch_diff_pct_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
overall_usage_prompt_cache_read_pct_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_connecting_max,1.64,0.00,1.64,1.64,0.0021,0.0024,1.61,1.67,12.7062,ms
usage_prompt_cache_read_tokens_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_blocked_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_latency_p25,5329.72,0.80,5329.16,5330.29,0.0002,0.5661,5322.53,5336.91,12.7062,ms
input_sequence_length_p10,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
