metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
time_to_second_token_p50,112.61,0.47,112.28,112.94,0.0042,0.3317,108.39,116.82,12.7062,ms
usage_reasoning_tokens_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_prefill_concurrency_max,64.00,0.00,64.00,64.00,0.0000,0.0000,64.00,64.00,12.7062,requests
http_req_waiting_avg,588.79,2.09,587.32,590.27,0.0035,1.4743,570.06,607.53,12.7062,ms
inter_token_latency_p10,9.73,0.00,9.73,9.74,0.0003,0.0020,9.71,9.76,12.7062,ms
reasoning_token_count_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
active_decode_throughput_avg,5986.01,3.71,5983.39,5988.64,0.0006,2.6209,5952.71,6019.32,12.7062,tokens/sec
http_req_connecting_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_blocked_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_sending_p1,0.06,0.00,0.06,0.06,0.0042,0.0002,0.06,0.07,12.7062,ms
inter_chunk_latency_p75,16.89,0.02,16.87,16.90,0.0010,0.0114,16.74,17.03,12.7062,ms
time_to_first_output_token_p25,471.26,9.76,464.35,478.16,0.0207,6.9046,383.53,558.99,12.7062,ms
http_req_data_received_avg,92.46,0.06,92.42,92.50,0.0006,0.0391,91.96,92.96,12.7062,KB
e2e_output_token_throughput_p95,90.27,0.05,90.23,90.30,0.0006,0.0372,89.79,90.74,12.7062,tokens/sec/user
http_req_chunks_received_p25,364.50,0.71,364.00,365.00,0.0019,0.5000,358.15,370.85,12.7062,count
effective_total_throughput_p50,6370.70,0.17,6370.58,6370.82,0.0000,0.1217,6369.15,6372.25,12.7062,tokens/sec
input_token_throughput_avg,11561.58,5.45,11557.73,11565.43,0.0005,3.8513,11512.65,11610.52,12.7062,tokens/sec
usage_total_tokens_p75,1548.00,0.00,1548.00,1548.00,0.0000,0.0000,1548.00,1548.00,12.7062,tokens
usage_prompt_tokens_p50,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
output_sequence_length_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_dns_lookup_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_p99,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_duration_sum,19439644.62,9815.89,19432703.74,19446585.51,0.0005,6940.8844,19351452.32,19527836.92,12.7062,ms
total_isl_avg,3514486.00,0.00,3514486.00,3514486.00,0.0000,0.0000,3514486.00,3514486.00,12.7062,tokens
http_req_chunks_sent_p10,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
http_req_data_sent_min,4.14,0.00,4.14,4.14,0.0000,0.0000,4.14,4.14,12.7062,KB
http_req_sending_p99,0.80,0.01,0.79,0.80,0.0110,0.0062,0.72,0.88,12.7062,ms
osl_mismatch_count_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
credit_to_start_latency_p10,0.91,0.10,0.83,0.98,0.1117,0.0715,-0.00,1.81,12.7062,ms
nvidia_average_gpu_power_avg,863.55,0.61,863.12,863.98,0.0007,0.4301,858.09,869.02,12.7062,W
http_req_duration_p90,5770.97,10.68,5763.42,5778.52,0.0019,7.5500,5675.04,5866.90,12.7062,ms
inter_chunk_latency_p50,11.19,0.01,11.18,11.19,0.0011,0.0086,11.08,11.29,12.7062,ms
effective_latency_p25,5717.18,2.98,5715.07,5719.29,0.0005,2.1107,5690.36,5744.00,12.7062,ms
output_token_throughput_per_user_min,93.12,0.28,92.91,93.32,0.0030,0.2006,90.57,95.66,12.7062,tokens/sec/user
output_token_throughput_avg,5713.22,2.69,5711.32,5715.13,0.0005,1.9032,5689.04,5737.41,12.7062,tokens/sec
e2e_output_token_throughput_sum,303043.18,149.76,302937.29,303149.08,0.0005,105.8932,301697.68,304388.68,12.7062,tokens/sec/user
http_req_connection_overhead_avg,0.06,0.00,0.06,0.07,0.0614,0.0027,0.03,0.10,12.7062,ms
usage_completion_tokens_p25,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_total_tokens_p50,1548.00,0.00,1548.00,1548.00,0.0000,0.0000,1548.00,1548.00,12.7062,tokens
http_req_waiting_p10,423.01,0.56,422.61,423.41,0.0013,0.3973,417.96,428.06,12.7062,ms
http_req_blocked_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
e2e_output_token_throughput_p90,90.08,0.17,89.96,90.20,0.0019,0.1196,88.56,91.60,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_data_received_p10,89.68,0.10,89.61,89.75,0.0011,0.0723,88.76,90.60,12.7062,KB
usage_reasoning_tokens_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
active_total_throughput_p90,52459.91,275.01,52265.45,52654.37,0.0052,194.4585,49989.08,54930.74,12.7062,tokens/sec
time_to_first_output_token_avg,589.00,2.09,587.53,590.48,0.0035,1.4764,570.25,607.76,12.7062,ms
effective_concurrency_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
tokens_in_flight_p90,96971.06,4.76,96967.70,96974.43,0.0000,3.3635,96928.33,97013.80,12.7062,tokens
http_req_chunks_sent_p75,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
http_req_sending_p95,0.15,0.00,0.15,0.16,0.0153,0.0017,0.13,0.18,12.7062,ms
http_req_chunks_received_avg,370.38,0.23,370.21,370.54,0.0006,0.1610,368.33,372.42,12.7062,count
http_req_total_p10,5684.17,10.77,5676.55,5691.78,0.0019,7.6176,5587.37,5780.96,12.7062,ms
credit_to_start_latency_p75,3.43,0.00,3.43,3.43,0.0010,0.0024,3.40,3.46,12.7062,ms
output_sequence_length_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_first_token_p1,321.84,5.49,317.96,325.71,0.0170,3.8785,272.55,371.12,12.7062,ms
time_to_first_token_min,242.00,6.71,237.25,246.74,0.0277,4.7479,181.67,302.32,12.7062,ms
http_req_duration_std,31.84,5.86,27.70,35.98,0.1839,4.1411,-20.78,84.46,12.7062,ms
effective_decode_concurrency_p50,64.00,0.00,64.00,64.00,0.0000,0.0000,64.00,64.00,12.7062,requests
effective_decode_throughput_per_user_p99,165.74,0.09,165.68,165.80,0.0005,0.0609,164.97,166.52,12.7062,tokens/sec/user
total_token_throughput_avg,17274.81,8.14,17269.05,17280.56,0.0005,5.7545,17201.69,17347.93,12.7062,tokens/sec
osl_mismatch_diff_pct_p99,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
decode_duration_p1,4936.71,14.95,4926.14,4947.29,0.0030,10.5741,4802.36,5071.07,12.7062,ms
inter_chunk_latency_min,4.62,0.04,4.59,4.65,0.0089,0.0289,4.25,4.99,12.7062,ms
effective_concurrency_p99,64.00,0.00,64.00,64.00,0.0000,0.0000,64.00,64.00,12.7062,requests
prefill_throughput_per_user_sum,6276804.64,18448.61,6263759.50,6289849.77,0.0029,13045.1345,6111050.49,6442558.79,12.7062,tokens/sec/user
http_req_connection_reused_p5,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
http_req_connection_overhead_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_waiting_p75,727.33,0.48,726.99,727.66,0.0007,0.3367,723.05,731.61,12.7062,ms
http_req_duration_p5,5672.18,3.55,5669.67,5674.69,0.0006,2.5137,5640.24,5704.12,12.7062,ms
e2e_output_token_throughput_std,0.50,0.09,0.43,0.56,0.1839,0.0647,-0.32,1.32,12.7062,tokens/sec/user
http_req_chunks_sent_p50,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
time_to_second_token_p25,7.79,0.04,7.77,7.82,0.0052,0.0285,7.43,8.16,12.7062,ms
usage_completion_tokens_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
prefill_throughput_per_user_p90,2448.45,3.35,2446.08,2450.82,0.0014,2.3675,2418.37,2478.53,12.7062,tokens/sec/user
credit_to_start_latency_p50,1.92,0.03,1.90,1.94,0.0157,0.0214,1.65,2.19,12.7062,ms
http_req_blocked_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
decode_duration_p99,5405.64,10.14,5398.47,5412.81,0.0019,7.1688,5314.55,5496.73,12.7062,ms
tokens_in_flight_std,11090.33,18.82,11077.02,11103.63,0.0017,13.3044,10921.28,11259.38,12.7062,tokens
e2e_output_token_throughput_p5,88.58,0.20,88.44,88.72,0.0022,0.1390,86.82,90.35,12.7062,tokens/sec/user
effective_prefill_concurrency_p99,64.00,0.00,64.00,64.00,0.0000,0.0000,64.00,64.00,12.7062,requests
output_sequence_length_p75,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_first_output_token_p10,423.15,0.58,422.74,423.56,0.0014,0.4115,417.92,428.38,12.7062,ms
http_req_chunks_received_p10,359.00,0.00,359.00,359.00,0.0000,0.0000,359.00,359.00,12.7062,count
effective_decode_throughput_per_user_p95,151.42,0.06,151.38,151.47,0.0004,0.0416,150.90,151.95,12.7062,tokens/sec/user
usage_prompt_tokens_p25,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
osl_mismatch_diff_pct_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_connecting_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_duration_max,5822.65,5.49,5818.78,5826.53,0.0009,3.8788,5773.37,5871.94,12.7062,ms
output_token_count_p5,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
