metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
request_latency_p95,1755.42,1.60,1754.29,1756.55,0.0009,1.1332,1741.02,1769.82,12.7062,ms
http_req_chunks_received_max,510.00,0.00,510.00,510.00,0.0000,0.0000,510.00,510.00,12.7062,count
active_decode_throughput_avg,1320.36,0.59,1319.94,1320.78,0.0004,0.4165,1315.07,1325.65,12.7062,tokens/sec
http_req_blocked_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_sequence_length_p5,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_second_token_sum,1401.37,6.00,1397.12,1405.61,0.0043,4.2452,1347.43,1455.31,12.7062,ms
time_to_second_token_p1,1.04,0.10,0.97,1.11,0.0952,0.0698,0.15,1.93,12.7062,ms
http_req_data_received_p90,141.21,0.04,141.19,141.24,0.0003,0.0270,140.87,141.56,12.7062,KB
nvidia_energy_per_user_avg,40613.11,83.04,40554.39,40671.83,0.0020,58.7175,39867.03,41359.19,12.7062,joules/user
usage_prompt_tokens_p75,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
active_total_throughput_std,6131.34,52.71,6094.06,6168.61,0.0086,37.2741,5657.73,6604.95,12.7062,tokens/sec
credit_to_start_latency_std,0.13,0.04,0.10,0.16,0.3212,0.0289,-0.24,0.50,12.7062,ms
http_req_data_received_p25,134.06,0.03,134.04,134.08,0.0002,0.0204,133.80,134.32,12.7062,KB
effective_total_throughput_p95,20715.07,156.17,20604.64,20825.50,0.0075,110.4307,19311.92,22118.23,12.7062,tokens/sec
credit_to_start_latency_p10,1.49,0.29,1.29,1.70,0.1910,0.2019,-1.07,4.06,12.7062,ms
http_req_total_p75,1749.16,0.82,1748.58,1749.75,0.0005,0.5822,1741.77,1756.56,12.7062,ms
output_token_throughput_per_user_p95,332.45,0.13,332.36,332.53,0.0004,0.0886,331.32,333.57,12.7062,tokens/sec/user
effective_prefill_throughput_per_user_avg,604.22,0.88,603.60,604.85,0.0015,0.6216,596.33,612.12,12.7062,tokens/sec/user
usage_completion_tokens_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
prefill_throughput_per_user_avg,5145.27,63.83,5100.14,5190.40,0.0124,45.1314,4571.82,5718.72,12.7062,tokens/sec/user
effective_prefill_throughput_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
time_to_first_token_p75,202.83,2.12,201.33,204.33,0.0105,1.5019,183.75,221.91,12.7062,ms
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_prefill_concurrency_max,4.00,0.00,4.00,4.00,0.0000,0.0000,4.00,4.00,12.7062,requests
usage_prompt_tokens_p1,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
output_sequence_length_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_connection_reused_p75,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
http_req_chunks_received_avg,489.08,0.14,488.98,489.18,0.0003,0.1003,487.80,490.35,12.7062,count
credit_to_start_latency_sum,1115.19,249.97,938.43,1291.94,0.2242,176.7558,-1130.71,3361.08,12.7062,ms
