metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
request_latency_p95,1459.91,37.09,1433.68,1486.14,0.0254,26.2293,1126.63,1793.18,12.7062,ms
http_req_chunks_received_max,509.50,0.71,509.00,510.00,0.0014,0.5000,503.15,515.85,12.7062,count
active_decode_throughput_avg,383.76,4.51,380.57,386.95,0.0118,3.1923,343.20,424.32,12.7062,tokens/sec
http_req_blocked_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_sequence_length_p5,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_second_token_sum,452.13,19.47,438.37,465.90,0.0431,13.7683,277.19,627.08,12.7062,ms
time_to_second_token_p1,1.64,0.31,1.42,1.85,0.1882,0.2177,-1.13,4.40,12.7062,ms
http_req_data_received_p90,140.96,0.08,140.90,141.01,0.0005,0.0544,140.27,141.65,12.7062,KB
nvidia_energy_per_user_avg,120442.54,1730.68,119218.77,121666.32,0.0144,1223.7740,104893.02,135992.07,12.7062,joules/user
usage_prompt_tokens_p75,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
active_total_throughput_std,2502.10,50.00,2466.75,2537.45,0.0200,35.3528,2052.90,2951.30,12.7062,tokens/sec
credit_to_start_latency_std,0.10,0.01,0.09,0.11,0.1493,0.0101,-0.03,0.22,12.7062,ms
http_req_data_received_p25,133.81,0.40,133.52,134.09,0.0030,0.2822,130.22,137.39,12.7062,KB
effective_total_throughput_p95,10040.66,240.10,9870.88,10210.44,0.0239,169.7796,7883.41,12197.92,12.7062,tokens/sec
credit_to_start_latency_p10,1.39,0.12,1.30,1.47,0.0867,0.0852,0.31,2.47,12.7062,ms
http_req_total_p75,1437.27,17.43,1424.94,1449.60,0.0121,12.3281,1280.63,1593.91,12.7062,ms
output_token_throughput_per_user_p95,386.77,4.01,383.93,389.61,0.0104,2.8383,350.71,422.84,12.7062,tokens/sec/user
effective_prefill_throughput_per_user_avg,722.91,9.77,716.00,729.82,0.0135,6.9093,635.12,810.71,12.7062,tokens/sec/user
usage_completion_tokens_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
prefill_throughput_per_user_avg,10064.61,249.21,9888.40,10240.83,0.0248,176.2194,7825.54,12303.69,12.7062,tokens/sec/user
effective_prefill_throughput_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
time_to_first_token_p75,103.77,2.57,101.95,105.59,0.0248,1.8176,80.68,126.87,12.7062,ms
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_prefill_concurrency_max,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,requests
http_req_connection_reused_p75,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
output_sequence_length_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_prompt_tokens_p1,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
http_req_chunks_received_avg,487.25,0.18,487.12,487.37,0.0004,0.1244,485.67,488.83,12.7062,count
credit_to_start_latency_sum,302.60,23.60,285.92,319.29,0.0780,16.6857,90.59,514.62,12.7062,ms
decode_duration_min,1315.34,13.25,1305.97,1324.70,0.0101,9.3662,1196.33,1434.35,12.7062,ms
effective_decode_throughput_std,133.02,0.28,132.82,133.22,0.0021,0.1990,130.49,135.55,12.7062,tokens/sec
inter_chunk_latency_p99,5.41,0.07,5.37,5.46,0.0124,0.0474,4.81,6.02,12.7062,ms
http_req_total_sum,300027.60,54.66,299988.95,300066.26,0.0002,38.6534,299536.47,300518.74,12.7062,ms
