metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
request_latency_p95,2697.08,1.80,2695.80,2698.35,0.0007,1.2733,2680.90,2713.26,12.7062,ms
http_req_chunks_received_max,508.50,0.71,508.00,509.00,0.0014,0.5000,502.15,514.85,12.7062,count
active_decode_throughput_avg,3305.04,1.98,3303.64,3306.44,0.0006,1.3991,3287.27,3322.82,12.7062,tokens/sec
http_req_blocked_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_sequence_length_p5,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_second_token_sum,21673.96,226.56,21513.76,21834.16,0.0105,160.2024,19638.40,23709.53,12.7062,ms
time_to_second_token_p1,0.89,0.13,0.80,0.98,0.1429,0.0900,-0.25,2.04,12.7062,ms
http_req_data_received_p90,140.78,0.17,140.66,140.90,0.0012,0.1233,139.21,142.35,12.7062,KB
nvidia_energy_per_user_avg,13385.12,14.07,13375.18,13395.07,0.0011,9.9464,13258.74,13511.50,12.7062,joules/user
usage_prompt_tokens_p75,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
active_total_throughput_std,13860.79,2.98,13858.68,13862.89,0.0002,2.1051,13834.04,13887.54,12.7062,tokens/sec
credit_to_start_latency_std,0.57,0.08,0.51,0.63,0.1476,0.0600,-0.19,1.34,12.7062,ms
http_req_data_received_p25,133.47,0.01,133.47,133.48,0.0001,0.0071,133.38,133.56,12.7062,KB
effective_total_throughput_p95,44962.02,23.45,44945.44,44978.60,0.0005,16.5792,44751.36,45172.68,12.7062,tokens/sec
credit_to_start_latency_p10,1.40,0.60,0.98,1.82,0.4262,0.4222,-3.96,6.77,12.7062,ms
http_req_total_p75,2690.40,0.22,2690.24,2690.55,0.0001,0.1543,2688.43,2692.36,12.7062,ms
output_token_throughput_per_user_p95,224.41,0.50,224.06,224.77,0.0022,0.3544,219.91,228.92,12.7062,tokens/sec/user
effective_prefill_throughput_per_user_avg,410.23,1.06,409.48,410.98,0.0026,0.7478,400.73,419.73,12.7062,tokens/sec/user
usage_completion_tokens_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
prefill_throughput_per_user_avg,2815.12,1.14,2814.32,2815.93,0.0004,0.8047,2804.90,2825.35,12.7062,tokens/sec/user
effective_prefill_throughput_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
time_to_first_token_p75,389.03,0.13,388.94,389.13,0.0003,0.0947,387.83,390.24,12.7062,ms
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_prefill_concurrency_max,16.00,0.00,16.00,16.00,0.0000,0.0000,16.00,16.00,12.7062,requests
http_req_connection_reused_p75,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
output_sequence_length_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_prompt_tokens_p1,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
http_req_chunks_received_avg,486.15,0.53,485.78,486.53,0.0011,0.3775,481.36,490.95,12.7062,count
credit_to_start_latency_sum,3046.40,1232.47,2174.91,3917.89,0.4046,871.4876,-8026.90,14119.70,12.7062,ms
decode_duration_min,2261.02,2.11,2259.52,2262.51,0.0009,1.4914,2242.07,2279.97,12.7062,ms
effective_decode_throughput_std,1350.65,0.06,1350.61,1350.68,0.0000,0.0395,1350.14,1351.15,12.7062,tokens/sec
inter_chunk_latency_p99,9.38,0.01,9.37,9.38,0.0007,0.0049,9.31,9.44,12.7062,ms
http_req_total_sum,4808243.21,2704.70,4806330.70,4810155.72,0.0006,1912.5124,4783942.44,4832543.98,12.7062,ms
http_req_total_p1,2658.07,5.72,2654.03,2662.12,0.0022,4.0424,2606.71,2709.44,12.7062,ms
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_prefill_throughput_p95,44962.02,23.45,44945.44,44978.60,0.0005,16.5792,44751.36,45172.68,12.7062,tokens/sec
time_to_first_token_p1,214.25,0.28,214.05,214.45,0.0013,0.2011,211.69,216.80,12.7062,ms
http_req_duration_min,2656.79,5.28,2653.05,2660.52,0.0020,3.7339,2609.34,2704.23,12.7062,ms
http_req_connection_reused_sum,1776.00,0.00,1776.00,1776.00,0.0000,0.0000,1776.00,1776.00,12.7062,ratio
http_req_connection_reused_p1,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
inter_chunk_latency_p5,3.77,0.01,3.77,3.78,0.0023,0.0063,3.69,3.85,12.7062,ms
output_token_count_min,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,tokens
http_req_blocked_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_prefill_concurrency_avg,2.24,0.00,2.24,2.24,0.0002,0.0004,2.24,2.25,12.7062,requests
input_sequence_length_p90,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
http_req_receiving_p90,2308.03,0.75,2307.49,2308.56,0.0003,0.5307,2301.28,2314.77,12.7062,ms
http_req_blocked_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
input_sequence_length_p25,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
output_sequence_length_p95,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_receiving_p25,2290.43,1.57,2289.32,2291.55,0.0007,1.1128,2276.29,2304.57,12.7062,ms
benchmark_duration_avg,300.98,0.00,300.98,300.98,0.0000,0.0008,300.97,300.99,12.7062,sec
effective_concurrency_p90,16.00,0.00,16.00,16.00,0.0000,0.0000,16.00,16.00,12.7062,requests
http_req_data_received_p75,138.57,0.21,138.43,138.72,0.0015,0.1464,136.71,140.43,12.7062,KB
http_req_data_sent_min,3.96,0.00,3.96,3.96,0.0000,0.0000,3.96,3.96,12.7062,KB
osl_mismatch_diff_pct_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
decode_duration_p75,2304.04,0.76,2303.51,2304.58,0.0003,0.5361,2297.23,2310.86,12.7062,ms
tokens_in_flight_std,2706.78,34.49,2682.40,2731.17,0.0127,24.3858,2396.93,3016.63,12.7062,tokens
osl_mismatch_diff_pct_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
nvidia_energy_per_output_token_avg,233.42,0.25,233.24,233.59,0.0011,0.1735,231.21,235.62,12.7062,mJ/token
e2e_output_token_throughput_p25,190.33,0.02,190.31,190.34,0.0001,0.0136,190.15,190.50,12.7062,tokens/sec/user
http_req_connection_overhead_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_duration_std,9.49,1.25,8.61,10.38,0.1320,0.8858,-1.76,20.75,12.7062,ms
usage_completion_tokens_p50,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_first_output_token_min,2027.36,24.73,2009.87,2044.84,0.0122,17.4843,1805.20,2249.52,12.7062,ms
active_decode_throughput_p90,3768.02,1.75,3766.78,3769.26,0.0005,1.2391,3752.28,3783.77,12.7062,tokens/sec
active_prefill_throughput_per_user_max,5026.99,122.15,4940.62,5113.36,0.0243,86.3706,3929.55,6124.43,12.7062,tokens/sec/user
inter_token_latency_min,4.42,0.00,4.42,4.43,0.0009,0.0029,4.39,4.46,12.7062,ms
http_req_data_received_p1,128.06,0.32,127.83,128.29,0.0025,0.2290,125.15,130.97,12.7062,KB
