metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
inter_chunk_latency_p50,21.73,0.07,21.67,21.78,0.0034,0.0523,21.06,22.39,12.7062,ms
http_req_data_sent_avg,4.63,0.00,4.63,4.63,0.0000,0.0000,4.63,4.63,12.7062,KB
http_req_data_sent_sum,21319.92,0.00,21319.92,21319.92,0.0000,0.0000,21319.92,21319.92,12.7062,KB
http_req_data_sent_p75,4.71,0.00,4.71,4.71,0.0000,0.0000,4.71,4.71,12.7062,KB
http_req_dns_lookup_p99,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_prompt_cache_read_tokens_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
output_token_count_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_total_p10,8327.54,5.93,8323.35,8331.73,0.0007,4.1900,8274.31,8380.78,12.7062,ms
http_req_data_received_avg,66.01,0.06,65.97,66.06,0.0009,0.0418,65.48,66.55,12.7062,KB
http_req_data_received_sum,304196.45,272.12,304004.03,304388.87,0.0009,192.4180,301751.55,306641.35,12.7062,KB
http_req_data_received_p75,67.03,0.09,66.97,67.10,0.0014,0.0653,66.20,67.86,12.7062,KB
e2e_output_token_throughput_p25,61.10,0.00,61.09,61.10,0.0001,0.0034,61.05,61.14,12.7062,tokens/sec/user
active_decode_throughput_std,6285.68,7.93,6280.07,6291.29,0.0013,5.6092,6214.41,6356.95,12.7062,tokens/sec
time_to_first_output_token_p5,614.81,7.66,609.39,620.22,0.0125,5.4147,546.01,683.61,12.7062,ms
http_req_connection_reused_p10,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
input_sequence_length_avg,1036.21,0.00,1036.21,1036.21,0.0000,0.0000,1036.21,1036.21,12.7062,tokens
input_sequence_length_sum,4774856.00,0.00,4774856.00,4774856.00,0.0000,0.0000,4774856.00,4774856.00,12.7062,tokens
input_sequence_length_p75,1036.00,0.00,1036.00,1036.00,0.0000,0.0000,1036.00,1036.00,12.7062,tokens
