metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
osl_mismatch_diff_pct_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_waiting_min,182.90,2.03,181.46,184.33,0.0111,1.4325,164.69,201.10,12.7062,ms
effective_prefill_throughput_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
http_req_chunks_sent_min,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
usage_prompt_tokens_p75,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
http_req_chunks_received_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,count
http_req_chunks_received_std,2.19,0.13,2.10,2.28,0.0578,0.0893,1.05,3.32,12.7062,count
request_latency_p1,3889.87,2.04,3888.43,3891.31,0.0005,1.4392,3871.58,3908.16,12.7062,ms
output_token_count_p25,249.75,0.71,249.25,250.25,0.0028,0.5000,243.40,256.10,12.7062,tokens
usage_total_tokens_p10,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
time_to_first_token_p1,183.47,1.59,182.35,184.59,0.0086,1.1211,169.22,197.71,12.7062,ms
time_to_second_token_std,0.70,0.05,0.66,0.73,0.0706,0.0349,0.26,1.14,12.7062,ms
http_req_receiving_max,3712.08,0.11,3712.00,3712.16,0.0000,0.0806,3711.05,3713.10,12.7062,ms
output_token_count_p95,398.27,1.03,397.55,399.00,0.0026,0.7250,389.06,407.49,12.7062,tokens
output_token_throughput_per_user_p90,137.94,0.00,137.94,137.94,0.0000,0.0024,137.91,137.97,12.7062,tokens/sec/user
usage_total_tokens_avg,1576.10,0.00,1576.10,1576.10,0.0000,0.0000,1576.10,1576.10,12.7062,tokens
usage_prompt_cache_read_tokens_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
reasoning_token_count_min,78.00,7.07,73.00,83.00,0.0907,5.0000,14.47,141.53,12.7062,tokens
active_prefill_throughput_min,3490.80,2032.88,2053.34,4928.26,0.5824,1437.4602,-14773.87,21755.46,12.7062,tokens/sec
http_req_blocked_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_dns_lookup_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_connecting_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_avg,239.32,1.97,237.93,240.72,0.0082,1.3929,221.63,257.02,12.7062,tokens
tokens_in_flight_avg,5227.69,0.32,5227.46,5227.91,0.0001,0.2264,5224.81,5230.56,12.7062,tokens
usage_total_tokens_p50,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
active_decode_throughput_per_user_avg,137.91,0.01,137.91,137.91,0.0000,0.0038,137.86,137.96,12.7062,tokens/sec/user
usage_prompt_tokens_p99,1065.00,0.00,1065.00,1065.00,0.0000,0.0000,1065.00,1065.00,12.7062,tokens
prefill_throughput_per_user_p75,5680.90,31.94,5658.31,5703.48,0.0056,22.5826,5393.96,5967.84,12.7062,tokens/sec/user
http_req_sending_p75,0.09,0.00,0.09,0.09,0.0447,0.0029,0.05,0.13,12.7062,ms
nvidia_energy_delay_product_avg,2331.74,0.18,2331.61,2331.86,0.0001,0.1242,2330.16,2333.31,12.7062,J*s
usage_reasoning_tokens_p50,206.00,7.07,201.00,211.00,0.0343,5.0000,142.47,269.53,12.7062,tokens
tokens_in_flight_p50,5227.21,0.60,5226.78,5227.63,0.0001,0.4255,5221.80,5232.62,12.7062,tokens
active_decode_throughput_per_user_p50,138.38,0.03,138.36,138.40,0.0002,0.0186,138.14,138.62,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
e2e_output_token_throughput_sum,40431.19,17.35,40418.92,40443.46,0.0004,12.2714,40275.27,40587.11,12.7062,tokens/sec/user
http_req_data_sent_p75,4.67,0.00,4.67,4.67,0.0000,0.0000,4.67,4.67,12.7062,KB
credit_to_start_latency_min,0.90,0.03,0.88,0.92,0.0361,0.0229,0.61,1.19,12.7062,ms
effective_decode_concurrency_avg,3.80,0.00,3.80,3.80,0.0005,0.0014,3.78,3.82,12.7062,requests
http_req_chunks_received_p90,510.00,0.00,510.00,510.00,0.0000,0.0000,510.00,510.00,12.7062,count
prefill_throughput_per_user_p99,5802.10,53.72,5764.11,5840.08,0.0093,37.9886,5319.40,6284.79,12.7062,tokens/sec/user
nvidia_total_gpu_power_avg,611.61,0.52,611.25,611.98,0.0008,0.3645,606.98,616.25,12.7062,W
time_to_second_token_p90,5.35,0.02,5.33,5.37,0.0046,0.0175,5.13,5.57,12.7062,ms
usage_completion_tokens_p75,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_total_tokens_max,1578.00,0.00,1578.00,1578.00,0.0000,0.0000,1578.00,1578.00,12.7062,tokens
http_req_sending_p99,1.68,0.05,1.64,1.72,0.0324,0.0385,1.19,2.17,12.7062,ms
input_sequence_length_p10,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
usage_total_tokens_std,0.33,0.00,0.33,0.33,0.0000,0.0000,0.33,0.33,12.7062,tokens
http_req_duration_p10,3894.17,1.73,3892.95,3895.39,0.0004,1.2198,3878.67,3909.67,12.7062,ms
output_token_throughput_avg,524.63,0.25,524.45,524.80,0.0005,0.1738,522.42,526.84,12.7062,tokens/sec
usage_prompt_cache_read_tokens_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_decode_concurrency_p50,4.00,0.00,4.00,4.00,0.0000,0.0000,4.00,4.00,12.7062,requests
http_req_duration_avg,3900.65,1.85,3899.34,3901.96,0.0005,1.3101,3884.00,3917.29,12.7062,ms
http_req_connecting_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_prefill_concurrency_avg,0.20,0.00,0.20,0.20,0.0099,0.0014,0.18,0.22,12.7062,requests
usage_reasoning_tokens_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
tokens_in_flight_max,6303.49,0.71,6302.99,6303.99,0.0001,0.5020,6297.11,6309.87,12.7062,tokens
active_decode_throughput_per_user_max,414.20,121.68,328.15,500.24,0.2938,86.0429,-679.08,1507.47,12.7062,tokens/sec/user
http_req_data_sent_p99,4.93,0.00,4.93,4.93,0.0000,0.0000,4.93,4.93,12.7062,KB
tokens_in_flight_std,625.43,0.24,625.25,625.60,0.0004,0.1720,623.24,627.61,12.7062,tokens
active_decode_throughput_per_user_std,7.86,0.01,7.85,7.87,0.0018,0.0100,7.73,7.98,12.7062,tokens/sec/user
http_req_blocked_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_duration_p50,3897.48,1.28,3896.57,3898.39,0.0003,0.9071,3885.96,3909.01,12.7062,ms
usage_completion_tokens_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
output_token_count_sum,83984.00,606.70,83555.00,84413.00,0.0072,429.0000,78533.04,89434.96,12.7062,tokens
effective_prefill_concurrency_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
http_req_connection_overhead_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_connection_overhead_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_latency_sum,1201843.49,567.99,1201441.85,1202245.12,0.0005,401.6301,1196740.29,1206946.68,12.7062,ms
http_req_connecting_p99,1.38,0.06,1.34,1.43,0.0460,0.0450,0.81,1.95,12.7062,ms
http_req_chunks_received_p75,510.00,0.00,510.00,510.00,0.0000,0.0000,510.00,510.00,12.7062,count
effective_decode_concurrency_max,4.00,0.00,4.00,4.00,0.0000,0.0000,4.00,4.00,12.7062,requests
active_prefill_throughput_per_user_p99,5778.44,62.46,5734.28,5822.60,0.0108,44.1628,5217.30,6339.58,12.7062,tokens/sec/user
effective_decode_concurrency_std,0.87,0.00,0.87,0.87,0.0046,0.0028,0.83,0.90,12.7062,requests
time_to_second_token_p75,5.19,0.05,5.15,5.22,0.0096,0.0353,4.74,5.64,12.7062,ms
http_req_receiving_p75,3709.29,0.22,3709.13,3709.44,0.0001,0.1565,3707.30,3711.28,12.7062,ms
effective_decode_throughput_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
http_req_dns_lookup_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_duration_max,4074.44,213.39,3923.55,4225.33,0.0524,150.8925,2157.17,5991.71,12.7062,ms
input_sequence_length_std,0.33,0.00,0.33,0.33,0.0000,0.0000,0.33,0.33,12.7062,tokens
http_req_duration_std,20.92,22.93,4.70,37.13,1.0963,16.2158,-185.12,226.96,12.7062,ms
output_sequence_length_p5,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
output_token_throughput_per_user_p5,137.72,0.01,137.72,137.73,0.0000,0.0041,137.67,137.78,12.7062,tokens/sec/user
effective_prefill_concurrency_max,4.00,0.00,4.00,4.00,0.0000,0.0000,4.00,4.00,12.7062,requests
effective_prefill_throughput_per_user_avg,281.70,0.01,281.70,281.71,0.0000,0.0065,281.62,281.78,12.7062,tokens/sec/user
e2e_output_token_throughput_min,125.83,6.59,121.17,130.49,0.0524,4.6597,66.62,185.04,12.7062,tokens/sec/user
active_decode_throughput_per_user_p90,141.77,0.05,141.74,141.80,0.0003,0.0321,141.37,142.18,12.7062,tokens/sec/user
http_req_chunks_received_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,count
http_req_blocked_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_receiving_p99,3711.04,0.46,3710.72,3711.37,0.0001,0.3238,3706.93,3715.16,12.7062,ms
effective_prefill_throughput_per_user_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec/user
output_token_throughput_per_user_p1,137.70,0.02,137.69,137.71,0.0001,0.0121,137.54,137.85,12.7062,tokens/sec/user
nvidia_energy_per_user_avg,46030.69,18.98,46017.27,46044.11,0.0004,13.4180,45860.20,46201.18,12.7062,joules/user
osl_mismatch_diff_pct_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_data_received_p25,129.10,0.02,129.09,129.12,0.0001,0.0133,128.93,129.27,12.7062,KB
http_req_connecting_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_prompt_tokens_p25,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
usage_total_tokens_p75,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
usage_prompt_tokens_p95,1065.00,0.00,1065.00,1065.00,0.0000,0.0000,1065.00,1065.00,12.7062,tokens
time_to_first_token_p10,185.38,1.74,184.15,186.61,0.0094,1.2324,169.72,201.04,12.7062,ms
output_token_count_min,12.50,0.71,12.00,13.00,0.0566,0.5000,6.15,18.85,12.7062,tokens
effective_latency_p10,3895.62,1.76,3894.38,3896.87,0.0005,1.2442,3879.81,3911.43,12.7062,ms
request_latency_avg,3900.52,1.90,3899.18,3901.87,0.0005,1.3448,3883.43,3917.61,12.7062,ms
http_req_connection_overhead_sum,10.56,0.33,10.32,10.79,0.0311,0.2324,7.60,13.51,12.7062,ms
time_to_first_token_avg,192.78,1.99,191.37,194.18,0.0103,1.4087,174.88,210.67,12.7062,ms
input_sequence_length_p90,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
http_req_duration_p90,3904.28,0.34,3904.04,3904.52,0.0001,0.2420,3901.20,3907.35,12.7062,ms
effective_prefill_throughput_per_user_max,5813.01,63.50,5768.11,5857.91,0.0109,44.9026,5242.47,6383.55,12.7062,tokens/sec/user
effective_prefill_throughput_per_user_std,1219.46,0.30,1219.24,1219.67,0.0002,0.2121,1216.76,1222.15,12.7062,tokens/sec/user
usage_prompt_cache_read_tokens_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
osl_mismatch_diff_pct_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
request_latency_p50,3897.44,1.30,3896.52,3898.36,0.0003,0.9197,3885.75,3909.12,12.7062,ms
time_to_first_token_p50,189.46,0.55,189.07,189.85,0.0029,0.3891,184.52,194.41,12.7062,ms
usage_total_tokens_p99,1577.00,0.00,1577.00,1577.00,0.0000,0.0000,1577.00,1577.00,12.7062,tokens
prefill_throughput_per_user_p95,5757.86,48.13,5723.82,5791.89,0.0084,34.0365,5325.38,6190.33,12.7062,tokens/sec/user
http_req_chunks_received_p1,501.03,2.78,499.07,503.00,0.0055,1.9650,476.07,526.00,12.7062,count
http_req_sending_p25,0.08,0.00,0.08,0.08,0.0523,0.0029,0.04,0.11,12.7062,ms
time_to_second_token_p1,3.47,0.04,3.45,3.50,0.0103,0.0254,3.15,3.80,12.7062,ms
http_req_sending_p95,0.11,0.00,0.11,0.11,0.0074,0.0006,0.10,0.12,12.7062,ms
http_req_total_p25,3895.56,0.85,3894.96,3896.16,0.0002,0.6002,3887.94,3903.19,12.7062,ms
usage_prompt_cache_read_tokens_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
usage_reasoning_tokens_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
tokens_in_flight_p99,6277.89,0.00,6277.89,6277.89,0.0000,0.0000,6277.89,6277.89,12.7062,tokens
http_req_total_p95,3906.61,0.26,3906.43,3906.79,0.0001,0.1808,3904.31,3908.90,12.7062,ms
active_decode_throughput_per_user_p99,143.66,0.32,143.44,143.88,0.0022,0.2237,140.82,146.50,12.7062,tokens/sec/user
http_req_data_sent_p25,4.46,0.00,4.46,4.46,0.0000,0.0000,4.46,4.46,12.7062,KB
http_req_chunks_sent_p5,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
time_to_first_output_token_sum,519428.95,7305.11,514263.46,524594.45,0.0141,5165.4944,453795.12,585062.78,12.7062,ms
http_req_data_sent_p95,4.86,0.00,4.86,4.86,0.0000,0.0000,4.86,4.86,12.7062,KB
request_latency_max,4074.57,213.39,3923.68,4225.46,0.0524,150.8875,2157.36,5991.78,12.7062,ms
input_sequence_length_p75,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
http_req_duration_p75,3900.47,0.76,3899.94,3901.01,0.0002,0.5359,3893.66,3907.28,12.7062,ms
time_to_first_token_max,367.04,213.75,215.90,518.18,0.5824,151.1414,-1553.39,2287.47,12.7062,ms
time_to_first_token_std,21.26,22.74,5.18,37.34,1.0698,16.0829,-183.09,225.61,12.7062,ms
effective_latency_std,20.88,22.92,4.67,37.09,1.0977,16.2081,-185.06,226.83,12.7062,ms
reasoning_token_count_p5,115.22,0.18,115.10,115.35,0.0015,0.1250,113.64,116.81,12.7062,tokens
effective_decode_concurrency_p99,4.00,0.00,4.00,4.00,0.0000,0.0000,4.00,4.00,12.7062,requests
http_req_chunks_sent_p1,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
osl_mismatch_count_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
http_req_data_received_sum,39784.16,10.04,39777.06,39791.25,0.0003,7.0986,39693.96,39874.35,12.7062,KB
active_prefill_throughput_per_user_p95,5747.19,27.16,5727.99,5766.40,0.0047,19.2035,5503.19,5991.20,12.7062,tokens/sec/user
http_req_blocked_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_duration_p99,4056.27,198.22,3916.10,4196.43,0.0489,140.1639,2275.32,5837.22,12.7062,ms
http_req_connection_overhead_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_prefill_concurrency_p99,4.00,0.00,4.00,4.00,0.0000,0.0000,4.00,4.00,12.7062,requests
inter_chunk_latency_p25,7.22,0.00,7.22,7.22,0.0000,0.0002,7.22,7.23,12.7062,ms
credit_to_start_latency_p5,1.30,0.01,1.29,1.30,0.0067,0.0062,1.22,1.38,12.7062,ms
inter_chunk_latency_p95,7.45,0.00,7.45,7.45,0.0001,0.0003,7.44,7.45,12.7062,ms
http_req_receiving_p25,3706.94,0.13,3706.85,3707.03,0.0000,0.0907,3705.79,3708.09,12.7062,ms
http_req_blocked_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_receiving_p95,3710.35,0.11,3710.27,3710.42,0.0000,0.0778,3709.36,3711.33,12.7062,ms
decode_duration_p25,3706.68,0.12,3706.59,3706.76,0.0000,0.0845,3705.60,3707.75,12.7062,ms
effective_concurrency_p95,4.00,0.00,4.00,4.00,0.0000,0.0000,4.00,4.00,12.7062,requests
http_req_dns_lookup_avg,0.01,0.00,0.01,0.01,0.0401,0.0004,0.01,0.02,12.7062,ms
effective_latency_p90,3905.71,0.37,3905.45,3905.97,0.0001,0.2598,3902.41,3909.02,12.7062,ms
http_req_total_sum,1201410.22,570.32,1201006.94,1201813.50,0.0005,403.2770,1196286.10,1206534.34,12.7062,ms
time_to_first_output_token_p10,1155.33,12.32,1146.61,1164.04,0.0107,8.7136,1044.61,1266.05,12.7062,ms
total_usage_reasoning_tokens_avg,73712.00,606.70,73283.00,74141.00,0.0082,429.0000,68261.04,79162.96,12.7062,tokens
http_req_dns_lookup_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_prefill_throughput_avg,1090.34,0.51,1089.98,1090.70,0.0005,0.3612,1085.75,1094.93,12.7062,tokens/sec
effective_prefill_throughput_per_user_p99,5680.76,38.15,5653.78,5707.74,0.0067,26.9771,5337.98,6023.54,12.7062,tokens/sec/user
output_sequence_length_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
output_token_throughput_per_user_p10,137.74,0.00,137.74,137.74,0.0000,0.0022,137.71,137.77,12.7062,tokens/sec/user
nvidia_performance_per_watt_avg,0.00,0.00,0.00,0.00,0.0004,0.0000,0.00,0.00,12.7062,requests/sec/W
input_sequence_length_p1,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
http_req_duration_p1,3891.69,2.02,3890.26,3893.12,0.0005,1.4290,3873.53,3909.85,12.7062,ms
effective_prefill_throughput_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
output_sequence_length_avg,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
output_token_throughput_per_user_avg,137.82,0.00,137.82,137.82,0.0000,0.0024,137.79,137.85,12.7062,tokens/sec/user
