metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_connecting_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
active_prefill_throughput_per_user_p99,56231.17,6.62,56226.49,56235.86,0.0001,4.6835,56171.66,56290.68,12.7062,tokens/sec/user
output_token_throughput_per_user_p25,242.50,0.08,242.44,242.56,0.0003,0.0594,241.74,243.25,12.7062,tokens/sec/user
http_req_dns_lookup_avg,0.01,0.00,0.01,0.01,0.0209,0.0001,0.01,0.01,12.7062,ms
e2e_output_token_throughput_p99,240.98,0.06,240.94,241.03,0.0002,0.0422,240.45,241.52,12.7062,tokens/sec/user
usage_total_tokens_p99,1550.00,0.00,1550.00,1550.00,0.0000,0.0000,1550.00,1550.00,12.7062,tokens
usage_reasoning_tokens_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_latency_p5,2126.46,0.51,2126.10,2126.82,0.0002,0.3586,2121.90,2131.01,12.7062,ms
http_req_duration_p10,2125.35,0.42,2125.05,2125.64,0.0002,0.2958,2121.59,2129.10,12.7062,ms
active_prefill_throughput_std,10932.32,59.24,10890.43,10974.20,0.0054,41.8896,10400.06,11464.57,12.7062,tokens/sec
time_to_first_output_token_sum,4974.99,31.96,4952.39,4997.59,0.0064,22.5987,4687.84,5262.13,12.7062,ms
http_req_total_avg,2142.38,0.42,2142.09,2142.68,0.0002,0.2969,2138.61,2146.16,12.7062,ms
http_req_chunks_sent_max,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
usage_completion_tokens_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_total_p25,2126.45,0.28,2126.25,2126.65,0.0001,0.2004,2123.91,2129.00,12.7062,ms
http_req_waiting_p50,41.58,0.15,41.47,41.68,0.0036,0.1060,40.23,42.92,12.7062,ms
http_req_dns_lookup_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
e2e_output_token_throughput_std,1.21,0.02,1.20,1.23,0.0192,0.0164,1.00,1.42,12.7062,tokens/sec/user
decode_duration_p95,2108.06,0.95,2107.39,2108.73,0.0004,0.6703,2099.54,2116.58,12.7062,ms
effective_decode_concurrency_p90,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,requests
effective_total_throughput_max,56952.97,210.06,56804.44,57101.51,0.0037,148.5371,55065.63,58840.32,12.7062,tokens/sec
nvidia_total_gpu_energy_avg,142881.90,1181.59,142046.38,143717.41,0.0083,835.5120,132265.71,153498.08,12.7062,J
prefill_throughput_per_user_max,56952.73,210.10,56804.17,57101.30,0.0037,148.5656,55065.03,58840.44,12.7062,tokens/sec/user
usage_prompt_cache_read_tokens_sum,40960.00,0.00,40960.00,40960.00,0.0000,0.0000,40960.00,40960.00,12.7062,tokens
http_req_data_sent_p95,5.05,0.00,5.05,5.05,0.0000,0.0000,5.05,5.05,12.7062,KB
output_token_count_p95,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_sending_p99,0.12,0.01,0.12,0.13,0.0592,0.0052,0.06,0.19,12.7062,ms
http_req_total_min,2124.37,0.70,2123.88,2124.87,0.0003,0.4917,2118.13,2130.62,12.7062,ms
http_req_connecting_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
inter_chunk_latency_p5,3.92,0.00,3.92,3.92,0.0001,0.0004,3.92,3.93,12.7062,ms
