metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
e2e_output_token_throughput_max,67.01,0.20,66.87,67.15,0.0030,0.1417,65.21,68.81,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_concurrency_std,1.00,0.25,0.82,1.17,0.2542,0.1789,-1.28,3.27,12.7062,requests
effective_decode_throughput_avg,4172.43,4.11,4169.52,4175.33,0.0010,2.9045,4135.52,4209.33,12.7062,tokens/sec
time_to_second_token_p95,29.10,1.08,28.34,29.87,0.0371,0.7641,19.39,38.81,12.7062,ms
effective_decode_throughput_per_user_p50,67.16,0.08,67.10,67.22,0.0012,0.0591,66.41,67.91,12.7062,tokens/sec/user
http_req_sending_std,0.72,0.14,0.62,0.82,0.1954,0.0995,-0.54,1.99,12.7062,ms
request_throughput_avg,8.17,0.01,8.16,8.17,0.0010,0.0057,8.09,8.24,12.7062,requests/sec
request_latency_p10,7714.29,6.49,7709.71,7718.88,0.0008,4.5862,7656.02,7772.57,12.7062,ms
input_sequence_length_p99,1039.05,0.00,1039.05,1039.05,0.0000,0.0000,1039.05,1039.05,12.7062,tokens
prefill_throughput_per_user_p10,7710.09,1078.44,6947.52,8472.67,0.1399,762.5750,-1979.34,17399.53,12.7062,tokens/sec/user
reasoning_token_count_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
usage_prompt_tokens_avg,1039.01,0.00,1039.01,1039.01,0.0000,0.0000,1039.01,1039.01,12.7062,tokens
tokens_in_flight_std,9493.15,39.28,9465.37,9520.92,0.0041,27.7740,9140.25,9846.05,12.7062,tokens
effective_latency_std,448.50,6.11,444.19,452.82,0.0136,4.3197,393.62,503.39,12.7062,ms
e2e_output_token_throughput_min,46.69,1.65,45.52,47.86,0.0354,1.1701,31.82,61.56,12.7062,tokens/sec/user
request_latency_p1,7684.46,8.73,7678.28,7690.63,0.0011,6.1732,7606.02,7762.89,12.7062,ms
input_sequence_length_p10,1039.00,0.00,1039.00,1039.00,0.0000,0.0000,1039.00,1039.00,12.7062,tokens
