metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_data_received_p1,109.27,7.20,104.18,114.36,0.0659,5.0923,44.57,173.98,12.7062,KB
output_sequence_length_min,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
reasoning_token_count_avg,1.21,0.32,0.98,1.43,0.2630,0.2243,-1.64,4.06,12.7062,tokens
input_sequence_length_p25,1033.00,0.00,1033.00,1033.00,0.0000,0.0000,1033.00,1033.00,12.7062,tokens
decode_duration_avg,2168.22,0.32,2168.00,2168.45,0.0001,0.2258,2165.35,2171.09,12.7062,ms
active_prefill_throughput_per_user_min,12646.08,640.63,12193.09,13099.07,0.0507,452.9922,6890.27,18401.89,12.7062,tokens/sec/user
http_req_duration_min,2203.37,0.41,2203.07,2203.66,0.0002,0.2908,2199.67,2207.06,12.7062,ms
http_req_connection_reused_avg,0.99,0.00,0.99,0.99,0.0000,0.0000,0.99,0.99,12.7062,ratio
prefill_throughput_per_user_p50,27441.96,226.79,27281.59,27602.32,0.0083,160.3665,25404.31,29479.61,12.7062,tokens/sec/user
inter_chunk_latency_min,0.50,0.02,0.48,0.51,0.0461,0.0161,0.29,0.70,12.7062,ms
usage_completion_tokens_p75,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
decode_duration_max,2174.48,0.07,2174.43,2174.53,0.0000,0.0469,2173.88,2175.08,12.7062,ms
request_latency_p50,2207.09,0.75,2206.56,2207.62,0.0003,0.5296,2200.36,2213.82,12.7062,ms
http_req_chunks_sent_p99,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
usage_prompt_tokens_p90,1034.00,0.00,1034.00,1034.00,0.0000,0.0000,1034.00,1034.00,12.7062,tokens
http_req_data_received_min,79.64,3.75,76.99,82.29,0.0471,2.6538,45.92,113.36,12.7062,KB
prefill_throughput_per_user_p95,28407.05,61.02,28363.91,28450.20,0.0021,43.1446,27858.85,28955.26,12.7062,tokens/sec/user
output_token_count_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_waiting_p5,36.25,0.07,36.20,36.30,0.0019,0.0486,35.63,36.87,12.7062,ms
http_req_data_sent_p10,4.49,0.00,4.49,4.49,0.0000,0.0000,4.49,4.49,12.7062,KB
active_decode_throughput_per_user_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec/user
output_sequence_length_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_chunks_received_p5,500.07,1.31,499.15,501.00,0.0026,0.9250,488.32,511.83,12.7062,count
time_to_second_token_p25,0.56,0.00,0.56,0.56,0.0056,0.0022,0.53,0.59,12.7062,ms
credit_to_start_latency_p25,1.37,0.01,1.36,1.37,0.0061,0.0059,1.29,1.44,12.7062,ms
effective_total_throughput_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
decode_duration_p50,2169.28,0.58,2168.87,2169.69,0.0003,0.4077,2164.10,2174.46,12.7062,ms
active_prefill_throughput_per_user_p90,28115.97,18.38,28102.97,28128.96,0.0007,12.9996,27950.79,28281.14,12.7062,tokens/sec/user
time_to_first_output_token_p1,36.01,0.02,36.00,36.03,0.0006,0.0152,35.82,36.20,12.7062,ms
inter_chunk_latency_p90,4.44,0.00,4.44,4.44,0.0001,0.0004,4.43,4.44,12.7062,ms
http_req_data_sent_p99,5.17,0.00,5.17,5.17,0.0000,0.0000,5.17,5.17,12.7062,KB
time_to_first_token_max,81.79,4.14,78.86,84.72,0.0507,2.9298,44.56,119.02,12.7062,ms
reasoning_token_count_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_chunks_received_std,15.40,3.38,13.01,17.79,0.2195,2.3909,-14.98,45.78,12.7062,count
usage_total_tokens_avg,1545.13,0.00,1545.13,1545.13,0.0000,0.0000,1545.13,1545.13,12.7062,tokens
usage_prompt_cache_read_tokens_p25,1024.00,0.00,1024.00,1024.00,0.0000,0.0000,1024.00,1024.00,12.7062,tokens
decode_duration_p95,2171.73,0.60,2171.31,2172.16,0.0003,0.4225,2166.36,2177.10,12.7062,ms
http_req_connecting_p99,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_sending_p10,0.07,0.00,0.07,0.07,0.0141,0.0007,0.06,0.08,12.7062,ms
active_prefill_throughput_avg,88885.68,1042.65,88148.41,89622.94,0.0117,737.2659,79517.83,98253.53,12.7062,tokens/sec
http_req_dns_lookup_max,1.22,0.03,1.20,1.24,0.0252,0.0217,0.94,1.49,12.7062,ms
http_req_connection_overhead_avg,0.02,0.00,0.02,0.02,0.0321,0.0005,0.01,0.03,12.7062,ms
request_latency_std,19.38,2.39,17.69,21.06,0.1231,1.6866,-2.05,40.81,12.7062,ms
osl_mismatch_count_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,requests
active_decode_throughput_per_user_p90,247.46,0.32,247.24,247.69,0.0013,0.2275,244.57,250.35,12.7062,tokens/sec/user
time_to_first_output_token_min,35.40,0.32,35.17,35.62,0.0090,0.2244,32.55,38.25,12.7062,ms
effective_concurrency_max,4.00,0.00,4.00,4.00,0.0000,0.0000,4.00,4.00,12.7062,requests
effective_total_throughput_p90,942.83,0.23,942.67,942.99,0.0002,0.1595,940.81,944.86,12.7062,tokens/sec
