metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
osl_mismatch_diff_pct_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
http_req_waiting_min,265.18,0.55,264.79,265.57,0.0021,0.3895,260.23,270.13,12.7062,ms
effective_prefill_throughput_p90,51967.84,35.61,51942.67,51993.02,0.0007,25.1783,51647.92,52287.77,12.7062,tokens/sec
http_req_chunks_sent_min,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
usage_prompt_tokens_p75,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
http_req_chunks_received_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,count
http_req_chunks_received_std,2.37,0.04,2.34,2.40,0.0181,0.0304,1.98,2.75,12.7062,count
request_latency_p1,9922.94,3.03,9920.80,9925.08,0.0003,2.1401,9895.74,9950.13,12.7062,ms
output_token_count_p25,240.50,2.12,239.00,242.00,0.0088,1.5000,221.44,259.56,12.7062,tokens
http_req_receiving_max,10525.96,0.79,10525.40,10526.52,0.0001,0.5596,10518.85,10533.07,12.7062,ms
time_to_first_token_p1,605.50,0.86,604.89,606.10,0.0014,0.6063,597.79,613.20,12.7062,ms
time_to_second_token_std,104.28,0.03,104.26,104.30,0.0003,0.0193,104.04,104.53,12.7062,ms
usage_total_tokens_p10,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
output_token_count_p95,390.00,0.00,390.00,390.00,0.0000,0.0000,390.00,390.00,12.7062,tokens
output_token_throughput_per_user_p90,55.77,0.01,55.76,55.77,0.0001,0.0043,55.71,55.82,12.7062,tokens/sec/user
usage_total_tokens_avg,1576.21,0.00,1576.21,1576.21,0.0000,0.0000,1576.21,1576.21,12.7062,tokens
usage_prompt_cache_read_tokens_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
reasoning_token_count_min,65.50,3.54,63.00,68.00,0.0540,2.5000,33.73,97.27,12.7062,tokens
active_prefill_throughput_min,360.85,2.05,359.40,362.30,0.0057,1.4498,342.42,379.27,12.7062,tokens/sec
http_req_blocked_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_connecting_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_avg,243.63,0.47,243.30,243.97,0.0019,0.3347,239.38,247.89,12.7062,tokens
http_req_dns_lookup_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
tokens_in_flight_avg,163178.79,36.55,163152.94,163204.64,0.0002,25.8470,162850.37,163507.21,12.7062,tokens
usage_total_tokens_p50,1576.00,0.00,1576.00,1576.00,0.0000,0.0000,1576.00,1576.00,12.7062,tokens
active_decode_throughput_per_user_avg,47.62,0.01,47.62,47.63,0.0002,0.0053,47.56,47.69,12.7062,tokens/sec/user
usage_prompt_tokens_p99,1065.00,0.00,1065.00,1065.00,0.0000,0.0000,1065.00,1065.00,12.7062,tokens
prefill_throughput_per_user_p75,1061.46,1.80,1060.18,1062.73,0.0017,1.2745,1045.26,1077.65,12.7062,tokens/sec/user
http_req_sending_p75,0.14,0.00,0.14,0.14,0.0048,0.0005,0.13,0.14,12.7062,ms
nvidia_energy_delay_product_avg,975.68,0.21,975.53,975.83,0.0002,0.1503,973.77,977.59,12.7062,J*s
usage_reasoning_tokens_p50,213.50,0.71,213.00,214.00,0.0033,0.5000,207.15,219.85,12.7062,tokens
tokens_in_flight_p50,162453.88,77.47,162399.10,162508.66,0.0005,54.7786,161757.85,163149.91,12.7062,tokens
active_decode_throughput_per_user_p50,63.67,0.01,63.65,63.68,0.0002,0.0106,63.53,63.80,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
e2e_output_token_throughput_sum,169448.88,4.48,169445.71,169452.05,0.0000,3.1662,169408.65,169489.11,12.7062,tokens/sec/user
http_req_data_sent_p75,4.68,0.00,4.68,4.68,0.0000,0.0000,4.68,4.68,12.7062,KB
credit_to_start_latency_min,0.85,0.06,0.81,0.89,0.0659,0.0398,0.35,1.36,12.7062,ms
effective_decode_concurrency_avg,112.16,0.07,112.11,112.21,0.0006,0.0482,111.55,112.77,12.7062,requests
http_req_chunks_received_p90,510.00,0.00,510.00,510.00,0.0000,0.0000,510.00,510.00,12.7062,count
prefill_throughput_per_user_p99,1757.26,2.51,1755.48,1759.04,0.0014,1.7780,1734.67,1779.85,12.7062,tokens/sec/user
nvidia_total_gpu_power_avg,1060.10,0.08,1060.04,1060.15,0.0001,0.0565,1059.38,1060.81,12.7062,W
time_to_second_token_p90,339.73,0.30,339.53,339.94,0.0009,0.2092,337.08,342.39,12.7062,ms
usage_completion_tokens_p75,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_total_tokens_max,1577.00,0.00,1577.00,1577.00,0.0000,0.0000,1577.00,1577.00,12.7062,tokens
http_req_sending_p99,3.37,0.22,3.21,3.53,0.0661,0.1574,1.37,5.37,12.7062,ms
input_sequence_length_p10,1064.00,0.00,1064.00,1064.00,0.0000,0.0000,1064.00,1064.00,12.7062,tokens
usage_total_tokens_std,0.41,0.00,0.41,0.41,0.0000,0.0000,0.41,0.41,12.7062,tokens
http_req_duration_p10,10595.83,119.79,10511.13,10680.53,0.0113,84.7027,9519.58,11672.08,12.7062,ms
