metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
request_latency_p95,5287.31,0.45,5286.99,5287.63,0.0001,0.3208,5283.23,5291.38,12.7062,ms
http_req_chunks_received_max,509.50,0.71,509.00,510.00,0.0014,0.5000,503.15,515.85,12.7062,count
active_decode_throughput_avg,6469.74,0.72,6469.23,6470.25,0.0001,0.5106,6463.26,6476.23,12.7062,tokens/sec
http_req_blocked_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
output_sequence_length_p5,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
time_to_second_token_sum,748701.43,656.77,748237.03,749165.84,0.0009,464.4051,742800.61,754602.26,12.7062,ms
time_to_second_token_p1,4.08,0.04,4.06,4.11,0.0094,0.0270,3.74,4.43,12.7062,ms
http_req_data_received_p90,141.01,0.09,140.94,141.07,0.0006,0.0645,140.19,141.82,12.7062,KB
nvidia_energy_per_user_avg,3886.42,2.05,3884.98,3887.87,0.0005,1.4473,3868.03,3904.81,12.7062,joules/user
usage_prompt_tokens_p75,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
active_total_throughput_std,24632.71,60.08,24590.23,24675.19,0.0024,42.4800,24092.95,25172.47,12.7062,tokens/sec
credit_to_start_latency_std,1.63,0.40,1.35,1.92,0.2453,0.2834,-1.97,5.23,12.7062,ms
http_req_data_received_p25,133.90,0.00,133.90,133.90,0.0000,0.0000,133.90,133.90,12.7062,KB
effective_total_throughput_p95,90637.32,453.50,90316.65,90958.00,0.0050,320.6743,86562.77,94711.88,12.7062,tokens/sec
credit_to_start_latency_p10,2.09,0.72,1.58,2.60,0.3469,0.5126,-4.42,8.60,12.7062,ms
http_req_total_p75,5278.75,3.82,5276.05,5281.45,0.0007,2.7036,5244.40,5313.10,12.7062,ms
output_token_throughput_per_user_p95,126.53,0.50,126.18,126.89,0.0040,0.3557,122.01,131.05,12.7062,tokens/sec/user
effective_prefill_throughput_per_user_avg,293.19,1.02,292.47,293.92,0.0035,0.7212,284.03,302.36,12.7062,tokens/sec/user
usage_completion_tokens_p99,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
prefill_throughput_per_user_avg,1465.47,5.11,1461.86,1469.09,0.0035,3.6111,1419.59,1511.36,12.7062,tokens/sec/user
effective_prefill_throughput_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
time_to_first_token_p75,1198.78,9.09,1192.35,1205.20,0.0076,6.4280,1117.10,1280.45,12.7062,ms
output_sequence_length_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_prefill_concurrency_max,64.00,0.00,64.00,64.00,0.0000,0.0000,64.00,64.00,12.7062,requests
http_req_connection_reused_p75,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
output_sequence_length_p10,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_prompt_tokens_p1,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
http_req_chunks_received_avg,488.06,0.18,487.93,488.18,0.0004,0.1266,486.45,489.66,12.7062,count
credit_to_start_latency_sum,14326.30,4529.22,11123.66,17528.94,0.3161,3202.6406,-26367.11,55019.71,12.7062,ms
decode_duration_min,3989.77,5.79,3985.68,3993.87,0.0015,4.0930,3937.77,4041.78,12.7062,ms
effective_decode_throughput_std,3490.23,0.31,3490.01,3490.46,0.0001,0.2220,3487.41,3493.05,12.7062,tokens/sec
inter_chunk_latency_p99,20.49,4.10,17.59,23.38,0.2001,2.8991,-16.35,57.32,12.7062,ms
http_req_total_sum,19241916.67,11735.47,19233618.44,19250214.90,0.0006,8298.2328,19136477.62,19347355.71,12.7062,ms
http_req_total_p1,5255.23,3.15,5253.00,5257.46,0.0006,2.2293,5226.90,5283.56,12.7062,ms
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_prefill_throughput_p95,90535.03,453.55,90214.32,90855.73,0.0050,320.7065,86460.07,94609.99,12.7062,tokens/sec
time_to_first_token_p1,279.12,1.97,277.72,280.51,0.0071,1.3924,261.42,296.81,12.7062,ms
http_req_duration_min,5243.43,6.25,5239.01,5247.84,0.0012,4.4181,5187.29,5299.56,12.7062,ms
http_req_connection_reused_sum,3584.00,0.00,3584.00,3584.00,0.0000,0.0000,3584.00,3584.00,12.7062,ratio
http_req_connection_reused_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ratio
inter_chunk_latency_p5,7.08,0.03,7.06,7.10,0.0037,0.0183,6.85,7.31,12.7062,ms
output_token_count_min,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,tokens
http_req_blocked_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_prefill_concurrency_avg,10.10,0.00,10.10,10.10,0.0003,0.0022,10.07,10.13,12.7062,requests
input_sequence_length_p90,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
http_req_receiving_p90,4838.87,0.49,4838.53,4839.22,0.0001,0.3435,4834.51,4843.24,12.7062,ms
http_req_blocked_p95,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
input_sequence_length_p25,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
output_sequence_length_p95,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_receiving_p25,4078.30,3.49,4075.83,4080.77,0.0009,2.4668,4046.96,4109.64,12.7062,ms
benchmark_duration_avg,301.02,0.07,300.97,301.07,0.0002,0.0527,300.35,301.69,12.7062,sec
effective_concurrency_p90,64.00,0.00,64.00,64.00,0.0000,0.0000,64.00,64.00,12.7062,requests
http_req_data_received_p75,139.04,0.09,138.97,139.10,0.0007,0.0658,138.20,139.87,12.7062,KB
http_req_data_sent_min,3.93,0.00,3.93,3.93,0.0000,0.0000,3.93,3.93,12.7062,KB
osl_mismatch_diff_pct_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
decode_duration_p75,4647.55,2.90,4645.50,4649.60,0.0006,2.0535,4621.46,4673.64,12.7062,ms
tokens_in_flight_std,10828.47,6.07,10824.18,10832.76,0.0006,4.2920,10773.93,10883.01,12.7062,tokens
osl_mismatch_diff_pct_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
nvidia_energy_per_output_token_avg,133.17,0.07,133.12,133.22,0.0005,0.0496,132.54,133.80,12.7062,mJ/token
e2e_output_token_throughput_p25,97.00,0.07,96.94,97.05,0.0007,0.0509,96.35,97.64,12.7062,tokens/sec/user
http_req_connection_overhead_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_first_output_token_min,3702.12,104.36,3628.32,3775.91,0.0282,73.7925,2764.49,4639.74,12.7062,ms
http_req_duration_std,9.56,3.38,7.17,11.95,0.3535,2.3898,-20.81,39.92,12.7062,ms
usage_completion_tokens_p50,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
active_decode_throughput_p90,8421.57,7.09,8416.56,8426.59,0.0008,5.0153,8357.85,8485.30,12.7062,tokens/sec
active_prefill_throughput_per_user_max,3912.50,84.15,3852.99,3972.00,0.0215,59.5023,3156.45,4668.54,12.7062,tokens/sec/user
inter_token_latency_min,7.81,0.01,7.80,7.82,0.0015,0.0080,7.71,7.91,12.7062,ms
http_req_data_received_p1,128.33,0.01,128.32,128.33,0.0000,0.0037,128.28,128.37,12.7062,KB
usage_total_tokens_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_connection_overhead_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
decode_duration_sum,16198269.69,11869.75,16189876.51,16206662.87,0.0007,8393.1776,16091624.25,16304915.12,12.7062,ms
decode_duration_p1,4009.01,0.43,4008.71,4009.32,0.0001,0.3049,4005.14,4012.89,12.7062,ms
output_token_count_p75,77.75,3.89,75.00,80.50,0.0500,2.7500,42.81,112.69,12.7062,tokens
usage_total_tokens_p10,1552.00,0.00,1552.00,1552.00,0.0000,0.0000,1552.00,1552.00,12.7062,tokens
osl_mismatch_diff_pct_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
inter_chunk_latency_p50,7.93,0.00,7.93,7.93,0.0000,0.0000,7.93,7.93,12.7062,ms
nvidia_total_gpu_energy_avg,248731.10,131.00,248638.47,248823.73,0.0005,92.6295,247554.13,249908.07,12.7062,J
usage_prompt_tokens_max,1040.00,0.00,1040.00,1040.00,0.0000,0.0000,1040.00,1040.00,12.7062,tokens
http_req_sending_p90,0.25,0.15,0.14,0.36,0.6069,0.1076,-1.12,1.62,12.7062,ms
http_req_waiting_p5,432.16,5.25,428.45,435.87,0.0121,3.7093,385.03,479.29,12.7062,ms
usage_completion_tokens_p95,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
total_output_tokens_avg,6723.00,230.52,6560.00,6886.00,0.0343,163.0000,4651.89,8794.11,12.7062,tokens
usage_prompt_cache_read_tokens_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_duration_sum,19241693.33,11789.45,19233356.93,19250029.74,0.0006,8336.4030,19135769.29,19347617.38,12.7062,ms
http_req_sending_p25,0.09,0.03,0.07,0.11,0.3290,0.0216,-0.18,0.37,12.7062,ms
effective_prefill_throughput_per_user_p90,1136.04,1.66,1134.87,1137.21,0.0015,1.1715,1121.15,1150.92,12.7062,tokens/sec/user
http_req_chunks_sent_min,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
reasoning_token_count_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
usage_prompt_cache_read_tokens_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
inter_chunk_latency_p95,12.02,0.32,11.80,12.24,0.0262,0.2227,9.19,14.85,12.7062,ms
output_token_count_sum,6723.00,230.52,6560.00,6886.00,0.0343,163.0000,4651.89,8794.11,12.7062,tokens
time_to_first_token_max,1309.65,48.49,1275.37,1343.94,0.0370,34.2883,873.98,1745.33,12.7062,ms
output_token_count_p1,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,tokens
