metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
e2e_output_token_throughput_p25,189.19,0.41,188.90,189.48,0.0022,0.2891,185.52,192.86,12.7062,tokens/sec/user
http_req_data_sent_sum,505.94,0.00,505.94,505.94,0.0000,0.0000,505.94,505.94,12.7062,KB
credit_to_start_latency_sum,154.62,1.52,153.55,155.69,0.0098,1.0716,141.01,168.24,12.7062,ms
inter_token_latency_p99,5.04,0.00,5.04,5.04,0.0001,0.0005,5.03,5.04,12.7062,ms
time_to_first_output_token_max,2209.12,557.50,1814.90,2603.33,0.2524,394.2116,-2799.82,7218.05,12.7062,ms
active_decode_throughput_std,18.11,0.06,18.06,18.15,0.0035,0.0445,17.54,18.67,12.7062,tokens/sec
http_req_chunks_received_std,7.85,0.27,7.65,8.04,0.0349,0.1937,5.39,10.31,12.7062,count
total_usage_prompt_tokens_avg,118125.00,0.00,118125.00,118125.00,0.0000,0.0000,118125.00,118125.00,12.7062,tokens
input_sequence_length_std,0.44,0.00,0.44,0.44,0.0000,0.0000,0.44,0.44,12.7062,tokens
http_req_receiving_p99,2573.47,0.15,2573.36,2573.58,0.0001,0.1079,2572.10,2574.84,12.7062,ms
decode_duration_min,2564.50,0.83,2563.91,2565.08,0.0003,0.5840,2557.08,2571.92,12.7062,ms
http_req_waiting_min,129.52,3.08,127.35,131.70,0.0238,2.1755,101.88,157.16,12.7062,ms
http_req_connecting_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_latency_min,2700.62,3.64,2698.05,2703.19,0.0013,2.5723,2667.94,2733.30,12.7062,ms
credit_to_start_latency_p90,1.44,0.03,1.42,1.45,0.0184,0.0187,1.20,1.67,12.7062,ms
inter_chunk_latency_p25,5.02,0.00,5.02,5.02,0.0000,0.0001,5.02,5.02,12.7062,ms
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_blocked_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_data_sent_std,0.16,0.00,0.16,0.16,0.0000,0.0000,0.16,0.16,12.7062,KB
time_to_first_token_sum,15480.40,200.00,15338.98,15621.82,0.0129,141.4220,13683.46,17277.34,12.7062,ms
http_req_chunks_sent_p1,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
e2e_output_token_throughput_p50,189.29,0.37,189.03,189.55,0.0019,0.2599,185.99,192.59,12.7062,tokens/sec/user
total_usage_reasoning_tokens_avg,20468.50,946.82,19799.00,21138.00,0.0463,669.5000,11961.70,28975.30,12.7062,tokens
credit_to_start_latency_avg,1.39,0.01,1.38,1.40,0.0098,0.0097,1.27,1.52,12.7062,ms
effective_decode_throughput_avg,188.41,0.10,188.33,188.48,0.0006,0.0738,187.47,189.34,12.7062,tokens/sec
http_req_connection_overhead_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
tokens_in_flight_p99,1570.94,0.01,1570.93,1570.94,0.0000,0.0050,1570.87,1571.00,12.7062,tokens
time_to_first_token_p90,138.09,5.69,134.06,142.12,0.0412,4.0266,86.93,189.25,12.7062,ms
reasoning_token_count_p90,265.50,13.44,256.00,275.00,0.0506,9.5000,144.79,386.21,12.7062,tokens
http_req_connecting_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
credit_to_start_latency_max,2.42,0.12,2.33,2.50,0.0502,0.0858,1.33,3.51,12.7062,ms
e2e_output_token_throughput_p5,188.94,0.30,188.73,189.15,0.0016,0.2113,186.25,191.62,12.7062,tokens/sec/user
time_to_first_token_p95,140.55,4.57,137.32,143.78,0.0325,3.2294,99.52,181.59,12.7062,ms
reasoning_token_count_p95,298.75,20.15,284.50,313.00,0.0675,14.2500,117.69,479.81,12.7062,tokens
inter_token_latency_p25,5.03,0.00,5.03,5.03,0.0001,0.0003,5.02,5.03,12.7062,ms
http_req_blocked_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_first_token_avg,139.46,1.80,138.19,140.74,0.0129,1.2741,123.27,155.65,12.7062,ms
output_token_count_p90,395.30,1.27,394.40,396.20,0.0032,0.9000,383.86,406.74,12.7062,tokens
reasoning_token_count_avg,184.40,8.53,178.37,190.43,0.0463,6.0315,107.76,261.04,12.7062,tokens
inter_chunk_latency_p50,5.03,0.00,5.03,5.03,0.0001,0.0005,5.02,5.04,12.7062,ms
http_req_duration_p99,2745.15,35.08,2720.35,2769.95,0.0128,24.8022,2430.01,3060.29,12.7062,ms
prefill_throughput_per_user_p99,8199.47,200.71,8057.54,8341.40,0.0245,141.9264,6396.12,10002.82,12.7062,tokens/sec/user
active_prefill_throughput_std,1012.36,1121.46,219.37,1805.36,1.1078,792.9947,-9063.59,11088.32,12.7062,tokens/sec
active_decode_throughput_per_user_p90,203.29,0.69,202.80,203.78,0.0034,0.4888,197.08,209.50,12.7062,tokens/sec/user
request_latency_p10,2700.15,3.90,2697.39,2702.90,0.0014,2.7571,2665.11,2735.18,12.7062,ms
active_total_throughput_p95,4148.72,4449.94,1002.14,7295.30,1.0726,3146.5801,-35832.37,44129.81,12.7062,tokens/sec
http_req_connection_reused_p25,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
decode_duration_p99,2573.31,0.35,2573.06,2573.56,0.0001,0.2500,2570.13,2576.49,12.7062,ms
http_req_waiting_p99,172.54,32.81,149.34,195.75,0.1902,23.2017,-122.26,467.35,12.7062,ms
output_token_count_p95,410.77,1.52,409.70,411.85,0.0037,1.0750,397.12,424.43,12.7062,tokens
http_req_receiving_p25,2569.13,0.17,2569.01,2569.25,0.0001,0.1200,2567.61,2570.66,12.7062,ms
active_decode_throughput_per_user_p95,208.67,0.15,208.56,208.78,0.0007,0.1054,207.33,210.01,12.7062,tokens/sec/user
active_decode_throughput_per_user_avg,198.85,0.02,198.84,198.87,0.0001,0.0160,198.65,199.06,12.7062,tokens/sec/user
usage_reasoning_tokens_p75,216.75,14.50,206.50,227.00,0.0669,10.2500,86.51,346.99,12.7062,tokens
http_req_connecting_p5,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_first_token_max,608.32,642.62,153.92,1062.72,1.0564,454.4025,-5165.41,6382.05,12.7062,ms
reasoning_token_count_max,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
nvidia_energy_per_total_token_avg,816.70,0.82,816.12,817.28,0.0010,0.5800,809.33,824.07,12.7062,mJ/token
http_req_blocked_std,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
inter_chunk_latency_p5,4.97,0.02,4.96,4.98,0.0034,0.0119,4.82,5.12,12.7062,ms
total_output_tokens_avg,36363.50,946.82,35694.00,37033.00,0.0260,669.5000,27856.70,44870.30,12.7062,tokens
usage_completion_tokens_p75,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_total_p25,2702.38,3.44,2699.95,2704.82,0.0013,2.4319,2671.48,2733.29,12.7062,ms
