metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
e2e_output_token_throughput_p25,9.69,0.09,9.63,9.75,0.0088,0.0604,8.92,10.45,12.7062,tokens/sec/user
http_req_data_sent_sum,7731.62,6.35,7727.13,7736.11,0.0008,4.4917,7674.55,7788.69,12.7062,KB
credit_to_start_latency_sum,3774.77,266.54,3586.29,3963.24,0.0706,188.4744,1379.97,6169.56,12.7062,ms
inter_token_latency_p99,22.84,0.44,22.53,23.15,0.0192,0.3106,18.89,26.78,12.7062,ms
time_to_first_output_token_max,54588.09,1321.38,53653.73,55522.45,0.0242,934.3576,42715.95,66460.23,12.7062,ms
active_decode_throughput_std,2022.82,0.42,2022.53,2023.12,0.0002,0.2965,2019.05,2026.59,12.7062,tokens/sec
http_req_chunks_received_std,7.59,0.34,7.35,7.82,0.0442,0.2370,4.58,10.60,12.7062,count
total_usage_prompt_tokens_avg,1786742.00,1504.72,1785678.00,1787806.00,0.0008,1064.0000,1773222.60,1800261.40,12.7062,tokens
input_sequence_length_std,0.40,0.00,0.40,0.40,0.0003,0.0001,0.40,0.40,12.7062,tokens
http_req_receiving_p99,11669.07,224.49,11510.33,11827.81,0.0192,158.7364,9652.13,13686.01,12.7062,ms
decode_duration_min,7449.39,172.80,7327.20,7571.57,0.0232,122.1860,5896.87,9001.91,12.7062,ms
http_req_waiting_min,316.10,0.63,315.66,316.55,0.0020,0.4440,310.46,321.75,12.7062,ms
http_req_connecting_p25,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
effective_latency_min,8151.21,79.27,8095.16,8207.26,0.0097,56.0507,7439.02,8863.40,12.7062,ms
credit_to_start_latency_p90,3.55,1.58,2.43,4.66,0.4459,1.1179,-10.66,17.75,12.7062,ms
inter_chunk_latency_p25,13.05,0.00,13.05,13.05,0.0001,0.0010,13.04,13.06,12.7062,ms
total_usage_prompt_cache_read_tokens_avg,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
http_req_blocked_p75,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
http_req_data_sent_std,0.16,0.00,0.16,0.16,0.0002,0.0000,0.15,0.16,12.7062,KB
time_to_first_token_sum,60216594.99,726450.50,59702916.92,60730273.06,0.0121,513678.0716,53689696.25,66743493.74,12.7062,ms
http_req_chunks_sent_p1,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
e2e_output_token_throughput_p50,10.37,0.19,10.23,10.50,0.0184,0.1350,8.65,12.08,12.7062,tokens/sec/user
total_usage_reasoning_tokens_avg,323559.00,1374.62,322587.00,324531.00,0.0042,972.0000,311208.57,335909.43,12.7062,tokens
credit_to_start_latency_avg,2.25,0.16,2.14,2.36,0.0698,0.1109,0.84,3.66,12.7062,ms
effective_decode_throughput_avg,2599.86,2.19,2598.32,2601.41,0.0008,1.5485,2580.19,2619.54,12.7062,tokens/sec
http_req_connection_overhead_p10,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
tokens_in_flight_p99,300243.17,17.17,300231.03,300255.31,0.0001,12.1413,300088.90,300397.44,12.7062,tokens
time_to_first_token_p90,43647.29,533.08,43270.35,44024.23,0.0122,376.9417,38857.79,48436.79,12.7062,ms
reasoning_token_count_p90,291.50,2.12,290.00,293.00,0.0073,1.5000,272.44,310.56,12.7062,tokens
http_req_connecting_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
credit_to_start_latency_max,27.77,7.53,22.44,33.09,0.2711,5.3240,-39.88,95.42,12.7062,ms
e2e_output_token_throughput_p5,9.25,0.19,9.12,9.39,0.0206,0.1350,7.54,10.97,12.7062,tokens/sec/user
time_to_first_token_p95,44437.14,816.29,43859.93,45014.35,0.0184,577.2074,37103.02,51771.25,12.7062,ms
reasoning_token_count_p95,378.67,7.81,373.15,384.20,0.0206,5.5250,308.47,448.88,12.7062,tokens
inter_token_latency_p25,20.16,0.20,20.02,20.30,0.0099,0.1415,18.36,21.96,12.7062,ms
http_req_blocked_sum,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
time_to_first_token_avg,35864.75,462.88,35537.45,36192.06,0.0129,327.3036,31705.97,40023.54,12.7062,ms
output_token_count_p90,396.00,1.41,395.00,397.00,0.0036,1.0000,383.29,408.71,12.7062,tokens
reasoning_token_count_avg,192.71,0.98,192.02,193.40,0.0051,0.6937,183.90,201.52,12.7062,tokens
inter_chunk_latency_p50,13.23,0.00,13.22,13.23,0.0003,0.0028,13.19,13.26,12.7062,ms
http_req_duration_p99,56582.68,853.57,55979.12,57186.25,0.0151,603.5638,48913.68,64251.69,12.7062,ms
prefill_throughput_per_user_p99,1361.64,1.92,1360.29,1363.00,0.0014,1.3554,1344.42,1378.86,12.7062,tokens/sec/user
active_prefill_throughput_std,4291.64,47.09,4258.34,4324.94,0.0110,33.2992,3868.53,4714.74,12.7062,tokens/sec
active_decode_throughput_per_user_p90,77.46,0.03,77.44,77.48,0.0003,0.0188,77.22,77.70,12.7062,tokens/sec/user
request_latency_p10,34647.99,449.00,34330.50,34965.48,0.0130,317.4918,30613.87,38682.11,12.7062,ms
active_total_throughput_p95,11604.08,14.87,11593.57,11614.60,0.0013,10.5177,11470.44,11737.72,12.7062,tokens/sec
http_req_connection_reused_p25,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,ratio
decode_duration_p99,11669.07,224.49,11510.33,11827.81,0.0192,158.7411,9652.07,13686.07,12.7062,ms
http_req_waiting_p99,45376.99,887.93,44749.13,46004.85,0.0196,627.8596,37399.28,53354.70,12.7062,ms
