metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_data_received_p1,3.10,0.05,3.06,3.14,0.0175,0.0385,2.61,3.59,12.7062,KB
output_sequence_length_min,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
reasoning_token_count_avg,1.50,0.31,1.28,1.72,0.2038,0.2161,-1.25,4.25,12.7062,tokens
input_sequence_length_p25,1033.00,0.00,1033.00,1033.00,0.0000,0.0000,1033.00,1033.00,12.7062,tokens
decode_duration_avg,59925.88,1881.71,58595.31,61256.45,0.0314,1330.5688,43019.40,76832.36,12.7062,ms
active_prefill_throughput_per_user_min,16.25,2.40,14.55,17.95,0.1479,1.6993,-5.34,37.84,12.7062,tokens/sec/user
http_req_duration_min,4970.57,77.82,4915.54,5025.60,0.0157,55.0299,4271.35,5669.79,12.7062,ms
http_req_connection_reused_avg,0.79,0.00,0.79,0.79,0.0002,0.0001,0.79,0.79,12.7062,ratio
prefill_throughput_per_user_p50,560.47,17.39,548.17,572.77,0.0310,12.2973,404.22,716.72,12.7062,tokens/sec/user
inter_chunk_latency_min,5.32,0.95,4.65,5.99,0.1780,0.6699,-3.19,13.84,12.7062,ms
usage_completion_tokens_p75,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
decode_duration_max,78857.33,394.09,78578.67,79136.00,0.0050,278.6643,75316.57,82398.10,12.7062,ms
request_latency_p50,75751.77,658.03,75286.47,76217.06,0.0087,465.2955,69839.63,81663.91,12.7062,ms
http_req_chunks_sent_p99,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
usage_prompt_tokens_p90,1033.00,0.00,1033.00,1033.00,0.0000,0.0000,1033.00,1033.00,12.7062,tokens
http_req_data_received_min,2.21,0.12,2.13,2.30,0.0549,0.0859,1.12,3.30,12.7062,KB
prefill_throughput_per_user_p95,1821.85,51.06,1785.74,1857.95,0.0280,36.1042,1363.10,2280.59,12.7062,tokens/sec/user
output_token_count_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_waiting_p5,565.35,16.28,553.84,576.87,0.0288,11.5123,419.07,711.63,12.7062,ms
http_req_data_sent_p10,4.52,0.00,4.52,4.52,0.0000,0.0001,4.52,4.52,12.7062,KB
active_decode_throughput_per_user_min,1.48,0.47,1.15,1.81,0.3148,0.3294,-2.71,5.67,12.7062,tokens/sec/user
output_sequence_length_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_chunks_received_p5,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
time_to_second_token_p25,33.36,2.66,31.48,35.24,0.0797,1.8810,9.46,57.26,12.7062,ms
credit_to_start_latency_p25,1.53,0.10,1.46,1.60,0.0668,0.0724,0.61,2.45,12.7062,ms
effective_total_throughput_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens/sec
decode_duration_p50,74376.45,18.03,74363.71,74389.20,0.0002,12.7461,74214.50,74538.41,12.7062,ms
active_prefill_throughput_per_user_p90,352.77,48.14,318.73,386.81,0.1365,34.0403,-79.75,785.29,12.7062,tokens/sec/user
time_to_first_output_token_p1,239.71,13.55,230.13,249.28,0.0565,9.5778,118.01,361.40,12.7062,ms
inter_chunk_latency_p90,240.77,0.97,240.08,241.46,0.0040,0.6891,232.01,249.53,12.7062,ms
http_req_chunks_received_std,185.56,3.86,182.83,188.29,0.0208,2.7295,150.88,220.25,12.7062,count
http_req_data_sent_p99,5.06,0.00,5.06,5.06,0.0000,0.0000,5.06,5.06,12.7062,KB
time_to_first_token_max,66509.56,6359.66,62012.60,71006.52,0.0956,4496.9585,9370.29,123648.84,12.7062,ms
