metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
http_req_connecting_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
usage_reasoning_tokens_p50,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
active_prefill_throughput_per_user_p99,9870.58,249.96,9693.83,10047.33,0.0253,176.7477,7624.79,12116.37,12.7062,tokens/sec/user
output_token_throughput_per_user_p25,104.12,0.04,104.09,104.15,0.0004,0.0261,103.79,104.45,12.7062,tokens/sec/user
http_req_dns_lookup_avg,0.03,0.00,0.02,0.03,0.0348,0.0006,0.02,0.03,12.7062,ms
e2e_output_token_throughput_p99,102.73,0.10,102.66,102.79,0.0009,0.0680,101.86,103.59,12.7062,tokens/sec/user
usage_total_tokens_p99,1550.00,0.00,1550.00,1550.00,0.0000,0.0000,1550.00,1550.00,12.7062,tokens
usage_reasoning_tokens_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
effective_latency_p5,4995.20,10.39,4987.85,5002.55,0.0021,7.3484,4901.83,5088.57,12.7062,ms
http_req_duration_p10,4997.84,8.84,4991.59,5004.09,0.0018,6.2514,4918.41,5077.27,12.7062,ms
active_prefill_throughput_std,94433.67,3638.20,91861.07,97006.27,0.0385,2572.5959,61745.74,127121.60,12.7062,tokens/sec
time_to_first_output_token_sum,260114.20,7515.95,254799.62,265428.78,0.0289,5314.5819,192586.03,327642.37,12.7062,ms
http_req_total_avg,5033.57,7.37,5028.36,5038.78,0.0015,5.2146,4967.31,5099.83,12.7062,ms
http_req_chunks_sent_max,1.00,0.00,1.00,1.00,0.0000,0.0000,1.00,1.00,12.7062,count
usage_completion_tokens_p90,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_total_p25,5009.31,10.21,5002.09,5016.53,0.0020,7.2202,4917.56,5101.05,12.7062,ms
http_req_waiting_p50,129.60,3.73,126.96,132.24,0.0288,2.6404,96.05,163.15,12.7062,ms
http_req_dns_lookup_min,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
e2e_output_token_throughput_std,1.21,0.03,1.19,1.23,0.0232,0.0198,0.95,1.46,12.7062,tokens/sec/user
decode_duration_p95,4933.29,5.46,4929.43,4937.15,0.0011,3.8605,4884.24,4982.35,12.7062,ms
effective_decode_concurrency_p90,32.00,0.00,32.00,32.00,0.0000,0.0000,32.00,32.00,12.7062,requests
effective_total_throughput_max,293659.20,16283.33,282145.15,305173.25,0.0554,11514.0512,147359.31,439959.09,12.7062,tokens/sec
nvidia_total_gpu_energy_avg,209409.68,12.38,209400.93,209418.44,0.0001,8.7520,209298.48,209520.89,12.7062,J
prefill_throughput_per_user_max,15836.73,673.21,15360.70,16312.76,0.0425,476.0309,9788.18,21885.27,12.7062,tokens/sec/user
usage_prompt_cache_read_tokens_sum,1863680.00,0.00,1863680.00,1863680.00,0.0000,0.0000,1863680.00,1863680.00,12.7062,tokens
http_req_data_sent_p95,4.96,0.00,4.96,4.96,0.0000,0.0000,4.96,4.96,12.7062,KB
output_token_count_p95,512.00,0.00,512.00,512.00,0.0000,0.0000,512.00,512.00,12.7062,tokens
http_req_sending_p99,1.80,0.00,1.80,1.80,0.0007,0.0009,1.79,1.81,12.7062,ms
http_req_total_min,4972.97,4.75,4969.61,4976.32,0.0010,3.3561,4930.32,5015.61,12.7062,ms
http_req_connecting_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,ms
