metric,mean,std,min,max,cv,se,ci_low,ci_high,t_critical,unit
e2e_output_token_throughput_max,83.66,0.20,83.52,83.80,0.0024,0.1434,81.84,85.48,12.7062,tokens/sec/user
osl_mismatch_diff_pct_p1,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,%
effective_concurrency_std,0.23,0.01,0.22,0.23,0.0326,0.0053,0.16,0.30,12.7062,requests
effective_decode_throughput_avg,1311.23,5.24,1307.52,1314.94,0.0040,3.7085,1264.11,1358.35,12.7062,tokens/sec
time_to_second_token_p95,251.27,46.70,218.25,284.29,0.1858,33.0185,-168.27,670.81,12.7062,ms
effective_decode_throughput_per_user_p50,83.95,0.27,83.76,84.14,0.0033,0.1932,81.49,86.40,12.7062,tokens/sec/user
http_req_sending_std,0.24,0.01,0.24,0.25,0.0373,0.0064,0.16,0.32,12.7062,ms
request_throughput_avg,2.57,0.01,2.56,2.57,0.0040,0.0073,2.47,2.66,12.7062,requests/sec
request_latency_p10,6148.17,18.86,6134.83,6161.50,0.0031,13.3346,5978.74,6317.60,12.7062,ms
input_sequence_length_p99,1039.00,0.00,1039.00,1039.00,0.0000,0.0000,1039.00,1039.00,12.7062,tokens
prefill_throughput_per_user_p10,2664.29,180.18,2536.88,2791.69,0.0676,127.4044,1045.46,4283.11,12.7062,tokens/sec/user
reasoning_token_count_p90,0.00,0.00,0.00,0.00,inf,0.0000,0.00,0.00,12.7062,tokens
usage_prompt_tokens_avg,1039.00,0.00,1039.00,1039.00,0.0000,0.0000,1039.00,1039.00,12.7062,tokens
tokens_in_flight_std,2403.92,0.11,2403.85,2404.00,0.0000,0.0762,2402.95,2404.89,12.7062,tokens
effective_latency_std,191.22,1.07,190.46,191.97,0.0056,0.7534,181.65,200.79,12.7062,ms
e2e_output_token_throughput_min,75.70,0.11,75.62,75.78,0.0015,0.0782,74.71,76.69,12.7062,tokens/sec/user
request_latency_p1,6123.44,13.13,6114.15,6132.73,0.0021,9.2863,6005.45,6241.43,12.7062,ms
input_sequence_length_p10,1039.00,0.00,1039.00,1039.00,0.0000,0.0000,1039.00,1039.00,12.7062,tokens
prefill_throughput_per_user_p1,1556.26,1.19,1555.41,1557.10,0.0008,0.8448,1545.52,1566.99,12.7062,tokens/sec/user
effective_decode_concurrency_avg,15.69,0.00,15.69,15.69,0.0001,0.0007,15.68,15.70,12.7062,requests
http_req_chunks_received_avg,511.99,0.01,511.98,512.00,0.0000,0.0077,511.90,512.09,12.7062,count
time_to_first_token_p10,48.04,5.87,43.89,52.19,0.1221,4.1495,-4.68,100.77,12.7062,ms
http_req_dns_lookup_std,0.15,0.01,0.15,0.16,0.0381,0.0041,0.10,0.20,12.7062,ms
http_req_data_received_p95,139.07,0.00,139.07,139.07,0.0000,0.0030,139.03,139.11,12.7062,KB
